<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.05	16:00:00	1.27977	1.28168	1.27957	1.28161	11458	0	1
2024.07.05	20:00:00	1.28161	1.28169	1.28122	1.28145	2286	0	1
2024.07.07	20:00:00	1.27959	1.28153	1.27826	1.28066	2047	0	1
2024.07.08	00:00:00	1.28067	1.28117	1.28017	1.28093	5149	0	1
2024.07.08	04:00:00	1.28093	1.28190	1.28016	1.28021	7819	0	1
2024.07.08	08:00:00	1.28020	1.28301	1.27995	1.28166	14431	0	1
2024.07.08	12:00:00	1.28160	1.28455	1.28138	1.28331	13972	0	1
2024.07.08	16:00:00	1.28332	1.28333	1.28077	1.28119	7413	0	1
2024.07.08	20:00:00	1.28117	1.28182	1.28006	1.28093	2311	0	1
2024.07.09	00:00:00	1.28094	1.28166	1.27988	1.28041	4547	0	1
2024.07.09	04:00:00	1.28041	1.28125	1.28028	1.28065	6473	0	1
2024.07.09	08:00:00	1.28066	1.28252	1.27960	1.28143	10336	0	1
2024.07.09	12:00:00	1.28143	1.28212	1.27909	1.27968	17381	0	1
2024.07.09	16:00:00	1.27967	1.28021	1.27772	1.27866	12876	0	1
2024.07.09	20:00:00	1.27866	1.27900	1.27815	1.27874	3089	0	1
2024.07.10	00:00:00	1.27875	1.27914	1.27841	1.27892	5567	0	1
2024.07.10	04:00:00	1.27893	1.27975	1.27884	1.27966	5408	0	1
2024.07.10	08:00:00	1.27967	1.28117	1.27892	1.28081	10750	0	1
2024.07.10	12:00:00	1.28081	1.28446	1.28047	1.28295	13741	0	1
2024.07.10	16:00:00	1.28295	1.28468	1.28294	1.28455	9400	0	1
2024.07.10	20:00:00	1.28454	1.28494	1.28406	1.28492	2246	0	1
2024.07.11	00:00:00	1.28493	1.28641	1.28490	1.28617	4399	0	1
2024.07.11	04:00:00	1.28617	1.28678	1.28546	1.28589	6462	0	1
2024.07.11	08:00:00	1.28588	1.28815	1.28563	1.28769	10669	0	1
2024.07.11	12:00:00	1.28769	1.29488	1.28673	1.29240	32723	0	1
2024.07.11	16:00:00	1.29241	1.29281	1.28987	1.29128	17771	0	1
2024.07.11	20:00:00	1.29128	1.29161	1.29048	1.29127	4822	0	1
2024.07.12	00:00:00	1.29127	1.29241	1.29020	1.29048	11109	0	1
2024.07.12	04:00:00	1.29049	1.29172	1.29026	1.29061	7602	0	1
2024.07.12	08:00:00	1.29060	1.29614	1.29049	1.29613	11969	0	1
2024.07.12	12:00:00	1.29613	1.29900	1.29302	1.29893	27209	0	1
2024.07.12	16:00:00	1.29892	1.29905	1.29803	1.29888	10329	0	1
2024.07.12	20:00:00	1.29883	1.29904	1.29822	1.29870	2750	0	1
2024.07.14	20:00:00	1.29657	1.29814	1.29626	1.29683	2737	0	5
2024.07.15	00:00:00	1.29683	1.29706	1.29616	1.29701	6295	0	1
2024.07.15	04:00:00	1.29701	1.29785	1.29636	1.29698	5373	0	1
2024.07.15	08:00:00	1.29699	1.29908	1.29634	1.29784	13595	0	1
2024.07.15	12:00:00	1.29785	1.29946	1.29673	1.29830	16092	0	2
2024.07.15	16:00:00	1.29829	1.29904	1.29620	1.29723	17756	0	1
2024.07.15	20:00:00	1.29721	1.29732	1.29611	1.29666	4070	0	3
2024.07.16	00:00:00	1.29666	1.29696	1.29611	1.29627	5488	0	1
2024.07.16	04:00:00	1.29626	1.29651	1.29513	1.29546	6722	0	1
2024.07.16	08:00:00	1.29545	1.29727	1.29537	1.29657	14638	0	1
2024.07.16	12:00:00	1.29657	1.29797	1.29382	1.29468	19502	0	1
2024.07.16	16:00:00	1.29467	1.29685	1.29467	1.29683	11208	0	1
2024.07.16	20:00:00	1.29683	1.29766	1.29602	1.29759	3718	0	1
2024.07.17	00:00:00	1.29758	1.29788	1.29669	1.29746	5752	0	1
2024.07.17	04:00:00	1.29746	1.29898	1.29658	1.29865	9285	0	1
2024.07.17	08:00:00	1.29865	1.30440	1.29833	1.30328	20683	0	1
2024.07.17	12:00:00	1.30328	1.30408	1.30110	1.30128	19667	0	1
2024.07.17	16:00:00	1.30127	1.30140	1.29988	1.30059	16057	0	1
2024.07.17	20:00:00	1.30059	1.30120	1.30046	1.30088	5348	0	1
2024.07.18	00:00:00	1.30087	1.30106	1.29988	1.30021	8834	0	1
2024.07.18	04:00:00	1.30022	1.30125	1.29841	1.29917	9979	0	1
2024.07.18	08:00:00	1.29917	1.30033	1.29819	1.29909	14873	0	1
2024.07.18	12:00:00	1.29908	1.29912	1.29691	1.29776	20474	0	1
2024.07.18	16:00:00	1.29773	1.29797	1.29435	1.29484	16406	0	1
2024.07.18	20:00:00	1.29483	1.29493	1.29377	1.29444	6399	0	1
2024.07.19	00:00:00	1.29494	1.29494	1.29342	1.29440	6976	0	1
2024.07.19	04:00:00	1.29440	1.29445	1.29266	1.29348	7819	0	1
2024.07.19	08:00:00	1.29341	1.29416	1.29010	1.29187	17015	0	1
2024.07.19	12:00:00	1.29188	1.29285	1.29138	1.29164	14986	0	1
2024.07.19	16:00:00	1.29164	1.29246	1.29065	1.29095	11963	0	1
2024.07.19	20:00:00	1.29095	1.29147	1.29087	1.29108	3341	0	1
2024.07.21	20:00:00	1.29093	1.29340	1.29087	1.29334	2796	0	5
2024.07.22	00:00:00	1.29334	1.29391	1.29120	1.29216	7527	0	1
2024.07.22	04:00:00	1.29216	1.29251	1.29101	1.29181	9769	0	1
2024.07.22	08:00:00	1.29182	1.29410	1.29182	1.29379	14722	0	1
2024.07.22	12:00:00	1.29379	1.29419	1.29074	1.29125	13824	0	1
2024.07.22	16:00:00	1.29126	1.29256	1.29048	1.29246	11103	0	1
2024.07.22	20:00:00	1.29247	1.29348	1.29219	1.29328	4535	0	1
2024.07.23	00:00:00	1.29327	1.29345	1.29246	1.29279	5647	0	1
2024.07.23	04:00:00	1.29278	1.29326	1.29124	1.29179	6948	0	1
2024.07.23	08:00:00	1.29179	1.29285	1.28879	1.29024	14706	0	1
2024.07.23	12:00:00	1.29024	1.29195	1.28988	1.29076	15453	0	1
2024.07.23	16:00:00	1.29077	1.29169	1.29025	1.29038	10661	0	1
2024.07.23	20:00:00	1.29038	1.29099	1.29001	1.29044	3026	0	1
2024.07.24	00:00:00	1.29045	1.29048	1.28877	1.28894	5654	0	1
2024.07.24	04:00:00	1.28894	1.28954	1.28822	1.28864	9402	0	1
2024.07.24	08:00:00	1.28865	1.29099	1.28775	1.29069	15876	0	1
2024.07.24	12:00:00	1.29068	1.29372	1.28999	1.29178	17567	0	1
2024.07.24	16:00:00	1.29179	1.29271	1.29005	1.29040	11053	0	1
2024.07.24	20:00:00	1.29041	1.29096	1.28978	1.29021	5074	0	1
2024.07.25	00:00:00	1.29022	1.29032	1.28858	1.28888	10160	0	1
2024.07.25	04:00:00	1.28888	1.28962	1.28790	1.28842	9676	0	1
2024.07.25	08:00:00	1.28843	1.29136	1.28702	1.28749	19112	0	1
2024.07.25	12:00:00	1.28749	1.28920	1.28577	1.28766	28752	0	1
2024.07.25	16:00:00	1.28763	1.28898	1.28589	1.28589	17697	0	1
2024.07.25	20:00:00	1.28590	1.28649	1.28482	1.28531	5023	0	1
2024.07.26	00:00:00	1.28530	1.28653	1.28530	1.28604	6793	0	1
2024.07.26	04:00:00	1.28604	1.28656	1.28568	1.28585	6362	0	1
2024.07.26	08:00:00	1.28584	1.28737	1.28579	1.28726	11524	0	1
2024.07.26	12:00:00	1.28725	1.28736	1.28500	1.28529	18336	0	1
2024.07.26	16:00:00	1.28529	1.28778	1.28513	1.28725	11306	0	1
2024.07.26	20:00:00	1.28721	1.28762	1.28667	1.28668	1988	0	1
2024.07.28	20:00:00	1.28615	1.28714	1.28594	1.28677	1901	0	5
2024.07.29	00:00:00	1.28678	1.28880	1.28624	1.28829	8902	0	1
2024.07.29	04:00:00	1.28829	1.28854	1.28640	1.28676	6941	0	1
2024.07.29	08:00:00	1.28676	1.28680	1.28065	1.28446	16016	0	1
2024.07.29	12:00:00	1.28446	1.28540	1.28226	1.28467	11314	0	1
2024.07.29	16:00:00	1.28467	1.28646	1.28441	1.28641	9484	0	1
2024.07.29	20:00:00	1.28640	1.28677	1.28583	1.28657	4587	0	1
2024.07.30	00:00:00	1.28656	1.28659	1.28449	1.28513	5404	0	1
2024.07.30	04:00:00	1.28513	1.28598	1.28432	1.28540	6097	0	1
2024.07.30	08:00:00	1.28540	1.28642	1.28484	1.28550	11393	0	1
2024.07.30	12:00:00	1.28548	1.28554	1.28199	1.28268	15801	0	1
2024.07.30	16:00:00	1.28269	1.28394	1.28237	1.28329	15352	0	1
2024.07.30	20:00:00	1.28329	1.28386	1.28257	1.28351	3539	0	1
2024.07.31	00:00:00	1.28351	1.28486	1.28316	1.28474	10940	0	1
2024.07.31	04:00:00	1.28474	1.28522	1.28331	1.28406	12635	0	1
2024.07.31	08:00:00	1.28405	1.28469	1.28208	1.28406	19511	0	1
2024.07.31	12:00:00	1.28406	1.28544	1.28295	1.28434	22092	0	1
2024.07.31	16:00:00	1.28432	1.28604	1.28206	1.28550	22552	0	1
2024.07.31	20:00:00	1.28548	1.28640	1.28474	1.28566	10825	0	1
2024.08.01	00:00:00	1.28566	1.28602	1.28477	1.28519	9181	0	1
2024.08.01	04:00:00	1.28517	1.28588	1.28027	1.28063	12070	0	1
2024.08.01	08:00:00	1.28062	1.28083	1.27549	1.27781	18793	0	1
2024.08.01	12:00:00	1.27781	1.28394	1.27500	1.27923	27583	0	1
2024.08.01	16:00:00	1.27923	1.27933	1.27266	1.27270	18675	0	1
2024.08.01	20:00:00	1.27270	1.27458	1.27268	1.27347	7788	0	1
2024.08.02	00:00:00	1.27348	1.27358	1.27129	1.27220	11286	0	1
2024.08.02	04:00:00	1.27218	1.27394	1.27183	1.27255	12270	0	1
2024.08.02	08:00:00	1.27258	1.27455	1.27071	1.27365	19604	0	1
2024.08.02	12:00:00	1.27365	1.28401	1.27363	1.28060	35311	0	1
2024.08.02	16:00:00	1.28064	1.28125	1.27832	1.28048	23389	0	1
2024.08.02	20:00:00	1.28049	1.28112	1.27998	1.28046	5017	0	1
2024.08.04	20:00:00	1.28043	1.28093	1.27908	1.27933	3354	0	4
2024.08.05	00:00:00	1.27940	1.27984	1.27779	1.27973	19734	0	1
2024.08.05	04:00:00	1.27974	1.28049	1.27103	1.27399	38748	0	1
2024.08.05	08:00:00	1.27398	1.28165	1.27271	1.27573	43239	0	1
2024.08.05	12:00:00	1.27575	1.27957	1.27425	1.27584	49934	0	1
2024.08.05	16:00:00	1.27578	1.27856	1.27442	1.27568	39767	0	1
2024.08.05	20:00:00	1.27568	1.27815	1.27568	1.27802	10582	0	1
2024.08.06	00:00:00	1.27800	1.28030	1.27774	1.27831	23376	0	1
2024.08.06	04:00:00	1.27832	1.27866	1.27480	1.27549	19887	0	1
2024.08.06	08:00:00	1.27549	1.27599	1.26796	1.26877	34303	0	1
2024.08.06	12:00:00	1.26880	1.27261	1.26726	1.27062	34871	0	1
2024.08.06	16:00:00	1.27060	1.27151	1.26842	1.26967	23239	0	1
2024.08.06	20:00:00	1.26967	1.26985	1.26832	1.26921	10204	0	1
2024.08.07	00:00:00	1.26921	1.27122	1.26804	1.27072	19847	0	3
2024.08.07	04:00:00	1.27072	1.27180	1.26977	1.27134	17644	0	4
2024.08.07	08:00:00	1.27133	1.27210	1.26874	1.27155	23879	0	1
2024.08.07	12:00:00	1.27153	1.27354	1.27070	1.27207	23840	0	1
2024.08.07	16:00:00	1.27208	1.27244	1.26833	1.26838	22242	0	1
2024.08.07	20:00:00	1.26838	1.26977	1.26823	1.26851	7348	0	1
2024.08.08	00:00:00	1.26854	1.26954	1.26779	1.26930	12612	0	1
2024.08.08	04:00:00	1.26930	1.27132	1.26911	1.27120	14236	0	1
2024.08.08	08:00:00	1.27119	1.27132	1.26647	1.26903	17874	0	1
2024.08.08	12:00:00	1.26903	1.27223	1.26651	1.27138	29904	0	1
2024.08.08	16:00:00	1.27137	1.27522	1.27133	1.27496	17434	0	1
2024.08.08	20:00:00	1.27496	1.27510	1.27318	1.27430	6134	0	1
2024.08.09	00:00:00	1.27430	1.27578	1.27380	1.27549	11612	0	4
2024.08.09	04:00:00	1.27549	1.27711	1.27477	1.27705	11359	0	1
2024.08.09	08:00:00	1.27706	1.27720	1.27446	1.27446	13305	0	1
2024.08.09	12:00:00	1.27441	1.27720	1.27261	1.27630	19922	0	1
2024.08.09	16:00:00	1.27630	1.27735	1.27537	1.27570	13940	0	1
2024.08.09	20:00:00	1.27569	1.27624	1.27550	1.27580	4346	0	1
2024.08.11	20:00:00	1.27541	1.27601	1.27487	1.27514	1475	0	5
2024.08.12	00:00:00	1.27514	1.27630	1.27446	1.27618	5371	0	1
2024.08.12	04:00:00	1.27618	1.27819	1.27566	1.27657	6876	0	1
2024.08.12	08:00:00	1.27656	1.27727	1.27527	1.27602	11494	0	1
2024.08.12	12:00:00	1.27601	1.27884	1.27578	1.27840	16174	0	1
2024.08.12	16:00:00	1.27839	1.27938	1.27554	1.27691	14840	0	1
2024.08.12	20:00:00	1.27690	1.27718	1.27590	1.27670	3826	0	1
2024.08.13	00:00:00	1.27673	1.27734	1.27634	1.27713	4647	0	1
2024.08.13	04:00:00	1.27716	1.28097	1.27705	1.28038	8849	0	1
2024.08.13	08:00:00	1.28039	1.28128	1.27791	1.27842	13409	0	1
2024.08.13	12:00:00	1.27841	1.28376	1.27795	1.28244	23410	0	1
2024.08.13	16:00:00	1.28245	1.28729	1.28198	1.28676	15666	0	1
2024.08.13	20:00:00	1.28676	1.28709	1.28544	1.28649	6219	0	1
2024.08.14	00:00:00	1.28650	1.28683	1.28559	1.28580	7540	0	1
2024.08.14	04:00:00	1.28580	1.28612	1.28151	1.28347	11794	0	1
2024.08.14	08:00:00	1.28346	1.28533	1.28230	1.28430	12043	0	1
2024.08.14	12:00:00	1.28429	1.28637	1.28268	1.28555	24003	0	1
2024.08.14	16:00:00	1.28554	1.28554	1.28209	1.28300	12265	0	1
2024.08.14	20:00:00	1.28299	1.28312	1.28242	1.28275	5629	0	1
2024.08.15	00:00:00	1.28276	1.28336	1.28196	1.28294	7866	0	1
2024.08.15	04:00:00	1.28295	1.28532	1.28286	1.28523	7008	0	1
2024.08.15	08:00:00	1.28524	1.28606	1.28404	1.28534	8896	0	1
2024.08.15	12:00:00	1.28534	1.28694	1.27986	1.28525	25543	0	1
2024.08.15	16:00:00	1.28525	1.28715	1.28478	1.28623	11855	0	1
2024.08.15	20:00:00	1.28618	1.28643	1.28500	1.28533	4616	0	1
2024.08.16	00:00:00	1.28536	1.28750	1.28536	1.28736	6374	0	1
2024.08.16	04:00:00	1.28736	1.28865	1.28664	1.28745	7316	0	1
2024.08.16	08:00:00	1.28745	1.29102	1.28703	1.29085	10107	0	1
2024.08.16	12:00:00	1.29085	1.29139	1.28813	1.28908	15780	0	1
2024.08.16	16:00:00	1.28908	1.29454	1.28902	1.29436	9516	0	1
2024.08.16	20:00:00	1.29435	1.29458	1.29384	1.29446	2720	0	1
2024.08.18	20:00:00	1.29284	1.29503	1.29284	1.29417	1727	0	5
2024.08.19	00:00:00	1.29419	1.29551	1.29399	1.29540	7570	0	1
2024.08.19	04:00:00	1.29539	1.29687	1.29521	1.29620	10903	0	1
2024.08.19	08:00:00	1.29621	1.29754	1.29468	1.29494	11238	0	1
2024.08.19	12:00:00	1.29494	1.29972	1.29398	1.29863	14815	0	1
2024.08.19	16:00:00	1.29863	1.29960	1.29727	1.29917	11432	0	1
2024.08.19	20:00:00	1.29917	1.29945	1.29840	1.29891	3675	0	1
2024.08.20	00:00:00	1.29890	1.29929	1.29768	1.29788	7356	0	1
2024.08.20	04:00:00	1.29788	1.30024	1.29741	1.29945	7756	0	1
2024.08.20	08:00:00	1.29946	1.30127	1.29877	1.30036	13076	0	1
2024.08.20	12:00:00	1.30037	1.30523	1.29933	1.30298	19645	0	1
2024.08.20	16:00:00	1.30297	1.30343	1.30125	1.30297	13727	0	1
2024.08.20	20:00:00	1.30297	1.30364	1.30244	1.30316	4877	0	1
2024.08.21	00:00:00	1.30316	1.30380	1.30233	1.30277	7527	0	1
2024.08.21	04:00:00	1.30277	1.30288	1.30168	1.30182	8605	0	1
2024.08.21	08:00:00	1.30183	1.30434	1.30106	1.30407	11570	0	1
2024.08.21	12:00:00	1.30408	1.30685	1.30269	1.30599	27097	0	1
2024.08.21	16:00:00	1.30598	1.31192	1.30560	1.31061	18599	0	1
2024.08.21	20:00:00	1.31059	1.31060	1.30847	1.30929	5301	0	1
2024.08.22	00:00:00	1.30933	1.30967	1.30824	1.30852	6874	0	1
2024.08.22	04:00:00	1.30852	1.30953	1.30812	1.30922	5174	0	1
2024.08.22	08:00:00	1.30922	1.31285	1.30847	1.31205	17334	0	1
2024.08.22	12:00:00	1.31205	1.31303	1.30816	1.31025	20568	0	1
2024.08.22	16:00:00	1.31023	1.31026	1.30764	1.30917	13946	0	1
2024.08.22	20:00:00	1.30916	1.30945	1.30812	1.30925	5668	0	1
2024.08.23	00:00:00	1.30925	1.31070	1.30917	1.31026	7558	0	1
2024.08.23	04:00:00	1.31027	1.31255	1.30999	1.31217	6841	0	1
2024.08.23	08:00:00	1.31216	1.31367	1.31100	1.31216	12709	0	1
2024.08.23	12:00:00	1.31214	1.32115	1.31083	1.31882	27145	0	1
2024.08.23	16:00:00	1.31882	1.32299	1.31746	1.32027	25114	0	1
2024.08.23	20:00:00	1.32027	1.32190	1.31998	1.32181	5761	0	1
2024.08.25	20:00:00	1.32103	1.32190	1.32013	1.32110	1218	0	4
2024.08.26	00:00:00	1.32113	1.32220	1.32061	1.32069	9032	0	1
2024.08.26	04:00:00	1.32068	1.32102	1.31953	1.31999	6530	0	1
2024.08.26	08:00:00	1.31995	1.32045	1.31842	1.31988	11240	0	1
2024.08.26	12:00:00	1.31989	1.32093	1.31797	1.32038	22095	0	1
2024.08.26	16:00:00	1.32038	1.32072	1.31804	1.31898	13391	0	1
2024.08.26	20:00:00	1.31899	1.31928	1.31817	1.31879	4765	0	1
2024.08.27	00:00:00	1.31878	1.31950	1.31800	1.31898	4920	0	1
2024.08.27	04:00:00	1.31897	1.32052	1.31857	1.31937	7207	0	1
2024.08.27	08:00:00	1.31937	1.32465	1.31934	1.32160	16851	0	1
2024.08.27	12:00:00	1.32159	1.32421	1.32037	1.32340	21772	0	1
2024.08.27	16:00:00	1.32342	1.32650	1.32231	1.32593	14153	0	1
2024.08.27	20:00:00	1.32592	1.32659	1.32510	1.32589	4738	0	1
2024.08.28	00:00:00	1.32589	1.32603	1.32444	1.32444	8362	0	4
2024.08.28	04:00:00	1.32447	1.32494	1.32168	1.32296	9383	0	1
2024.08.28	08:00:00	1.32293	1.32441	1.32130	1.32175	16951	0	1
2024.08.28	12:00:00	1.32177	1.32305	1.31901	1.32137	24218	0	1
2024.08.28	16:00:00	1.32142	1.32155	1.31673	1.31863	19230	0	1
2024.08.28	20:00:00	1.31862	1.31940	1.31800	1.31922	6053	0	3
2024.08.29	00:00:00	1.31922	1.32116	1.31888	1.32030	7905	0	2
2024.08.29	04:00:00	1.32031	1.32268	1.32002	1.32188	9601	0	1
2024.08.29	08:00:00	1.32188	1.32266	1.31682	1.31933	22794	0	1
2024.08.29	12:00:00	1.31932	1.31984	1.31451	1.31555	29772	0	1
2024.08.29	16:00:00	1.31554	1.31902	1.31522	1.31710	18217	0	1
2024.08.29	20:00:00	1.31711	1.31749	1.31595	1.31656	6012	0	1
2024.08.30	00:00:00	1.31656	1.31711	1.31620	1.31626	6694	0	3
2024.08.30	04:00:00	1.31626	1.31767	1.31601	1.31763	7114	0	2
2024.08.30	08:00:00	1.31762	1.31997	1.31689	1.31719	14471	0	1
2024.08.30	12:00:00	1.31721	1.31867	1.31294	1.31425	29906	0	1
2024.08.30	16:00:00	1.31422	1.31467	1.31095	1.31215	19883	0	1
2024.08.30	20:00:00	1.31212	1.31359	1.31173	1.31298	5093	0	1
2024.09.01	20:00:00	1.31294	1.31330	1.31221	1.31308	760	0	1
2024.09.02	00:00:00	1.31309	1.31380	1.31198	1.31261	6180	0	1
2024.09.02	04:00:00	1.31264	1.31454	1.31224	1.31399	6109	0	2
2024.09.02	08:00:00	1.31399	1.31459	1.31295	1.31357	12126	0	1
2024.09.02	12:00:00	1.31358	1.31550	1.31272	1.31513	10850	0	1
2024.09.02	16:00:00	1.31513	1.31540	1.31356	1.31456	3337	0	1
2024.09.02	20:00:00	1.31456	1.31488	1.31386	1.31398	1391	0	2
2024.09.03	00:00:00	1.31399	1.31472	1.31339	1.31370	7420	0	1
2024.09.03	04:00:00	1.31369	1.31369	1.31082	1.31181	11148	0	1
2024.09.03	08:00:00	1.31182	1.31397	1.31091	1.31158	19648	0	1
2024.09.03	12:00:00	1.31157	1.31462	1.30882	1.30943	30021	0	1
2024.09.03	16:00:00	1.30943	1.31077	1.30876	1.31001	15726	0	1
2024.09.03	20:00:00	1.31002	1.31168	1.30993	1.31113	6097	0	1
2024.09.04	00:00:00	1.31111	1.31151	1.31013	1.31081	9494	0	3
2024.09.04	04:00:00	1.31081	1.31188	1.31046	1.31087	9147	0	1
2024.09.04	08:00:00	1.31085	1.31273	1.31008	1.31122	16654	0	1
2024.09.04	12:00:00	1.31123	1.31750	1.31064	1.31604	25667	0	1
2024.09.04	16:00:00	1.31603	1.31618	1.31272	1.31404	18235	0	1
2024.09.04	20:00:00	1.31405	1.31492	1.31383	1.31460	8428	0	1
2024.09.05	00:00:00	1.31461	1.31561	1.31407	1.31500	8773	0	1
2024.09.05	04:00:00	1.31499	1.31566	1.31407	1.31430	8544	0	2
2024.09.05	08:00:00	1.31431	1.31715	1.31369	1.31667	16905	0	1
2024.09.05	12:00:00	1.31666	1.31798	1.31507	1.31570	32166	0	1
2024.09.05	16:00:00	1.31571	1.31852	1.31536	1.31718	18403	0	1
2024.09.05	20:00:00	1.31717	1.31820	1.31680	1.31762	9236	0	1
2024.09.06	00:00:00	1.31765	1.31817	1.31724	1.31769	8633	0	2
2024.09.06	04:00:00	1.31766	1.31884	1.31714	1.31881	11209	0	1
2024.09.06	08:00:00	1.31880	1.31928	1.31594	1.31676	15108	0	1
2024.09.06	12:00:00	1.31675	1.32372	1.31472	1.31591	45762	0	1
2024.09.06	16:00:00	1.31591	1.31992	1.31098	1.31340	39636	0	1
2024.09.06	20:00:00	1.31340	1.31354	1.31273	1.31302	11018	0	3
2024.09.08	20:00:00	1.31174	1.31382	1.31174	1.31342	1974	0	2
2024.09.09	00:00:00	1.31344	1.31430	1.31290	1.31321	12872	0	1
2024.09.09	04:00:00	1.31320	1.31345	1.31013	1.31022	11544	0	1
2024.09.09	08:00:00	1.31020	1.31084	1.30725	1.30793	18274	0	1
2024.09.09	12:00:00	1.30794	1.31009	1.30676	1.30780	20606	0	1
2024.09.09	16:00:00	1.30779	1.31022	1.30693	1.30780	18958	0	1
2024.09.09	20:00:00	1.30779	1.30790	1.30694	1.30720	10065	0	1
2024.09.10	00:00:00	1.30721	1.30740	1.30576	1.30661	7329	0	1
2024.09.10	04:00:00	1.30661	1.31011	1.30661	1.31011	8484	0	1
2024.09.10	08:00:00	1.31011	1.31075	1.30786	1.30986	14545	0	1
2024.09.10	12:00:00	1.30986	1.31044	1.30493	1.30561	23434	0	1
2024.09.10	16:00:00	1.30563	1.30830	1.30531	1.30814	17628	0	1
2024.09.10	20:00:00	1.30815	1.30864	1.30662	1.30807	8714	0	1
2024.09.11	00:00:00	1.30806	1.30973	1.30701	1.30883	10917	0	1
2024.09.11	04:00:00	1.30882	1.31115	1.30808	1.30862	12318	0	1
2024.09.11	08:00:00	1.30862	1.30978	1.30749	1.30886	15608	0	1
2024.09.11	12:00:00	1.30886	1.30943	1.30019	1.30145	37081	0	1
2024.09.11	16:00:00	1.30145	1.30497	1.30139	1.30436	22611	0	1
2024.09.11	20:00:00	1.30438	1.30495	1.30351	1.30431	11477	0	1
2024.09.12	00:00:00	1.30434	1.30438	1.30319	1.30370	10666	0	1
2024.09.12	04:00:00	1.30370	1.30565	1.30369	1.30434	14179	0	1
2024.09.12	08:00:00	1.30433	1.30603	1.30324	1.30511	18136	0	1
2024.09.12	12:00:00	1.30510	1.30845	1.30373	1.30787	35689	0	1
2024.09.12	16:00:00	1.30787	1.31081	1.30726	1.31032	27637	0	1
2024.09.12	20:00:00	1.31032	1.31270	1.31021	1.31246	14832	0	1
2024.09.13	00:00:00	1.31246	1.31489	1.31245	1.31438	14125	0	1
2024.09.13	04:00:00	1.31434	1.31507	1.31275	1.31338	12735	0	1
2024.09.13	08:00:00	1.31338	1.31521	1.31222	1.31262	20422	0	1
2024.09.13	12:00:00	1.31268	1.31576	1.31146	1.31539	29290	0	1
2024.09.13	16:00:00	1.31539	1.31543	1.31180	1.31201	21444	0	1
2024.09.13	20:00:00	1.31200	1.31270	1.31175	1.31236	9889	0	3
2024.09.15	20:00:00	1.31146	1.31346	1.31146	1.31331	1837	0	1
2024.09.16	00:00:00	1.31331	1.31476	1.31307	1.31449	6936	0	1
2024.09.16	04:00:00	1.31449	1.31706	1.31430	1.31689	8878	0	1
2024.09.16	08:00:00	1.31689	1.32037	1.31586	1.31932	16537	0	1
2024.09.16	12:00:00	1.31932	1.32140	1.31873	1.31990	22392	0	1
2024.09.16	16:00:00	1.31990	1.32103	1.31912	1.32068	15543	0	1
2024.09.16	20:00:00	1.32068	1.32179	1.32032	1.32085	8772	0	1
2024.09.17	00:00:00	1.32091	1.32115	1.32001	1.32059	7029	0	1
2024.09.17	04:00:00	1.32058	1.32157	1.32001	1.32050	9487	0	1
2024.09.17	08:00:00	1.32046	1.32295	1.31983	1.32112	15494	0	1
2024.09.17	12:00:00	1.32114	1.32250	1.31794	1.31864	30248	0	1
2024.09.17	16:00:00	1.31864	1.31873	1.31460	1.31657	21433	0	1
2024.09.17	20:00:00	1.31657	1.31690	1.31458	1.31614	13003	0	1
2024.09.18	00:00:00	1.31614	1.31723	1.31612	1.31657	10260	0	1
2024.09.18	04:00:00	1.31657	1.31831	1.31561	1.31829	12212	0	1
2024.09.18	08:00:00	1.31827	1.32271	1.31813	1.32115	17692	0	1
2024.09.18	12:00:00	1.32114	1.32539	1.32053	1.32114	20624	0	1
2024.09.18	16:00:00	1.32113	1.32980	1.31949	1.32470	38734	0	1
2024.09.18	20:00:00	1.32468	1.32472	1.31751	1.32159	37907	0	1
2024.09.19	00:00:00	1.32159	1.32169	1.31531	1.31924	20300	0	1
2024.09.19	04:00:00	1.31924	1.32558	1.31888	1.32556	18950	0	1
2024.09.19	08:00:00	1.32557	1.32874	1.32405	1.32658	25009	0	1
2024.09.19	12:00:00	1.32571	1.33143	1.32195	1.32495	41431	0	1
2024.09.19	16:00:00	1.32495	1.32892	1.32459	1.32822	22977	0	1
2024.09.19	20:00:00	1.32821	1.32861	1.32735	1.32791	10228	0	1
2024.09.20	00:00:00	1.32791	1.32875	1.32718	1.32867	11153	0	1
2024.09.20	04:00:00	1.32866	1.33308	1.32866	1.33256	18023	0	1
2024.09.20	08:00:00	1.33256	1.33402	1.32815	1.32842	23965	0	1
2024.09.20	12:00:00	1.32843	1.33232	1.32727	1.32806	29317	0	1
2024.09.20	16:00:00	1.32805	1.33314	1.32679	1.33179	31712	0	1
2024.09.20	20:00:00	1.33179	1.33226	1.33128	1.33216	12760	0	1
2024.09.22	20:00:00	1.33068	1.33228	1.33042	1.33182	1446	0	4
2024.09.23	00:00:00	1.33183	1.33194	1.33079	1.33130	10116	0	1
2024.09.23	04:00:00	1.33130	1.33201	1.33060	1.33068	11347	0	1
2024.09.23	08:00:00	1.33068	1.33087	1.32483	1.32998	25882	0	1
2024.09.23	12:00:00	1.32998	1.33558	1.32995	1.33505	30146	0	1
