<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.03.13	20:00:00	1.29517	1.29582	1.29418	1.29515	6836	0	1
2025.03.14	00:00:00	1.29515	1.29587	1.29355	1.29397	11737	0	1
2025.03.14	04:00:00	1.29397	1.29495	1.29366	1.29392	14248	0	1
2025.03.14	08:00:00	1.29393	1.29539	1.29172	1.29418	24130	0	1
2025.03.14	12:00:00	1.29417	1.29525	1.29236	1.29258	29161	0	1
2025.03.14	16:00:00	1.29258	1.29347	1.29107	1.29318	17565	0	1
2025.03.14	20:00:00	1.29318	1.29384	1.29275	1.29375	3967	0	1
2025.03.16	20:00:00	1.29155	1.29356	1.29151	1.29305	3103	0	1
2025.03.17	00:00:00	1.29305	1.29442	1.29260	1.29353	8411	0	1
2025.03.17	04:00:00	1.29353	1.29448	1.29281	1.29291	6792	0	1
2025.03.17	08:00:00	1.29291	1.29739	1.29285	1.29716	16043	0	1
2025.03.17	12:00:00	1.29716	1.29835	1.29588	1.29820	22330	0	1
2025.03.17	16:00:00	1.29820	1.29987	1.29789	1.29969	16084	0	1
2025.03.17	20:00:00	1.29967	1.29980	1.29846	1.29874	5842	0	1
2025.03.18	00:00:00	1.29874	1.29887	1.29735	1.29737	7543	0	1
2025.03.18	04:00:00	1.29736	1.29806	1.29675	1.29798	7983	0	1
2025.03.18	08:00:00	1.29798	1.30049	1.29775	1.29899	17360	0	1
2025.03.18	12:00:00	1.29899	1.29916	1.29514	1.29689	24298	0	1
2025.03.18	16:00:00	1.29691	1.30079	1.29560	1.30050	21399	0	1
2025.03.18	20:00:00	1.30050	1.30096	1.29965	1.30003	5091	0	1
2025.03.19	00:00:00	1.30003	1.30033	1.29918	1.29986	7125	0	1
2025.03.19	04:00:00	1.29986	1.30010	1.29771	1.29774	7637	0	1
2025.03.19	08:00:00	1.29775	1.29810	1.29571	1.29653	20968	0	1
2025.03.19	12:00:00	1.29653	1.29824	1.29549	1.29667	19881	0	1
2025.03.19	16:00:00	1.29667	1.30103	1.29556	1.30070	26531	0	1
2025.03.19	20:00:00	1.30066	1.30115	1.29819	1.30059	11878	0	1
2025.03.20	00:00:00	1.30059	1.30146	1.29982	1.30060	9787	0	1
2025.03.20	04:00:00	1.30060	1.30106	1.29848	1.29864	7447	0	1
2025.03.20	08:00:00	1.29883	1.29906	1.29359	1.29532	22871	0	1
2025.03.20	12:00:00	1.29532	1.29795	1.29359	1.29655	26759	0	1
2025.03.20	16:00:00	1.29653	1.29738	1.29527	1.29600	15880	0	1
2025.03.20	20:00:00	1.29601	1.29696	1.29588	1.29658	5702	0	1
2025.03.21	00:00:00	1.29658	1.29703	1.29566	1.29593	7914	0	1
2025.03.21	04:00:00	1.29593	1.29594	1.29247	1.29349	8987	0	1
2025.03.21	08:00:00	1.29350	1.29472	1.29222	1.29437	17658	0	1
2025.03.21	12:00:00	1.29437	1.29554	1.29230	1.29341	22602	0	1
2025.03.21	16:00:00	1.29341	1.29377	1.28876	1.29264	20305	0	1
2025.03.21	20:00:00	1.29264	1.29290	1.29107	1.29139	3203	0	1
2025.03.23	20:00:00	1.28953	1.29236	1.28936	1.29143	2203	0	1
2025.03.24	00:00:00	1.29143	1.29349	1.29117	1.29242	10617	0	1
2025.03.24	04:00:00	1.29242	1.29490	1.29111	1.29428	9231	0	1
2025.03.24	08:00:00	1.29428	1.29740	1.29386	1.29660	21855	0	1
2025.03.24	12:00:00	1.29660	1.29670	1.29137	1.29272	26827	0	1
2025.03.24	16:00:00	1.29271	1.29299	1.28953	1.29260	20020	0	1
2025.03.24	20:00:00	1.29260	1.29286	1.29169	1.29203	5532	0	1
2025.03.25	00:00:00	1.29203	1.29255	1.29115	1.29135	7581	0	1
2025.03.25	04:00:00	1.29135	1.29285	1.29127	1.29148	8261	0	1
2025.03.25	08:00:00	1.29148	1.29516	1.29018	1.29510	20816	0	1
2025.03.25	12:00:00	1.29511	1.29606	1.29330	1.29480	22669	0	1
2025.03.25	16:00:00	1.29480	1.29669	1.29439	1.29454	16910	0	1
2025.03.25	20:00:00	1.29455	1.29490	1.29393	1.29425	5990	0	1
2025.03.26	00:00:00	1.29425	1.29460	1.29268	1.29441	8075	0	1
2025.03.26	04:00:00	1.29440	1.29446	1.29279	1.29382	7560	0	1
2025.03.26	08:00:00	1.29377	1.29379	1.28863	1.29072	22677	0	1
2025.03.26	12:00:00	1.29072	1.29119	1.28742	1.28972	26067	0	1
2025.03.26	16:00:00	1.28972	1.29034	1.28760	1.28846	19048	0	1
2025.03.26	20:00:00	1.28846	1.28935	1.28709	1.28750	6588	0	1
2025.03.27	00:00:00	1.28749	1.29163	1.28718	1.29123	11046	0	1
2025.03.27	04:00:00	1.29123	1.29294	1.29060	1.29208	9921	0	1
2025.03.27	08:00:00	1.29208	1.29331	1.29012	1.29325	22081	0	1
2025.03.27	12:00:00	1.29325	1.29655	1.29225	1.29463	22311	0	1
2025.03.27	16:00:00	1.29463	1.29920	1.29435	1.29497	20388	0	1
2025.03.27	20:00:00	1.29498	1.29569	1.29409	1.29455	4617	0	1
2025.03.28	00:00:00	1.29455	1.29530	1.29407	1.29480	6833	0	1
2025.03.28	04:00:00	1.29481	1.29515	1.29375	1.29416	6282	0	1
2025.03.28	08:00:00	1.29414	1.29681	1.29360	1.29360	16584	0	1
2025.03.28	12:00:00	1.29360	1.29679	1.29221	1.29482	23745	0	1
2025.03.28	16:00:00	1.29481	1.29641	1.29291	1.29397	17524	0	1
2025.03.28	20:00:00	1.29397	1.29479	1.29386	1.29426	3232	0	1
2025.03.30	20:00:00	1.29313	1.29384	1.29220	1.29315	3164	0	1
2025.03.31	00:00:00	1.29315	1.29715	1.29278	1.29638	13044	0	1
2025.03.31	04:00:00	1.29638	1.29671	1.29489	1.29661	9943	0	1
2025.03.31	08:00:00	1.29657	1.29726	1.29179	1.29382	19619	0	1
2025.03.31	12:00:00	1.29382	1.29592	1.29027	1.29097	22103	0	1
2025.03.31	16:00:00	1.29093	1.29211	1.28861	1.29107	19547	0	1
2025.03.31	20:00:00	1.29107	1.29242	1.29088	1.29191	5712	0	1
2025.04.01	00:00:00	1.29191	1.29345	1.29157	1.29309	8217	0	1
2025.04.01	04:00:00	1.29309	1.29406	1.29128	1.29221	12091	0	1
2025.04.01	08:00:00	1.29220	1.29381	1.29024	1.29072	19867	0	1
2025.04.01	12:00:00	1.29072	1.29242	1.28791	1.29215	26881	0	1
2025.04.01	16:00:00	1.29216	1.29328	1.29099	1.29100	18540	0	1
2025.04.01	20:00:00	1.29101	1.29329	1.29081	1.29280	6849	0	1
2025.04.02	00:00:00	1.29280	1.29305	1.29058	1.29218	8456	0	1
2025.04.02	04:00:00	1.29218	1.29260	1.29097	1.29142	8009	0	1
2025.04.02	08:00:00	1.29143	1.29493	1.29002	1.29372	15262	0	1
2025.04.02	12:00:00	1.29372	1.29701	1.29338	1.29661	20091	0	1
2025.04.02	16:00:00	1.29661	1.29834	1.29612	1.29785	18124	0	1
2025.04.02	20:00:00	1.29785	1.30250	1.29535	1.30075	27339	0	1
2025.04.03	00:00:00	1.30082	1.30690	1.30054	1.30624	35281	0	1
2025.04.03	04:00:00	1.30624	1.31197	1.30555	1.31190	25841	0	1
2025.04.03	08:00:00	1.31191	1.32076	1.31024	1.31483	44690	0	1
2025.04.03	12:00:00	1.31483	1.31962	1.31376	1.31680	48324	0	1
2025.04.03	16:00:00	1.31680	1.31689	1.30885	1.30952	33134	0	1
2025.04.03	20:00:00	1.30953	1.31082	1.30797	1.31050	11901	0	1
2025.04.04	00:00:00	1.31050	1.31094	1.30832	1.30850	19332	0	1
2025.04.04	04:00:00	1.30850	1.31136	1.30533	1.30536	24038	0	1
2025.04.04	08:00:00	1.30536	1.30652	1.29622	1.30033	53681	0	1
2025.04.04	12:00:00	1.30031	1.30506	1.29218	1.29395	82517	0	1
2025.04.04	16:00:00	1.29395	1.29556	1.28565	1.28815	62264	0	1
2025.04.04	20:00:00	1.28815	1.28996	1.28515	1.28848	11978	0	1
2025.04.06	20:00:00	1.28265	1.29093	1.28179	1.28787	16891	0	1
2025.04.07	00:00:00	1.28787	1.29326	1.28496	1.28595	46724	0	1
2025.04.07	04:00:00	1.28595	1.29274	1.28542	1.29018	31842	0	1
2025.04.07	08:00:00	1.29018	1.29338	1.28242	1.28248	59831	0	1
2025.04.07	12:00:00	1.28248	1.28530	1.27538	1.27547	76467	0	1
2025.04.07	16:00:00	1.27548	1.27783	1.27102	1.27467	59523	0	1
2025.04.07	20:00:00	1.27467	1.27557	1.27083	1.27357	15451	0	1
2025.04.08	00:00:00	1.27357	1.27916	1.27255	1.27849	22038	0	1
2025.04.08	04:00:00	1.27850	1.27963	1.27635	1.27850	21405	0	1
2025.04.08	08:00:00	1.27853	1.27853	1.27244	1.27524	40766	0	1
2025.04.08	12:00:00	1.27523	1.27961	1.27503	1.27559	47460	0	1
2025.04.08	16:00:00	1.27559	1.28145	1.27438	1.27895	47523	0	1
2025.04.08	20:00:00	1.27894	1.28019	1.27511	1.27780	18899	0	1
2025.04.09	00:00:00	1.27780	1.28456	1.27745	1.28214	31611	0	1
2025.04.09	04:00:00	1.28214	1.28640	1.28142	1.28397	42280	0	1
2025.04.09	08:00:00	1.28397	1.28491	1.27865	1.28195	43357	0	1
2025.04.09	12:00:00	1.28196	1.28253	1.27513	1.27577	59607	0	1
2025.04.09	16:00:00	1.27577	1.28254	1.27430	1.28030	64617	0	1
2025.04.09	20:00:00	1.28030	1.28375	1.27931	1.28234	26920	0	1
2025.04.10	00:00:00	1.28237	1.28466	1.28100	1.28379	26810	0	1
2025.04.10	04:00:00	1.28378	1.28766	1.28370	1.28677	23024	0	1
2025.04.10	08:00:00	1.28674	1.29245	1.28450	1.29132	42539	0	1
2025.04.10	12:00:00	1.29131	1.29603	1.28920	1.29599	51898	0	1
2025.04.10	16:00:00	1.29599	1.29959	1.29253	1.29815	50068	0	1
2025.04.10	20:00:00	1.29814	1.29906	1.29379	1.29874	19938	0	1
2025.04.11	00:00:00	1.29874	1.30474	1.29667	1.30145	49141	0	1
2025.04.11	04:00:00	1.30145	1.30472	1.29849	1.30183	36377	0	1
2025.04.11	08:00:00	1.30182	1.31451	1.30161	1.30734	59047	0	1
2025.04.11	12:00:00	1.30733	1.31345	1.30548	1.30583	60919	0	1
2025.04.11	16:00:00	1.30584	1.30767	1.30302	1.30593	43041	0	1
2025.04.11	20:00:00	1.30593	1.30836	1.30573	1.30732	10441	0	1
2025.04.13	20:00:00	1.30828	1.30951	1.30633	1.30804	5569	0	1
2025.04.14	00:00:00	1.30804	1.31285	1.30734	1.31057	26018	0	1
2025.04.14	04:00:00	1.31057	1.31739	1.30953	1.31678	23208	0	1
2025.04.14	08:00:00	1.31678	1.31982	1.31546	1.31977	28567	0	1
2025.04.14	12:00:00	1.31977	1.32012	1.31227	1.31871	34847	0	1
2025.04.14	16:00:00	1.31871	1.31980	1.31658	1.31967	29604	0	1
2025.04.14	20:00:00	1.31967	1.31997	1.31730	1.31809	9114	0	1
2025.04.15	00:00:00	1.31809	1.31972	1.31639	1.31955	12493	0	1
2025.04.15	04:00:00	1.31955	1.32215	1.31840	1.31965	15742	0	1
2025.04.15	08:00:00	1.31965	1.32517	1.31874	1.32408	24879	0	1
2025.04.15	12:00:00	1.32408	1.32463	1.32052	1.32445	33858	0	1
2025.04.15	16:00:00	1.32446	1.32460	1.32060	1.32167	21968	0	1
2025.04.15	20:00:00	1.32167	1.32387	1.32125	1.32366	7487	0	1
2025.04.16	00:00:00	1.32366	1.32567	1.32242	1.32485	13875	0	1
2025.04.16	04:00:00	1.32485	1.32900	1.32472	1.32623	17142	0	1
2025.04.16	08:00:00	1.32624	1.32920	1.32603	1.32640	27101	0	1
2025.04.16	12:00:00	1.32639	1.32757	1.32387	1.32574	27947	0	1
2025.04.16	16:00:00	1.32575	1.32584	1.32119	1.32300	25103	0	1
2025.04.16	20:00:00	1.32299	1.32497	1.32279	1.32372	11438	0	1
2025.04.17	00:00:00	1.32372	1.32421	1.32026	1.32254	11535	0	1
2025.04.17	04:00:00	1.32254	1.32333	1.32034	1.32275	13659	0	1
2025.04.17	08:00:00	1.32275	1.32477	1.32216	1.32239	22341	0	1
2025.04.17	12:00:00	1.32239	1.32731	1.32182	1.32327	32698	0	1
2025.04.17	16:00:00	1.32327	1.32726	1.32287	1.32694	22077	0	1
2025.04.17	20:00:00	1.32691	1.32710	1.32479	1.32615	11274	0	1
2025.04.18	00:00:00	1.32615	1.32838	1.32582	1.32726	87947	0	1
2025.04.18	04:00:00	1.32725	1.32760	1.32630	1.32670	141617	0	1
2025.04.18	08:00:00	1.32672	1.32789	1.32578	1.32759	79028	0	1
2025.04.18	12:00:00	1.32759	1.32861	1.32714	1.32832	81210	0	1
2025.04.18	16:00:00	1.32833	1.32865	1.32709	1.32850	66807	0	1
2025.04.18	20:00:00	1.32864	1.32988	1.32841	1.32919	16119	0	1
2025.04.20	20:00:00	1.32733	1.33048	1.32715	1.33043	4859	0	1
2025.04.21	00:00:00	1.33043	1.33790	1.33013	1.33699	16121	0	1
2025.04.21	04:00:00	1.33699	1.33969	1.33661	1.33817	13576	0	1
2025.04.21	08:00:00	1.33817	1.34219	1.33765	1.33897	20581	0	1
2025.04.21	12:00:00	1.33895	1.34088	1.33790	1.33903	23995	0	1
2025.04.21	16:00:00	1.33903	1.33934	1.33627	1.33790	15100	0	1
2025.04.21	20:00:00	1.33790	1.33848	1.33641	1.33816	7149	0	1
2025.04.22	00:00:00	1.33816	1.33962	1.33615	1.33962	13438	0	1
2025.04.22	04:00:00	1.33962	1.34234	1.33859	1.33903	18925	0	1
2025.04.22	08:00:00	1.33903	1.34009	1.33623	1.33668	24496	0	1
2025.04.22	12:00:00	1.33668	1.33903	1.33552	1.33806	25860	0	1
2025.04.22	16:00:00	1.33807	1.33845	1.33318	1.33367	21340	0	1
2025.04.22	20:00:00	1.33367	1.33412	1.32333	1.32550	11854	0	1
2025.04.23	00:00:00	1.32554	1.33174	1.32530	1.33088	22600	0	1
2025.04.23	04:00:00	1.33088	1.33251	1.32870	1.33208	15988	0	1
2025.04.23	08:00:00	1.33208	1.33389	1.32795	1.33012	29015	0	1
2025.04.23	12:00:00	1.33012	1.33194	1.32701	1.32743	36281	0	1
2025.04.23	16:00:00	1.32743	1.32835	1.32500	1.32657	25421	0	1
2025.04.23	20:00:00	1.32656	1.32737	1.32460	1.32674	8465	0	1
2025.04.24	00:00:00	1.32674	1.32862	1.32586	1.32840	10862	0	1
2025.04.24	04:00:00	1.32840	1.32864	1.32645	1.32744	10891	0	1
2025.04.24	08:00:00	1.32744	1.33170	1.32740	1.33036	14583	0	1
2025.04.24	12:00:00	1.33036	1.33207	1.32967	1.33129	13727	0	1
2025.04.24	16:00:00	1.33131	1.33341	1.32901	1.33211	14802	0	1
2025.04.24	20:00:00	1.33211	1.33486	1.33151	1.33295	5377	0	1
2025.04.25	00:00:00	1.33293	1.33398	1.32976	1.32989	6913	0	1
2025.04.25	04:00:00	1.32990	1.33176	1.32739	1.32790	8731	0	1
2025.04.25	08:00:00	1.32771	1.33137	1.32743	1.32993	13472	0	1
2025.04.25	12:00:00	1.32993	1.33272	1.32870	1.33057	11547	0	1
2025.04.25	16:00:00	1.33073	1.33322	1.32991	1.33254	11120	0	1
2025.04.25	20:00:00	1.33254	1.33310	1.33179	1.33293	1651	0	1
2025.04.27	20:00:00	1.32987	1.33038	1.32987	1.33001	221	0	90
2025.04.28	00:00:00	1.33001	1.33116	1.32858	1.32871	6029	0	1
2025.04.28	04:00:00	1.32871	1.33274	1.32800	1.33165	4900	0	1
2025.04.28	08:00:00	1.33164	1.33545	1.32880	1.33424	13898	0	1
2025.04.28	12:00:00	1.33424	1.33705	1.33317	1.33667	12278	0	1
2025.04.28	16:00:00	1.33667	1.34247	1.33644	1.34116	14952	0	1
2025.04.28	20:00:00	1.34116	1.34437	1.34115	1.34334	4557	0	1
2025.04.29	00:00:00	1.34320	1.34439	1.34167	1.34206	6480	0	1
2025.04.29	04:00:00	1.34206	1.34423	1.33937	1.34080	8227	0	1
2025.04.29	08:00:00	1.34080	1.34258	1.33941	1.33951	12906	0	1
2025.04.29	12:00:00	1.33951	1.34172	1.33803	1.34077	11223	0	1
2025.04.29	16:00:00	1.34069	1.34209	1.33880	1.33981	13192	0	1
2025.04.29	20:00:00	1.33981	1.34109	1.33930	1.34037	5253	0	1
2025.04.30	00:00:00	1.34037	1.34146	1.33898	1.33911	6139	0	1
2025.04.30	04:00:00	1.33911	1.34011	1.33822	1.34003	6534	0	1
2025.04.30	08:00:00	1.33980	1.34063	1.33578	1.33604	13187	0	1
2025.04.30	12:00:00	1.33607	1.33691	1.33149	1.33229	16123	0	1
2025.04.30	16:00:00	1.33227	1.33587	1.33090	1.33401	16650	0	1
2025.04.30	20:00:00	1.33401	1.33523	1.33164	1.33217	6688	0	1
2025.05.01	00:00:00	1.33211	1.33296	1.33038	1.33075	4833	0	1
2025.05.01	04:00:00	1.33075	1.33167	1.32787	1.32888	6707	0	1
2025.05.01	08:00:00	1.32888	1.33330	1.32747	1.33154	12259	0	1
2025.05.01	12:00:00	1.33154	1.33453	1.33116	1.33250	14169	0	1
2025.05.01	16:00:00	1.33249	1.33268	1.32618	1.32664	14904	0	1
2025.05.01	20:00:00	1.32664	1.32867	1.32603	1.32692	5298	0	1
2025.05.02	00:00:00	1.32684	1.32899	1.32684	1.32899	7297	0	1
2025.05.02	04:00:00	1.32899	1.33217	1.32897	1.33121	6738	0	1
2025.05.02	08:00:00	1.33121	1.33213	1.32823	1.33102	14773	0	1
2025.05.02	12:00:00	1.33103	1.33307	1.32610	1.33205	18750	0	1
2025.05.02	16:00:00	1.33205	1.33298	1.32731	1.32772	16951	0	1
2025.05.02	20:00:00	1.32772	1.32822	1.32673	1.32737	2405	0	1
2025.05.04	20:00:00	1.32610	1.32635	1.32605	1.32622	68	0	46
2025.05.05	00:00:00	1.32622	1.32970	1.32600	1.32892	6147	0	1
2025.05.05	04:00:00	1.32892	1.33065	1.32830	1.32935	7373	0	1
2025.05.05	08:00:00	1.32935	1.33042	1.32753	1.33028	16729	0	1
2025.05.05	12:00:00	1.33027	1.33365	1.32945	1.33217	12894	0	1
2025.05.05	16:00:00	1.33217	1.33217	1.32700	1.32774	12890	0	1
2025.05.05	20:00:00	1.32774	1.32994	1.32751	1.32878	4398	0	1
2025.05.06	00:00:00	1.32878	1.32983	1.32600	1.32725	6442	0	1
2025.05.06	04:00:00	1.32730	1.33053	1.32712	1.32894	7519	0	1
2025.05.06	08:00:00	1.32894	1.33335	1.32854	1.33165	15436	0	1
2025.05.06	12:00:00	1.33165	1.34023	1.33136	1.33853	13213	0	1
2025.05.06	16:00:00	1.33853	1.33972	1.33517	1.33662	13273	0	1
2025.05.06	20:00:00	1.33662	1.33866	1.33569	1.33705	5915	0	1
2025.05.07	00:00:00	1.33713	1.33776	1.33332	1.33510	11241	0	1
2025.05.07	04:00:00	1.33508	1.33604	1.33381	1.33572	7022	0	1
2025.05.07	08:00:00	1.33572	1.33673	1.33226	1.33334	14096	0	1
2025.05.07	12:00:00	1.33334	1.33711	1.33326	1.33639	11499	0	1
2025.05.07	16:00:00	1.33638	1.33771	1.33291	1.33323	11644	0	1
2025.05.07	20:00:00	1.33324	1.33530	1.32798	1.32927	11460	0	1
2025.05.08	00:00:00	1.32927	1.33447	1.32853	1.33420	7454	0	1
2025.05.08	04:00:00	1.33420	1.33561	1.33014	1.33214	8589	0	1
2025.05.08	08:00:00	1.33215	1.33222	1.32610	1.32755	15728	0	1
2025.05.08	12:00:00	1.32755	1.33447	1.32418	1.33351	15876	0	1
2025.05.08	16:00:00	1.33351	1.33450	1.32460	1.32579	16154	0	1
2025.05.08	20:00:00	1.32579	1.32621	1.32363	1.32458	5863	0	1
2025.05.09	00:00:00	1.32458	1.32510	1.32193	1.32256	5994	0	1
2025.05.09	04:00:00	1.32254	1.32421	1.32119	1.32412	7723	0	1
2025.05.09	08:00:00	1.32412	1.32786	1.32341	1.32684	11447	0	1
2025.05.09	12:00:00	1.32684	1.32973	1.32626	1.32870	11281	0	1
2025.05.09	16:00:00	1.32872	1.33226	1.32841	1.33148	10386	0	1
2025.05.09	20:00:00	1.33149	1.33174	1.32965	1.32968	2461	0	1
2025.05.11	20:00:00	1.32584	1.32953	1.32579	1.32849	3683	0	1
2025.05.12	00:00:00	1.32851	1.32942	1.32745	1.32910	8915	0	1
2025.05.12	04:00:00	1.32909	1.32992	1.31632	1.31686	13310	0	1
2025.05.12	08:00:00	1.31686	1.32043	1.31397	1.31768	18617	0	1
2025.05.12	12:00:00	1.31768	1.32149	1.31723	1.31912	17120	0	1
2025.05.12	16:00:00	1.31912	1.31970	1.31621	1.31783	10532	0	1
2025.05.12	20:00:00	1.31785	1.31822	1.31635	1.31774	4195	0	1
2025.05.13	00:00:00	1.31774	1.32000	1.31734	1.31983	9510	0	1
2025.05.13	04:00:00	1.31983	1.32116	1.31893	1.32115	11624	0	1
2025.05.13	08:00:00	1.32115	1.32201	1.32003	1.32136	11390	0	1
2025.05.13	12:00:00	1.32136	1.32803	1.32123	1.32770	18639	0	1
2025.05.13	16:00:00	1.32770	1.33078	1.32713	1.33055	9424	0	1
2025.05.13	20:00:00	1.33055	1.33157	1.33010	1.33036	3427	0	1
2025.05.14	00:00:00	1.33035	1.33199	1.32979	1.33088	9351	0	1
2025.05.14	04:00:00	1.33088	1.33307	1.32907	1.33285	10895	0	1
2025.05.14	08:00:00	1.33286	1.33601	1.33268	1.33333	16371	0	1
2025.05.14	12:00:00	1.33333	1.33386	1.32869	1.33003	18395	0	1
2025.05.14	16:00:00	1.33003	1.33099	1.32532	1.32599	11893	0	1
2025.05.14	20:00:00	1.32597	1.32688	1.32508	1.32633	3518	0	1
2025.05.15	00:00:00	1.32633	1.32865	1.32590	1.32806	8303	0	1
2025.05.15	04:00:00	1.32806	1.33051	1.32622	1.32674	11660	0	1
2025.05.15	08:00:00	1.32676	1.32994	1.32628	1.32702	12405	0	1
2025.05.15	12:00:00	1.32702	1.33193	1.32636	1.32893	20841	0	1
2025.05.15	16:00:00	1.32893	1.33076	1.32818	1.33053	9689	0	1
2025.05.15	20:00:00	1.33053	1.33098	1.32944	1.33029	3184	0	1
2025.05.16	00:00:00	1.33028	1.33189	1.33011	1.33119	8496	0	1
2025.05.16	04:00:00	1.33119	1.33326	1.33088	1.33143	9307	0	1
2025.05.16	08:00:00	1.33144	1.33169	1.32821	1.32825	11408	0	1
2025.05.16	12:00:00	1.32825	1.32992	1.32531	1.32558	15683	0	1
2025.05.16	16:00:00	1.32558	1.32834	1.32504	1.32758	9276	0	1
2025.05.16	20:00:00	1.32758	1.32839	1.32747	1.32829	1587	0	1
2025.05.18	20:00:00	1.32697	1.33051	1.32663	1.33049	2536	0	1
2025.05.19	00:00:00	1.33049	1.33140	1.32900	1.32972	8624	0	1
2025.05.19	04:00:00	1.32972	1.33727	1.32913	1.33675	10635	0	1
2025.05.19	08:00:00	1.33682	1.34036	1.33481	1.33820	14887	0	1
2025.05.19	12:00:00	1.33820	1.33831	1.33529	1.33544	17045	0	1
2025.05.19	16:00:00	1.33544	1.33612	1.33447	1.33597	9267	0	1
2025.05.19	20:00:00	1.33596	1.33643	1.33502	1.33587	4046	0	1
2025.05.20	00:00:00	1.33587	1.33736	1.33445	1.33668	9071	0	1
2025.05.20	04:00:00	1.33668	1.33948	1.33610	1.33918	12611	0	1
2025.05.20	08:00:00	1.33918	1.33933	1.33537	1.33618	11697	0	1
2025.05.20	12:00:00	1.33617	1.33741	1.33346	1.33692	16256	0	1
2025.05.20	16:00:00	1.33692	1.33909	1.33589	1.33877	9426	0	1
2025.05.20	20:00:00	1.33877	1.33979	1.33766	1.33972	3365	0	1
2025.05.21	00:00:00	1.33972	1.34353	1.33942	1.34303	9103	0	1
2025.05.21	04:00:00	1.34303	1.34688	1.34099	1.34124	12927	0	1
2025.05.21	08:00:00	1.34123	1.34379	1.33887	1.34141	13592	0	1
2025.05.21	12:00:00	1.34142	1.34496	1.34004	1.34449	17315	0	1
2025.05.21	16:00:00	1.34450	1.34525	1.34156	1.34161	12581	0	1
2025.05.21	20:00:00	1.34161	1.34237	1.34046	1.34201	4451	0	1
2025.05.22	00:00:00	1.34201	1.34408	1.34162	1.34248	9779	0	1
2025.05.22	04:00:00	1.34248	1.34326	1.34095	1.34325	10951	0	1
2025.05.22	08:00:00	1.34324	1.34404	1.33907	1.34199	13197	0	1
2025.05.22	12:00:00	1.34199	1.34364	1.34013	1.34249	17211	0	1
2025.05.22	16:00:00	1.34249	1.34364	1.34035	1.34184	9501	0	1
2025.05.22	20:00:00	1.34184	1.34266	1.34052	1.34192	3278	0	1
2025.05.23	00:00:00	1.34193	1.34481	1.34182	1.34474	6650	0	1
2025.05.23	04:00:00	1.34474	1.34847	1.34437	1.34798	9090	0	1
2025.05.23	08:00:00	1.34797	1.35157	1.34738	1.34884	13115	0	1
2025.05.23	12:00:00	1.34884	1.35332	1.34768	1.35084	18452	0	1
2025.05.23	16:00:00	1.35084	1.35392	1.35050	1.35343	8256	0	1
2025.05.23	20:00:00	1.35343	1.35392	1.35320	1.35344	1235	0	2
2025.05.25	20:00:00	1.35223	1.35422	1.35212	1.35380	3720	0	1
2025.05.26	00:00:00	1.35376	1.35930	1.35360	1.35790	8938	0	1
2025.05.26	04:00:00	1.35790	1.35926	1.35655	1.35667	8747	0	1
2025.05.26	08:00:00	1.35671	1.35710	1.35544	1.35595	7004	0	1
2025.05.26	12:00:00	1.35596	1.35683	1.35511	1.35631	6331	0	1
2025.05.26	16:00:00	1.35631	1.35649	1.35576	1.35640	4404	0	1
2025.05.26	20:00:00	1.35640	1.35686	1.35513	1.35651	3302	0	1
2025.05.27	00:00:00	1.35651	1.35866	1.35651	1.35690	6876	0	1
2025.05.27	04:00:00	1.35690	1.35752	1.35216	1.35248	12967	0	1
2025.05.27	08:00:00	1.35248	1.35536	1.35225	1.35484	11765	0	1
2025.05.27	12:00:00	1.35484	1.35648	1.35002	1.35024	13980	0	1
2025.05.27	16:00:00	1.35024	1.35152	1.35009	1.35051	8397	0	1
2025.05.27	20:00:00	1.35051	1.35149	1.34997	1.35137	3276	0	1
2025.05.28	00:00:00	1.35137	1.35222	1.34761	1.34825	9216	0	1
2025.05.28	04:00:00	1.34827	1.35043	1.34610	1.34984	10373	0	1
2025.05.28	08:00:00	1.34984	1.35192	1.34763	1.34793	9491	0	1
2025.05.28	12:00:00	1.34793	1.34891	1.34498	1.34594	16157	0	1
2025.05.28	16:00:00	1.34594	1.34794	1.34593	1.34643	9540	0	1
2025.05.28	20:00:00	1.34643	1.34713	1.34152	1.34284	6546	0	1
2025.05.29	00:00:00	1.34284	1.34466	1.34188	1.34361	12564	0	1
2025.05.29	04:00:00	1.34362	1.34707	1.34262	1.34649	10831	0	1
2025.05.29	08:00:00	1.34648	1.34840	1.34543	1.34604	10856	0	1
2025.05.29	12:00:00	1.34604	1.35072	1.34604	1.34881	18463	0	1
2025.05.29	16:00:00	1.34881	1.35049	1.34870	1.34942	10352	0	1
2025.05.29	20:00:00	1.34942	1.35009	1.34792	1.34987	4211	0	1
2025.05.30	00:00:00	1.34990	1.35109	1.34680	1.34708	9676	0	1
2025.05.30	04:00:00	1.34709	1.34855	1.34553	1.34782	9760	0	1
2025.05.30	08:00:00	1.34782	1.34848	1.34624	1.34754	11263	0	1
2025.05.30	12:00:00	1.34754	1.34993	1.34479	1.34672	19827	0	1
2025.05.30	16:00:00	1.34672	1.34765	1.34549	1.34725	10209	0	1
2025.05.30	20:00:00	1.34731	1.34753	1.34555	1.34565	1374	0	1
