<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.03.12	01:00:00	1.28180	1.28217	1.28159	1.28163	2037	0	1
2024.03.12	02:00:00	1.28163	1.28220	1.28135	1.28207	1945	0	2
2024.03.12	03:00:00	1.28207	1.28225	1.28166	1.28216	2323	0	1
2024.03.12	04:00:00	1.28216	1.28222	1.28173	1.28183	1301	0	2
2024.03.12	05:00:00	1.28183	1.28197	1.28142	1.28189	1236	0	1
2024.03.12	06:00:00	1.28189	1.28234	1.28168	1.28204	1839	0	2
2024.03.12	07:00:00	1.28204	1.28209	1.28142	1.28162	2356	0	1
2024.03.12	08:00:00	1.28151	1.28194	1.27892	1.27901	4124	0	1
2024.03.12	09:00:00	1.27901	1.27974	1.27762	1.27862	3449	0	1
2024.03.12	10:00:00	1.27862	1.27919	1.27802	1.27900	2326	0	1
2024.03.12	11:00:00	1.27900	1.27979	1.27846	1.27971	1936	0	1
2024.03.12	12:00:00	1.27969	1.27985	1.27890	1.27915	2507	0	3
2024.03.12	13:00:00	1.27915	1.28078	1.27554	1.27715	11513	0	1
2024.03.12	14:00:00	1.27715	1.27785	1.27462	1.27605	10386	0	1
2024.03.12	15:00:00	1.27605	1.27774	1.27502	1.27720	5859	0	1
2024.03.12	16:00:00	1.27720	1.27890	1.27643	1.27838	4159	0	1
2024.03.12	17:00:00	1.27838	1.27857	1.27760	1.27783	3860	0	1
2024.03.12	18:00:00	1.27783	1.27850	1.27703	1.27838	3511	0	1
2024.03.12	19:00:00	1.27839	1.27917	1.27820	1.27908	2512	0	1
2024.03.12	20:00:00	1.27908	1.27936	1.27859	1.27936	1672	0	1
2024.03.12	21:00:00	1.27936	1.27949	1.27920	1.27921	882	0	1
2024.03.12	22:00:00	1.27921	1.27937	1.27849	1.27922	554	0	7
2024.03.12	23:00:00	1.27922	1.27955	1.27901	1.27924	443	0	2
2024.03.13	00:00:00	1.27924	1.27959	1.27923	1.27947	826	0	1
2024.03.13	01:00:00	1.27947	1.27980	1.27924	1.27941	1564	0	2
2024.03.13	02:00:00	1.27941	1.27971	1.27921	1.27925	2094	0	1
2024.03.13	03:00:00	1.27926	1.27949	1.27912	1.27942	1848	0	2
2024.03.13	04:00:00	1.27942	1.27989	1.27924	1.27944	1214	0	1
2024.03.13	05:00:00	1.27944	1.27947	1.27896	1.27906	1266	0	1
2024.03.13	06:00:00	1.27906	1.27938	1.27871	1.27933	1524	0	1
2024.03.13	07:00:00	1.27933	1.27954	1.27890	1.27922	2106	0	1
2024.03.13	08:00:00	1.27920	1.27964	1.27756	1.27858	3320	0	1
2024.03.13	09:00:00	1.27858	1.28005	1.27855	1.27925	2901	0	1
2024.03.13	10:00:00	1.27925	1.27943	1.27753	1.27759	3057	0	1
2024.03.13	11:00:00	1.27759	1.27913	1.27746	1.27908	2479	0	1
2024.03.13	12:00:00	1.27908	1.28088	1.27887	1.28077	2532	0	1
2024.03.13	13:00:00	1.28077	1.28086	1.27929	1.28000	4117	0	1
2024.03.13	14:00:00	1.28000	1.28055	1.27868	1.27907	4602	0	1
2024.03.13	15:00:00	1.27907	1.28058	1.27895	1.28021	4651	0	1
2024.03.13	16:00:00	1.28021	1.28030	1.27910	1.27967	4238	0	1
2024.03.13	17:00:00	1.27967	1.28001	1.27909	1.27971	3536	0	1
2024.03.13	18:00:00	1.27971	1.28110	1.27966	1.28071	4312	0	1
2024.03.13	19:00:00	1.28071	1.28087	1.27941	1.27942	2190	0	1
2024.03.13	20:00:00	1.27942	1.27969	1.27905	1.27963	1930	0	1
2024.03.13	21:00:00	1.27963	1.27999	1.27942	1.27965	1186	0	1
2024.03.13	22:00:00	1.27948	1.27989	1.27918	1.27984	419	0	1
2024.03.13	23:00:00	1.27983	1.28010	1.27980	1.27991	521	0	1
2024.03.14	00:00:00	1.27991	1.28025	1.27985	1.28010	706	0	1
2024.03.14	01:00:00	1.28007	1.28045	1.27951	1.27997	1874	0	1
2024.03.14	02:00:00	1.27997	1.28042	1.27959	1.27998	2027	0	1
2024.03.14	03:00:00	1.27999	1.28013	1.27912	1.27925	1501	0	1
2024.03.14	04:00:00	1.27925	1.27966	1.27889	1.27896	1759	0	1
2024.03.14	05:00:00	1.27896	1.27915	1.27867	1.27914	1378	0	1
2024.03.14	06:00:00	1.27914	1.27943	1.27882	1.27889	1619	0	1
2024.03.14	07:00:00	1.27889	1.27960	1.27887	1.27940	2179	0	1
2024.03.14	08:00:00	1.27940	1.28053	1.27905	1.28032	3451	0	1
2024.03.14	09:00:00	1.28031	1.28165	1.28023	1.28069	3347	0	1
2024.03.14	10:00:00	1.28069	1.28190	1.28062	1.28157	2418	0	1
2024.03.14	11:00:00	1.28157	1.28226	1.28098	1.28109	2533	0	1
2024.03.14	12:00:00	1.28109	1.28139	1.28070	1.28100	2114	0	1
2024.03.14	13:00:00	1.28100	1.28134	1.27785	1.27948	8123	0	1
2024.03.14	14:00:00	1.27948	1.27963	1.27673	1.27743	8025	0	1
2024.03.14	15:00:00	1.27742	1.27783	1.27489	1.27545	6080	0	1
2024.03.14	16:00:00	1.27545	1.27545	1.27305	1.27466	5988	0	1
2024.03.14	17:00:00	1.27466	1.27571	1.27440	1.27483	3802	0	1
2024.03.14	18:00:00	1.27484	1.27547	1.27427	1.27506	3024	0	1
2024.03.14	19:00:00	1.27506	1.27541	1.27454	1.27497	2285	0	1
2024.03.14	20:00:00	1.27499	1.27556	1.27436	1.27556	2597	0	1
2024.03.14	21:00:00	1.27556	1.27576	1.27495	1.27530	927	0	1
2024.03.14	22:00:00	1.27530	1.27561	1.27436	1.27532	659	0	8
2024.03.14	23:00:00	1.27536	1.27549	1.27495	1.27498	365	0	1
2024.03.15	00:00:00	1.27498	1.27503	1.27433	1.27449	908	0	2
2024.03.15	01:00:00	1.27447	1.27473	1.27340	1.27363	2419	0	1
2024.03.15	02:00:00	1.27363	1.27419	1.27349	1.27365	1838	0	1
2024.03.15	03:00:00	1.27365	1.27366	1.27300	1.27304	1470	0	1
2024.03.15	04:00:00	1.27303	1.27375	1.27302	1.27365	1401	0	1
2024.03.15	05:00:00	1.27365	1.27386	1.27359	1.27385	867	0	1
2024.03.15	06:00:00	1.27385	1.27405	1.27336	1.27379	700	0	1
2024.03.15	07:00:00	1.27379	1.27418	1.27354	1.27392	2020	0	1
2024.03.15	08:00:00	1.27393	1.27453	1.27329	1.27355	3188	0	1
2024.03.15	09:00:00	1.27350	1.27444	1.27333	1.27383	3732	0	1
2024.03.15	10:00:00	1.27383	1.27536	1.27365	1.27517	2801	0	1
2024.03.15	11:00:00	1.27520	1.27571	1.27505	1.27517	2203	0	1
2024.03.15	12:00:00	1.27516	1.27583	1.27475	1.27542	2184	0	1
2024.03.15	13:00:00	1.27543	1.27572	1.27425	1.27504	4875	0	1
2024.03.15	14:00:00	1.27510	1.27574	1.27428	1.27430	4973	0	1
2024.03.15	15:00:00	1.27431	1.27533	1.27400	1.27428	4983	0	1
2024.03.15	16:00:00	1.27430	1.27435	1.27316	1.27390	3576	0	3
2024.03.15	17:00:00	1.27394	1.27396	1.27293	1.27304	3326	0	1
2024.03.15	18:00:00	1.27304	1.27328	1.27250	1.27298	2269	0	1
2024.03.15	19:00:00	1.27298	1.27397	1.27296	1.27391	1327	0	1
2024.03.15	20:00:00	1.27391	1.27406	1.27339	1.27383	1821	0	1
2024.03.15	21:00:00	1.27380	1.27393	1.27352	1.27361	817	0	2
2024.03.17	22:00:00	1.27370	1.27370	1.27276	1.27344	254	0	21
2024.03.17	23:00:00	1.27331	1.27373	1.27324	1.27338	912	0	5
2024.03.18	00:00:00	1.27338	1.27345	1.27291	1.27307	1135	0	3
2024.03.18	01:00:00	1.27308	1.27340	1.27266	1.27307	1718	0	1
2024.03.18	02:00:00	1.27306	1.27339	1.27262	1.27334	1728	0	3
2024.03.18	03:00:00	1.27335	1.27378	1.27320	1.27346	1330	0	4
2024.03.18	04:00:00	1.27346	1.27363	1.27260	1.27265	820	0	1
2024.03.18	05:00:00	1.27266	1.27320	1.27265	1.27313	1008	0	5
2024.03.18	06:00:00	1.27315	1.27342	1.27287	1.27325	1106	0	5
2024.03.18	07:00:00	1.27324	1.27359	1.27318	1.27340	1213	0	4
2024.03.18	08:00:00	1.27341	1.27422	1.27335	1.27410	1914	0	1
2024.03.18	09:00:00	1.27411	1.27466	1.27376	1.27450	2750	0	1
2024.03.18	10:00:00	1.27449	1.27464	1.27347	1.27348	2097	0	1
2024.03.18	11:00:00	1.27349	1.27383	1.27273	1.27368	1913	0	2
2024.03.18	12:00:00	1.27367	1.27442	1.27361	1.27425	1602	0	1
2024.03.18	13:00:00	1.27425	1.27455	1.27310	1.27353	3023	0	1
2024.03.18	14:00:00	1.27353	1.27377	1.27310	1.27332	3074	0	1
2024.03.18	15:00:00	1.27332	1.27379	1.27239	1.27253	3358	0	1
2024.03.18	16:00:00	1.27253	1.27345	1.27221	1.27321	2846	0	1
2024.03.18	17:00:00	1.27321	1.27330	1.27192	1.27259	3031	0	1
2024.03.18	18:00:00	1.27259	1.27285	1.27177	1.27247	1889	0	1
2024.03.18	19:00:00	1.27247	1.27294	1.27222	1.27294	1484	0	1
2024.03.18	20:00:00	1.27294	1.27315	1.27239	1.27264	1431	0	1
2024.03.18	21:00:00	1.27263	1.27294	1.27248	1.27285	2003	0	1
2024.03.18	22:00:00	1.27270	1.27298	1.27219	1.27286	453	0	1
2024.03.18	23:00:00	1.27286	1.27294	1.27250	1.27258	606	0	1
2024.03.19	00:00:00	1.27258	1.27271	1.27239	1.27263	862	0	1
2024.03.19	01:00:00	1.27266	1.27277	1.27190	1.27198	1772	0	1
2024.03.19	02:00:00	1.27198	1.27217	1.27136	1.27182	2233	0	1
2024.03.19	03:00:00	1.27182	1.27264	1.27182	1.27231	1728	0	1
2024.03.19	04:00:00	1.27231	1.27288	1.27180	1.27226	5360	0	1
2024.03.19	05:00:00	1.27227	1.27255	1.27129	1.27177	3478	0	1
2024.03.19	06:00:00	1.27177	1.27188	1.27071	1.27082	2260	0	2
2024.03.19	07:00:00	1.27083	1.27118	1.27014	1.27097	4007	0	1
2024.03.19	08:00:00	1.27096	1.27098	1.26947	1.26991	3770	0	1
2024.03.19	09:00:00	1.26991	1.27016	1.26836	1.26893	3753	0	1
2024.03.19	10:00:00	1.26892	1.26919	1.26675	1.26711	3543	0	1
2024.03.19	11:00:00	1.26711	1.26843	1.26702	1.26815	3112	0	1
2024.03.19	12:00:00	1.26815	1.26945	1.26808	1.26921	2171	0	1
2024.03.19	13:00:00	1.26921	1.27089	1.26899	1.26991	4064	0	1
2024.03.19	14:00:00	1.26991	1.27074	1.26935	1.26989	3413	0	1
2024.03.19	15:00:00	1.26989	1.27161	1.26968	1.27147	3371	0	1
2024.03.19	16:00:00	1.27147	1.27148	1.27023	1.27107	2784	0	1
2024.03.19	17:00:00	1.27107	1.27258	1.27085	1.27253	2958	0	3
2024.03.19	18:00:00	1.27253	1.27327	1.27219	1.27292	2570	0	2
2024.03.19	19:00:00	1.27292	1.27293	1.27208	1.27221	1691	0	1
2024.03.19	20:00:00	1.27221	1.27266	1.27202	1.27211	1720	0	1
2024.03.19	21:00:00	1.27210	1.27221	1.27188	1.27208	2479	0	1
2024.03.19	22:00:00	1.27179	1.27215	1.27179	1.27209	248	0	15
2024.03.19	23:00:00	1.27209	1.27226	1.27197	1.27208	592	0	1
2024.03.20	00:00:00	1.27209	1.27229	1.27176	1.27177	1420	0	1
2024.03.20	01:00:00	1.27177	1.27189	1.27101	1.27172	1739	0	1
2024.03.20	02:00:00	1.27172	1.27186	1.27136	1.27159	2074	0	1
2024.03.20	03:00:00	1.27159	1.27205	1.27137	1.27201	1678	0	1
2024.03.20	04:00:00	1.27202	1.27241	1.27183	1.27236	1704	0	1
2024.03.20	05:00:00	1.27236	1.27246	1.27179	1.27185	1211	0	1
2024.03.20	06:00:00	1.27185	1.27215	1.27173	1.27189	1529	0	1
2024.03.20	07:00:00	1.27188	1.27244	1.27117	1.27135	1651	0	2
2024.03.20	08:00:00	1.27120	1.27297	1.26989	1.27138	4075	0	1
2024.03.20	09:00:00	1.27136	1.27141	1.26959	1.27034	3019	0	1
2024.03.20	10:00:00	1.27031	1.27042	1.26868	1.26921	2838	0	1
2024.03.20	11:00:00	1.26930	1.26985	1.26904	1.26946	2142	0	1
2024.03.20	12:00:00	1.26946	1.26988	1.26912	1.26931	1968	0	1
2024.03.20	13:00:00	1.26931	1.26950	1.26843	1.26935	2716	0	1
2024.03.20	14:00:00	1.26935	1.27006	1.26862	1.27000	2775	0	1
2024.03.20	15:00:00	1.26999	1.27096	1.26979	1.27046	2869	0	1
2024.03.20	16:00:00	1.27045	1.27129	1.27044	1.27103	2303	0	1
2024.03.20	17:00:00	1.27103	1.27191	1.27089	1.27180	2115	0	1
2024.03.20	18:00:00	1.27180	1.27215	1.27129	1.27164	2152	0	1
2024.03.20	19:00:00	1.27164	1.27798	1.27106	1.27788	17952	0	1
2024.03.20	20:00:00	1.27793	1.27865	1.27662	1.27828	9125	0	1
2024.03.20	21:00:00	1.27827	1.27871	1.27808	1.27850	1872	0	1
2024.03.20	22:00:00	1.27850	1.27853	1.27833	1.27841	286	0	13
2024.03.20	23:00:00	1.27841	1.27930	1.27838	1.27930	992	0	1
2024.03.21	00:00:00	1.27929	1.27981	1.27914	1.27979	1667	0	1
2024.03.21	01:00:00	1.27937	1.27976	1.27885	1.27941	3745	0	1
2024.03.21	02:00:00	1.27941	1.28023	1.27937	1.27952	3365	0	2
2024.03.21	03:00:00	1.27953	1.27985	1.27920	1.27950	2319	0	1
2024.03.21	04:00:00	1.27949	1.27979	1.27939	1.27959	1997	0	1
2024.03.21	05:00:00	1.27959	1.27964	1.27889	1.27892	1474	0	1
2024.03.21	06:00:00	1.27892	1.27963	1.27878	1.27888	1440	0	1
2024.03.21	07:00:00	1.27888	1.27960	1.27888	1.27939	2602	0	1
2024.03.21	08:00:00	1.27940	1.28030	1.27832	1.27847	3445	0	1
2024.03.21	09:00:00	1.27848	1.27901	1.27619	1.27649	6636	0	1
2024.03.21	10:00:00	1.27649	1.27825	1.27623	1.27715	4155	0	1
2024.03.21	11:00:00	1.27714	1.27844	1.27652	1.27661	2865	0	1
2024.03.21	12:00:00	1.27660	1.27678	1.27440	1.27462	2804	0	1
2024.03.21	13:00:00	1.27447	1.27479	1.27251	1.27353	6898	0	1
2024.03.21	14:00:00	1.27353	1.27361	1.27065	1.27090	5993	0	1
2024.03.21	15:00:00	1.27087	1.27096	1.26901	1.27020	6694	0	1
2024.03.21	16:00:00	1.27021	1.27021	1.26583	1.26671	5138	0	1
2024.03.21	17:00:00	1.26671	1.26728	1.26622	1.26643	3723	0	1
2024.03.21	18:00:00	1.26644	1.26705	1.26531	1.26550	2860	0	1
2024.03.21	19:00:00	1.26552	1.26632	1.26544	1.26579	2191	0	2
2024.03.21	20:00:00	1.26582	1.26585	1.26505	1.26510	2047	0	1
2024.03.21	21:00:00	1.26511	1.26586	1.26506	1.26585	1072	0	1
2024.03.21	22:00:00	1.26608	1.26608	1.26555	1.26569	432	0	1
2024.03.21	23:00:00	1.26568	1.26583	1.26549	1.26574	393	0	1
2024.03.22	00:00:00	1.26574	1.26633	1.26550	1.26608	723	0	1
2024.03.22	01:00:00	1.26607	1.26742	1.26603	1.26731	1975	0	1
2024.03.22	02:00:00	1.26731	1.26749	1.26505	1.26516	3188	0	1
2024.03.22	03:00:00	1.26516	1.26538	1.26384	1.26396	3743	0	1
2024.03.22	04:00:00	1.26396	1.26450	1.26342	1.26423	2694	0	1
2024.03.22	05:00:00	1.26422	1.26429	1.26396	1.26414	1543	0	1
2024.03.22	06:00:00	1.26414	1.26449	1.26341	1.26424	1875	0	1
2024.03.22	07:00:00	1.26424	1.26424	1.26237	1.26243	2495	0	1
2024.03.22	08:00:00	1.26243	1.26303	1.25989	1.26068	4154	0	1
2024.03.22	09:00:00	1.26066	1.26086	1.25850	1.25973	3493	0	1
2024.03.22	10:00:00	1.25975	1.26022	1.25841	1.25871	2682	0	1
2024.03.22	11:00:00	1.25872	1.25872	1.25750	1.25832	2529	0	1
2024.03.22	12:00:00	1.25832	1.25883	1.25766	1.25832	2419	0	2
2024.03.22	13:00:00	1.25830	1.26206	1.25815	1.26195	4417	0	1
2024.03.22	14:00:00	1.26194	1.26222	1.26073	1.26205	4083	0	2
2024.03.22	15:00:00	1.26206	1.26236	1.26008	1.26059	4135	0	1
2024.03.22	16:00:00	1.26058	1.26072	1.25949	1.26009	3138	0	3
2024.03.22	17:00:00	1.26005	1.26060	1.25933	1.25947	2987	0	1
2024.03.22	18:00:00	1.25947	1.25992	1.25872	1.25919	1948	0	1
2024.03.22	19:00:00	1.25918	1.25956	1.25895	1.25915	1506	0	1
2024.03.22	20:00:00	1.25916	1.25944	1.25858	1.25940	1444	0	1
2024.03.22	21:00:00	1.25941	1.26008	1.25919	1.26001	833	0	1
2024.03.24	22:00:00	1.25960	1.26018	1.25884	1.26004	722	0	15
2024.03.24	23:00:00	1.25997	1.25997	1.25916	1.25970	574	0	1
2024.03.25	00:00:00	1.25969	1.25995	1.25955	1.25971	971	0	1
2024.03.25	01:00:00	1.25972	1.26014	1.25915	1.25945	1857	0	1
2024.03.25	02:00:00	1.25946	1.26140	1.25944	1.26130	3503	0	1
2024.03.25	03:00:00	1.26130	1.26168	1.26101	1.26153	1245	0	1
2024.03.25	04:00:00	1.26153	1.26154	1.26044	1.26061	1501	0	1
2024.03.25	05:00:00	1.26061	1.26074	1.26041	1.26055	1003	0	3
2024.03.25	06:00:00	1.26055	1.26144	1.26054	1.26137	1636	0	2
2024.03.25	07:00:00	1.26137	1.26137	1.26049	1.26065	1502	0	1
2024.03.25	08:00:00	1.26065	1.26100	1.25993	1.26023	2365	0	1
2024.03.25	09:00:00	1.26023	1.26165	1.25950	1.26082	2970	0	1
2024.03.25	10:00:00	1.26083	1.26171	1.25998	1.26143	2278	0	1
2024.03.25	11:00:00	1.26143	1.26265	1.26132	1.26253	1840	0	1
2024.03.25	12:00:00	1.26253	1.26396	1.26226	1.26363	1477	0	1
2024.03.25	13:00:00	1.26363	1.26465	1.26360	1.26382	2666	0	1
2024.03.25	14:00:00	1.26382	1.26486	1.26360	1.26450	2406	0	1
2024.03.25	15:00:00	1.26447	1.26521	1.26412	1.26467	2758	0	1
2024.03.25	16:00:00	1.26467	1.26483	1.26365	1.26443	2228	0	3
2024.03.25	17:00:00	1.26442	1.26449	1.26367	1.26385	1840	0	1
2024.03.25	18:00:00	1.26385	1.26418	1.26349	1.26393	1580	0	1
2024.03.25	19:00:00	1.26394	1.26403	1.26362	1.26379	1450	0	1
2024.03.25	20:00:00	1.26380	1.26402	1.26353	1.26382	1114	0	1
2024.03.25	21:00:00	1.26381	1.26388	1.26355	1.26361	682	0	1
2024.03.25	22:00:00	1.26337	1.26395	1.26332	1.26359	337	0	3
2024.03.25	23:00:00	1.26359	1.26386	1.26357	1.26363	736	0	1
2024.03.26	00:00:00	1.26364	1.26386	1.26360	1.26365	553	0	1
2024.03.26	01:00:00	1.26365	1.26430	1.26342	1.26420	1345	0	1
2024.03.26	02:00:00	1.26421	1.26471	1.26385	1.26419	2585	0	2
2024.03.26	03:00:00	1.26419	1.26464	1.26401	1.26408	1696	0	1
2024.03.26	04:00:00	1.26408	1.26441	1.26357	1.26368	1321	0	1
2024.03.26	05:00:00	1.26369	1.26428	1.26366	1.26417	1089	0	1
2024.03.26	06:00:00	1.26417	1.26476	1.26399	1.26459	1179	0	2
2024.03.26	07:00:00	1.26458	1.26588	1.26450	1.26543	1575	0	2
2024.03.26	08:00:00	1.26542	1.26555	1.26481	1.26507	2157	0	1
2024.03.26	09:00:00	1.26503	1.26553	1.26433	1.26493	2431	0	1
2024.03.26	10:00:00	1.26494	1.26633	1.26401	1.26541	3116	0	1
2024.03.26	11:00:00	1.26541	1.26678	1.26533	1.26566	1966	0	1
2024.03.26	12:00:00	1.26565	1.26625	1.26512	1.26529	1827	0	1
2024.03.26	13:00:00	1.26529	1.26563	1.26378	1.26399	3717	0	1
2024.03.26	14:00:00	1.26399	1.26491	1.26350	1.26421	3228	0	3
2024.03.26	15:00:00	1.26423	1.26451	1.26238	1.26328	3861	0	1
2024.03.26	16:00:00	1.26329	1.26384	1.26231	1.26281	3799	0	2
2024.03.26	17:00:00	1.26280	1.26342	1.26217	1.26292	2775	0	1
2024.03.26	18:00:00	1.26292	1.26353	1.26268	1.26269	1716	0	1
2024.03.26	19:00:00	1.26269	1.26324	1.26255	1.26274	1284	0	1
2024.03.26	20:00:00	1.26274	1.26325	1.26234	1.26235	1359	0	1
2024.03.26	21:00:00	1.26235	1.26285	1.26229	1.26275	1037	0	1
2024.03.26	22:00:00	1.26298	1.26298	1.26224	1.26289	417	0	1
2024.03.26	23:00:00	1.26289	1.26296	1.26269	1.26278	293	0	1
2024.03.27	00:00:00	1.26278	1.26287	1.26257	1.26272	565	0	1
2024.03.27	01:00:00	1.26274	1.26274	1.26178	1.26213	1310	0	1
2024.03.27	02:00:00	1.26211	1.26227	1.26116	1.26161	2147	0	1
2024.03.27	03:00:00	1.26160	1.26172	1.26114	1.26136	1735	0	1
2024.03.27	04:00:00	1.26135	1.26172	1.26086	1.26138	1910	0	1
2024.03.27	05:00:00	1.26138	1.26181	1.26136	1.26171	1102	0	1
2024.03.27	06:00:00	1.26171	1.26174	1.26126	1.26142	1283	0	1
2024.03.27	07:00:00	1.26140	1.26208	1.26130	1.26202	2238	0	1
2024.03.27	08:00:00	1.26202	1.26315	1.26158	1.26296	2855	0	1
2024.03.27	09:00:00	1.26296	1.26315	1.26162	1.26219	2070	0	1
2024.03.27	10:00:00	1.26219	1.26376	1.26192	1.26262	3904	0	1
2024.03.27	11:00:00	1.26262	1.26361	1.26244	1.26330	2548	0	1
2024.03.27	12:00:00	1.26330	1.26383	1.26110	1.26152	2184	0	1
2024.03.27	13:00:00	1.26152	1.26210	1.26082	1.26163	2711	0	1
2024.03.27	14:00:00	1.26163	1.26187	1.26053	1.26176	3013	0	1
2024.03.27	15:00:00	1.26175	1.26296	1.26135	1.26220	3236	0	1
2024.03.27	16:00:00	1.26220	1.26297	1.26202	1.26289	2987	0	1
2024.03.27	17:00:00	1.26287	1.26329	1.26224	1.26307	2513	0	2
2024.03.27	18:00:00	1.26307	1.26344	1.26243	1.26280	2267	0	1
2024.03.27	19:00:00	1.26280	1.26336	1.26268	1.26323	1768	0	1
2024.03.27	20:00:00	1.26326	1.26377	1.26307	1.26372	1657	0	3
2024.03.27	21:00:00	1.26372	1.26407	1.26368	1.26399	884	0	1
2024.03.27	22:00:00	1.26276	1.26400	1.26258	1.26372	410	0	1
2024.03.27	23:00:00	1.26368	1.26368	1.26140	1.26164	1421	0	1
2024.03.28	00:00:00	1.26164	1.26215	1.26142	1.26165	1291	0	1
2024.03.28	01:00:00	1.26176	1.26265	1.26107	1.26255	2139	0	1
2024.03.28	02:00:00	1.26255	1.26272	1.26202	1.26257	2330	0	1
2024.03.28	03:00:00	1.26257	1.26349	1.26253	1.26298	2139	0	2
2024.03.28	04:00:00	1.26298	1.26342	1.26271	1.26277	1748	0	1
2024.03.28	05:00:00	1.26277	1.26320	1.26270	1.26309	978	0	1
2024.03.28	06:00:00	1.26309	1.26366	1.26298	1.26312	1112	0	1
2024.03.28	07:00:00	1.26312	1.26312	1.26234	1.26284	1393	0	2
2024.03.28	08:00:00	1.26284	1.26285	1.26110	1.26159	2595	0	1
2024.03.28	09:00:00	1.26160	1.26166	1.26029	1.26058	2067	0	1
2024.03.28	10:00:00	1.26059	1.26069	1.25856	1.25927	2511	0	1
2024.03.28	11:00:00	1.25927	1.26211	1.25912	1.26143	2751	0	1
2024.03.28	12:00:00	1.26142	1.26256	1.26115	1.26120	2059	0	1
2024.03.28	13:00:00	1.26120	1.26422	1.26112	1.26406	3707	0	1
2024.03.28	14:00:00	1.26406	1.26516	1.26306	1.26460	4133	0	1
2024.03.28	15:00:00	1.26460	1.26542	1.26322	1.26354	4348	0	1
2024.03.28	16:00:00	1.26354	1.26387	1.26215	1.26312	4319	0	1
2024.03.28	17:00:00	1.26312	1.26449	1.26266	1.26341	3506	0	1
2024.03.28	18:00:00	1.26341	1.26373	1.26238	1.26251	2277	0	3
2024.03.28	19:00:00	1.26250	1.26285	1.26154	1.26219	1829	0	2
2024.03.28	20:00:00	1.26218	1.26233	1.26192	1.26206	1628	0	1
2024.03.28	21:00:00	1.26206	1.26244	1.26176	1.26234	1982	0	1
2024.03.28	22:00:00	1.26217	1.26260	1.26202	1.26203	197	0	1
2024.03.28	23:00:00	1.26206	1.26276	1.26202	1.26231	394	0	1
2024.03.29	00:00:00	1.26231	1.26264	1.26202	1.26207	2854	0	9
2024.03.29	01:00:00	1.26209	1.26288	1.26186	1.26251	837	0	6
2024.03.29	02:00:00	1.26250	1.26305	1.26232	1.26240	353	0	4
2024.03.29	03:00:00	1.26241	1.26241	1.26155	1.26186	1481	0	3
2024.03.29	04:00:00	1.26186	1.26239	1.26185	1.26225	867	0	2
2024.03.29	05:00:00	1.26225	1.26244	1.26221	1.26224	262	0	4
2024.03.29	06:00:00	1.26224	1.26227	1.26161	1.26194	255	0	1
2024.03.29	07:00:00	1.26194	1.26227	1.26180	1.26182	375	0	1
2024.03.29	08:00:00	1.26183	1.26258	1.26172	1.26176	393	0	2
2024.03.29	09:00:00	1.26176	1.26259	1.26175	1.26257	488	0	1
2024.03.29	10:00:00	1.26257	1.26264	1.26125	1.26132	357	0	2
2024.03.29	11:00:00	1.26135	1.26192	1.26119	1.26138	819	0	1
2024.03.29	12:00:00	1.26138	1.26208	1.26094	1.26142	705	0	2
2024.03.29	13:00:00	1.26142	1.26361	1.26120	1.26323	1265	0	1
2024.03.29	14:00:00	1.26323	1.26445	1.26319	1.26438	1052	0	1
2024.03.29	15:00:00	1.26438	1.26440	1.26313	1.26375	600	0	8
2024.03.29	16:00:00	1.26375	1.26378	1.26310	1.26357	659	0	1
2024.03.29	17:00:00	1.26357	1.26357	1.26279	1.26281	711	0	6
2024.03.29	18:00:00	1.26281	1.26283	1.26173	1.26195	290	0	7
2024.03.29	19:00:00	1.26195	1.26195	1.26160	1.26172	222	0	7
2024.03.29	20:00:00	1.26172	1.26209	1.26161	1.26165	408	0	8
2024.03.29	21:00:00	1.26166	1.26235	1.26144	1.26233	1016	0	40
2024.03.31	22:00:00	1.26185	1.26300	1.26185	1.26243	323	0	25
2024.03.31	23:00:00	1.26255	1.26419	1.26243	1.26256	1712	0	1
2024.04.01	00:00:00	1.26256	1.26384	1.26244	1.26369	1954	0	1
2024.04.01	01:00:00	1.26372	1.26417	1.26336	1.26347	2876	0	1
2024.04.01	02:00:00	1.26347	1.26390	1.26264	1.26274	2349	0	1
2024.04.01	03:00:00	1.26274	1.26321	1.26257	1.26300	1291	0	2
2024.04.01	04:00:00	1.26300	1.26345	1.26255	1.26340	1275	0	1
2024.04.01	05:00:00	1.26340	1.26352	1.26271	1.26294	1299	0	2
2024.04.01	06:00:00	1.26294	1.26302	1.26228	1.26277	980	0	1
2024.04.01	07:00:00	1.26276	1.26289	1.26223	1.26266	1751	0	1
2024.04.01	08:00:00	1.26267	1.26317	1.26174	1.26204	1301	0	4
2024.04.01	09:00:00	1.26204	1.26276	1.26164	1.26222	1412	0	1
2024.04.01	10:00:00	1.26221	1.26240	1.26189	1.26198	1229	0	1
2024.04.01	11:00:00	1.26198	1.26203	1.26088	1.26113	1388	0	3
2024.04.01	12:00:00	1.26113	1.26167	1.26088	1.26142	1473	0	1
2024.04.01	13:00:00	1.26142	1.26164	1.26028	1.26120	2927	0	1
