<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.03	01:00:00	1.26221	1.26319	1.26199	1.26308	1621	0	1
2024.01.03	02:00:00	1.26308	1.26334	1.26250	1.26288	2503	0	1
2024.01.03	03:00:00	1.26288	1.26310	1.26264	1.26290	1738	0	1
2024.01.03	04:00:00	1.26290	1.26411	1.26288	1.26406	1807	0	1
2024.01.03	05:00:00	1.26406	1.26417	1.26380	1.26414	1530	0	1
2024.01.03	06:00:00	1.26414	1.26417	1.26299	1.26305	1699	0	1
2024.01.03	07:00:00	1.26304	1.26460	1.26303	1.26434	1718	0	1
2024.01.03	08:00:00	1.26434	1.26467	1.26241	1.26433	4213	0	1
2024.01.03	09:00:00	1.26433	1.26523	1.26354	1.26414	4455	0	1
2024.01.03	10:00:00	1.26414	1.26467	1.26253	1.26275	3571	0	1
2024.01.03	11:00:00	1.26275	1.26313	1.26200	1.26262	2455	0	1
2024.01.03	12:00:00	1.26264	1.26313	1.26185	1.26268	3494	0	1
2024.01.03	13:00:00	1.26268	1.26420	1.26203	1.26244	2933	0	1
2024.01.03	14:00:00	1.26244	1.26429	1.26185	1.26296	5470	0	1
2024.01.03	15:00:00	1.26297	1.26415	1.26178	1.26306	6610	0	1
2024.01.03	16:00:00	1.26286	1.26564	1.26156	1.26277	10729	0	1
2024.01.03	17:00:00	1.26277	1.26502	1.26269	1.26405	6210	0	1
2024.01.03	18:00:00	1.26405	1.26474	1.26367	1.26445	4902	0	1
2024.01.03	19:00:00	1.26445	1.26545	1.26408	1.26463	2848	0	1
2024.01.03	20:00:00	1.26462	1.26765	1.26308	1.26640	8961	0	1
2024.01.03	21:00:00	1.26640	1.26667	1.26543	1.26637	4877	0	1
2024.01.03	22:00:00	1.26639	1.26686	1.26617	1.26642	1403	0	1
2024.01.03	23:00:00	1.26642	1.26660	1.26604	1.26650	335	0	1
2024.01.04	00:00:00	1.26650	1.26735	1.26642	1.26731	1325	0	1
2024.01.04	01:00:00	1.26689	1.26729	1.26656	1.26691	1600	0	1
2024.01.04	02:00:00	1.26691	1.26701	1.26602	1.26621	1816	0	1
2024.01.04	03:00:00	1.26621	1.26637	1.26568	1.26598	2051	0	1
2024.01.04	04:00:00	1.26598	1.26735	1.26591	1.26735	1924	0	1
2024.01.04	05:00:00	1.26735	1.26762	1.26697	1.26700	1401	0	1
2024.01.04	06:00:00	1.26700	1.26718	1.26627	1.26652	2258	0	2
2024.01.04	07:00:00	1.26651	1.26789	1.26649	1.26789	2625	0	1
2024.01.04	08:00:00	1.26787	1.26934	1.26774	1.26929	4234	0	1
2024.01.04	09:00:00	1.26929	1.27082	1.26817	1.27015	5765	0	1
2024.01.04	10:00:00	1.27013	1.27244	1.26893	1.27202	4812	0	1
2024.01.04	11:00:00	1.27201	1.27296	1.27043	1.27072	4860	0	1
2024.01.04	12:00:00	1.27072	1.27077	1.26866	1.26899	3078	0	1
2024.01.04	13:00:00	1.26899	1.26956	1.26859	1.26924	2945	0	1
2024.01.04	14:00:00	1.26924	1.26961	1.26704	1.26732	6177	0	1
2024.01.04	15:00:00	1.26728	1.26849	1.26647	1.26785	7230	0	1
2024.01.04	16:00:00	1.26784	1.27103	1.26779	1.26988	6426	0	1
2024.01.04	17:00:00	1.26988	1.27040	1.26889	1.26894	3743	0	1
2024.01.04	18:00:00	1.26894	1.26954	1.26725	1.26832	4098	0	1
2024.01.04	19:00:00	1.26831	1.26867	1.26778	1.26819	2411	0	1
2024.01.04	20:00:00	1.26819	1.26855	1.26740	1.26829	2048	0	1
2024.01.04	21:00:00	1.26829	1.26853	1.26772	1.26840	2114	0	1
2024.01.04	22:00:00	1.26840	1.26871	1.26797	1.26814	1106	0	1
2024.01.04	23:00:00	1.26789	1.26868	1.26779	1.26844	678	0	1
2024.01.05	00:00:00	1.26844	1.26858	1.26803	1.26815	709	0	1
2024.01.05	01:00:00	1.26805	1.26922	1.26802	1.26903	1591	0	1
2024.01.05	02:00:00	1.26903	1.26951	1.26878	1.26931	2444	0	1
2024.01.05	03:00:00	1.26931	1.26959	1.26854	1.26863	1573	0	1
2024.01.05	04:00:00	1.26864	1.26876	1.26789	1.26808	1489	0	1
2024.01.05	05:00:00	1.26808	1.26860	1.26783	1.26786	1467	0	1
2024.01.05	06:00:00	1.26786	1.26802	1.26737	1.26739	2380	0	1
2024.01.05	07:00:00	1.26739	1.26753	1.26649	1.26700	3460	0	1
2024.01.05	08:00:00	1.26699	1.26824	1.26691	1.26786	3134	0	1
2024.01.05	09:00:00	1.26788	1.26891	1.26610	1.26619	3718	0	1
2024.01.05	10:00:00	1.26619	1.26708	1.26571	1.26600	4090	0	1
2024.01.05	11:00:00	1.26600	1.26611	1.26512	1.26563	2839	0	1
2024.01.05	12:00:00	1.26563	1.26617	1.26502	1.26534	2158	0	1
2024.01.05	13:00:00	1.26534	1.26695	1.26518	1.26617	2862	0	1
2024.01.05	14:00:00	1.26617	1.26710	1.26109	1.26573	11366	0	1
2024.01.05	15:00:00	1.26574	1.27060	1.26550	1.27010	11895	0	1
2024.01.05	16:00:00	1.27010	1.27707	1.27010	1.27516	13822	0	1
2024.01.05	17:00:00	1.27516	1.27552	1.27320	1.27381	7275	0	1
2024.01.05	18:00:00	1.27382	1.27383	1.27161	1.27232	5484	0	1
2024.01.05	19:00:00	1.27232	1.27349	1.27101	1.27325	3406	0	1
2024.01.05	20:00:00	1.27325	1.27393	1.27190	1.27231	3336	0	1
2024.01.05	21:00:00	1.27231	1.27237	1.27157	1.27199	3371	0	1
2024.01.05	22:00:00	1.27200	1.27200	1.27156	1.27162	1043	0	1
2024.01.07	23:00:00	1.27125	1.27151	1.27117	1.27147	263	0	18
2024.01.08	00:00:00	1.27147	1.27183	1.27083	1.27167	1124	0	1
2024.01.08	01:00:00	1.27131	1.27237	1.27125	1.27230	1214	0	1
2024.01.08	02:00:00	1.27230	1.27296	1.27195	1.27206	2507	0	1
2024.01.08	03:00:00	1.27206	1.27206	1.27102	1.27109	1838	0	1
2024.01.08	04:00:00	1.27109	1.27133	1.26990	1.27017	1541	0	1
2024.01.08	05:00:00	1.27017	1.27049	1.26978	1.27019	1300	0	1
2024.01.08	06:00:00	1.27019	1.27047	1.26982	1.27036	1376	0	1
2024.01.08	07:00:00	1.27035	1.27153	1.27023	1.27151	1470	0	1
2024.01.08	08:00:00	1.27151	1.27197	1.27011	1.27081	2905	0	1
2024.01.08	09:00:00	1.27081	1.27109	1.26875	1.26910	4069	0	1
2024.01.08	10:00:00	1.26910	1.26978	1.26733	1.26947	3376	0	1
2024.01.08	11:00:00	1.26948	1.27103	1.26931	1.27054	3222	0	1
2024.01.08	12:00:00	1.27055	1.27132	1.26951	1.26981	2713	0	1
2024.01.08	13:00:00	1.26982	1.27206	1.26982	1.27087	2550	0	1
2024.01.08	14:00:00	1.27087	1.27208	1.27017	1.27117	4052	0	1
2024.01.08	15:00:00	1.27117	1.27301	1.27089	1.27290	5159	0	1
2024.01.08	16:00:00	1.27290	1.27556	1.27211	1.27500	4431	0	1
2024.01.08	17:00:00	1.27502	1.27655	1.27462	1.27626	3657	0	1
2024.01.08	18:00:00	1.27626	1.27670	1.27523	1.27545	2256	0	1
2024.01.08	19:00:00	1.27542	1.27580	1.27398	1.27499	2037	0	1
2024.01.08	20:00:00	1.27499	1.27603	1.27467	1.27588	2132	0	1
2024.01.08	21:00:00	1.27588	1.27588	1.27461	1.27520	2098	0	1
2024.01.08	22:00:00	1.27519	1.27553	1.27461	1.27477	746	0	1
2024.01.08	23:00:00	1.27477	1.27509	1.27436	1.27466	865	0	1
2024.01.09	00:00:00	1.27467	1.27499	1.27404	1.27410	903	0	1
2024.01.09	01:00:00	1.27409	1.27591	1.27405	1.27554	2160	0	1
2024.01.09	02:00:00	1.27554	1.27605	1.27496	1.27601	2864	0	1
2024.01.09	03:00:00	1.27602	1.27649	1.27567	1.27572	2597	0	1
2024.01.09	04:00:00	1.27572	1.27624	1.27539	1.27559	1741	0	1
2024.01.09	05:00:00	1.27559	1.27559	1.27450	1.27477	1462	0	1
2024.01.09	06:00:00	1.27478	1.27489	1.27379	1.27435	1690	0	1
2024.01.09	07:00:00	1.27435	1.27460	1.27341	1.27349	1665	0	1
2024.01.09	08:00:00	1.27349	1.27504	1.27337	1.27468	3205	0	1
2024.01.09	09:00:00	1.27468	1.27469	1.27276	1.27366	3686	0	1
2024.01.09	10:00:00	1.27366	1.27387	1.27242	1.27342	2473	0	1
2024.01.09	11:00:00	1.27342	1.27379	1.27216	1.27246	2779	0	1
2024.01.09	12:00:00	1.27244	1.27249	1.27072	1.27131	2357	0	1
2024.01.09	13:00:00	1.27130	1.27293	1.27098	1.27277	2753	0	1
2024.01.09	14:00:00	1.27277	1.27354	1.27164	1.27251	4815	0	1
2024.01.09	15:00:00	1.27252	1.27315	1.27156	1.27193	5741	0	1
2024.01.09	16:00:00	1.27193	1.27213	1.27011	1.27032	5129	0	1
2024.01.09	17:00:00	1.27032	1.27177	1.26894	1.27174	4088	0	1
2024.01.09	18:00:00	1.27176	1.27185	1.27067	1.27106	2982	0	1
2024.01.09	19:00:00	1.27105	1.27174	1.26940	1.26975	3027	0	1
2024.01.09	20:00:00	1.26974	1.27015	1.26920	1.26995	2315	0	1
2024.01.09	21:00:00	1.26995	1.27069	1.26995	1.27039	2740	0	1
2024.01.09	22:00:00	1.27040	1.27111	1.27035	1.27092	746	0	1
2024.01.09	23:00:00	1.27092	1.27117	1.27023	1.27070	553	0	12
2024.01.10	00:00:00	1.27073	1.27112	1.27056	1.27108	734	0	3
2024.01.10	01:00:00	1.27104	1.27179	1.27086	1.27115	1918	0	1
2024.01.10	02:00:00	1.27115	1.27155	1.27069	1.27106	1749	0	1
2024.01.10	03:00:00	1.27106	1.27127	1.27016	1.27034	2155	0	1
2024.01.10	04:00:00	1.27034	1.27077	1.26986	1.26995	2043	0	1
2024.01.10	05:00:00	1.26994	1.27045	1.26970	1.27023	1192	0	1
2024.01.10	06:00:00	1.27024	1.27046	1.27011	1.27014	1840	0	1
2024.01.10	07:00:00	1.27014	1.27014	1.26861	1.26874	2744	0	1
2024.01.10	08:00:00	1.26874	1.27055	1.26874	1.26972	4269	0	1
2024.01.10	09:00:00	1.26972	1.27161	1.26966	1.27142	3953	0	1
2024.01.10	10:00:00	1.27143	1.27286	1.27129	1.27253	3008	0	1
2024.01.10	11:00:00	1.27253	1.27344	1.27194	1.27261	2882	0	1
2024.01.10	12:00:00	1.27261	1.27307	1.27178	1.27252	1867	0	1
2024.01.10	13:00:00	1.27251	1.27317	1.27216	1.27219	2762	0	1
2024.01.10	14:00:00	1.27219	1.27362	1.27200	1.27239	3729	0	1
2024.01.10	15:00:00	1.27239	1.27260	1.27128	1.27217	3842	0	1
2024.01.10	16:00:00	1.27218	1.27407	1.27150	1.27362	4371	0	1
2024.01.10	17:00:00	1.27362	1.27394	1.27183	1.27275	3488	0	1
2024.01.10	18:00:00	1.27275	1.27371	1.27208	1.27337	2273	0	1
2024.01.10	19:00:00	1.27337	1.27425	1.27275	1.27393	2062	0	1
2024.01.10	20:00:00	1.27392	1.27425	1.27381	1.27423	1896	0	1
2024.01.10	21:00:00	1.27423	1.27439	1.27300	1.27342	3567	0	1
2024.01.10	22:00:00	1.27339	1.27424	1.27331	1.27414	957	0	1
2024.01.10	23:00:00	1.27415	1.27418	1.27231	1.27398	782	0	1
2024.01.11	00:00:00	1.27398	1.27446	1.27379	1.27440	588	0	1
2024.01.11	01:00:00	1.27403	1.27516	1.27403	1.27497	1957	0	1
2024.01.11	02:00:00	1.27497	1.27612	1.27496	1.27605	2459	0	1
2024.01.11	03:00:00	1.27602	1.27696	1.27577	1.27634	2346	0	1
2024.01.11	04:00:00	1.27634	1.27680	1.27631	1.27664	1418	0	1
2024.01.11	05:00:00	1.27664	1.27710	1.27622	1.27646	1156	0	1
2024.01.11	06:00:00	1.27646	1.27697	1.27618	1.27633	2367	0	1
2024.01.11	07:00:00	1.27632	1.27741	1.27593	1.27703	1624	0	1
2024.01.11	08:00:00	1.27702	1.27731	1.27621	1.27645	2908	0	1
2024.01.11	09:00:00	1.27647	1.27675	1.27564	1.27622	3201	0	1
2024.01.11	10:00:00	1.27622	1.27623	1.27383	1.27394	3199	0	1
2024.01.11	11:00:00	1.27396	1.27467	1.27335	1.27464	2496	0	1
2024.01.11	12:00:00	1.27464	1.27679	1.27459	1.27655	2693	0	1
2024.01.11	13:00:00	1.27654	1.27704	1.27575	1.27616	2610	0	1
2024.01.11	14:00:00	1.27615	1.27807	1.27023	1.27107	12134	0	1
2024.01.11	15:00:00	1.27107	1.27537	1.27000	1.27248	12260	0	1
2024.01.11	16:00:00	1.27248	1.27291	1.26900	1.27138	10694	0	1
2024.01.11	17:00:00	1.27138	1.27254	1.26994	1.27091	8526	0	1
2024.01.11	18:00:00	1.27091	1.27233	1.27074	1.27201	5732	0	1
2024.01.11	19:00:00	1.27201	1.27485	1.27188	1.27477	4513	0	1
2024.01.11	20:00:00	1.27478	1.27652	1.27477	1.27626	5467	0	1
2024.01.11	21:00:00	1.27625	1.27636	1.27416	1.27592	4341	0	1
2024.01.11	22:00:00	1.27592	1.27665	1.27581	1.27601	1822	0	1
2024.01.11	23:00:00	1.27601	1.27630	1.27453	1.27578	1116	0	1
2024.01.12	00:00:00	1.27578	1.27789	1.27557	1.27785	1751	0	1
2024.01.12	01:00:00	1.27786	1.27801	1.27660	1.27700	3161	0	1
2024.01.12	02:00:00	1.27701	1.27815	1.27654	1.27804	3071	0	1
2024.01.12	03:00:00	1.27805	1.27850	1.27755	1.27768	2678	0	1
2024.01.12	04:00:00	1.27768	1.27814	1.27740	1.27762	1851	0	1
2024.01.12	05:00:00	1.27762	1.27762	1.27704	1.27722	1960	0	1
2024.01.12	06:00:00	1.27723	1.27764	1.27680	1.27722	2408	0	1
2024.01.12	07:00:00	1.27723	1.27782	1.27706	1.27713	2071	0	1
2024.01.12	08:00:00	1.27713	1.27780	1.27541	1.27555	3169	0	1
2024.01.12	09:00:00	1.27555	1.27793	1.27530	1.27676	4101	0	1
2024.01.12	10:00:00	1.27675	1.27752	1.27495	1.27520	2838	0	1
2024.01.12	11:00:00	1.27520	1.27568	1.27470	1.27546	2661	0	1
2024.01.12	12:00:00	1.27545	1.27583	1.27249	1.27252	2399	0	1
2024.01.12	13:00:00	1.27251	1.27306	1.27194	1.27273	2980	0	1
2024.01.12	14:00:00	1.27273	1.27682	1.27252	1.27549	8775	0	1
2024.01.12	15:00:00	1.27549	1.27813	1.27473	1.27684	7929	0	1
2024.01.12	16:00:00	1.27684	1.27854	1.27577	1.27615	6950	0	1
2024.01.12	17:00:00	1.27614	1.27686	1.27426	1.27437	5331	0	1
2024.01.12	18:00:00	1.27436	1.27445	1.27323	1.27393	3460	0	1
2024.01.12	19:00:00	1.27393	1.27498	1.27352	1.27489	2521	0	1
2024.01.12	20:00:00	1.27489	1.27564	1.27444	1.27474	2262	0	1
2024.01.12	21:00:00	1.27474	1.27493	1.27426	1.27447	2792	0	1
2024.01.12	22:00:00	1.27446	1.27516	1.27439	1.27504	1732	0	1
2024.01.14	23:00:00	1.27409	1.27514	1.27390	1.27485	380	0	1
2024.01.15	00:00:00	1.27485	1.27503	1.27349	1.27353	1346	0	1
2024.01.15	01:00:00	1.27315	1.27391	1.27283	1.27386	2664	0	1
2024.01.15	02:00:00	1.27385	1.27439	1.27317	1.27418	2899	0	1
2024.01.15	03:00:00	1.27417	1.27634	1.27417	1.27619	2493	0	1
2024.01.15	04:00:00	1.27621	1.27654	1.27564	1.27584	2551	0	1
2024.01.15	05:00:00	1.27585	1.27589	1.27509	1.27548	1537	0	2
2024.01.15	06:00:00	1.27548	1.27558	1.27523	1.27525	1150	0	1
2024.01.15	07:00:00	1.27524	1.27599	1.27506	1.27555	2235	0	2
2024.01.15	08:00:00	1.27555	1.27573	1.27408	1.27434	2538	0	1
2024.01.15	09:00:00	1.27436	1.27590	1.27390	1.27391	3753	0	1
2024.01.15	10:00:00	1.27391	1.27415	1.27185	1.27259	2928	0	1
2024.01.15	11:00:00	1.27260	1.27317	1.27129	1.27307	3066	0	1
2024.01.15	12:00:00	1.27307	1.27367	1.27258	1.27312	2410	0	1
2024.01.15	13:00:00	1.27311	1.27392	1.27207	1.27245	3032	0	1
2024.01.15	14:00:00	1.27245	1.27289	1.27135	1.27275	3446	0	1
2024.01.15	15:00:00	1.27275	1.27310	1.27130	1.27174	2882	0	1
2024.01.15	16:00:00	1.27174	1.27321	1.27136	1.27305	3139	0	1
2024.01.15	17:00:00	1.27305	1.27382	1.27269	1.27288	2197	0	1
2024.01.15	18:00:00	1.27287	1.27352	1.27264	1.27288	1350	0	1
2024.01.15	19:00:00	1.27291	1.27315	1.27265	1.27315	507	0	1
2024.01.15	20:00:00	1.27315	1.27316	1.27259	1.27263	591	0	1
2024.01.15	21:00:00	1.27263	1.27284	1.27261	1.27263	592	0	2
2024.01.15	22:00:00	1.27263	1.27289	1.27262	1.27273	443	0	1
2024.01.15	23:00:00	1.27267	1.27296	1.27230	1.27265	516	0	14
2024.01.16	00:00:00	1.27266	1.27274	1.27144	1.27152	1138	0	1
2024.01.16	01:00:00	1.27148	1.27167	1.26921	1.26922	2587	0	1
2024.01.16	02:00:00	1.26922	1.26988	1.26790	1.26946	4020	0	1
2024.01.16	03:00:00	1.26945	1.26947	1.26823	1.26849	2283	0	1
2024.01.16	04:00:00	1.26849	1.26889	1.26785	1.26820	2484	0	1
2024.01.16	05:00:00	1.26820	1.26833	1.26763	1.26803	1199	0	1
2024.01.16	06:00:00	1.26804	1.26829	1.26764	1.26805	2032	0	1
2024.01.16	07:00:00	1.26805	1.26867	1.26774	1.26825	2287	0	1
2024.01.16	08:00:00	1.26828	1.26858	1.26604	1.26728	4569	0	1
2024.01.16	09:00:00	1.26728	1.26763	1.26467	1.26625	6599	0	1
2024.01.16	10:00:00	1.26625	1.26678	1.26351	1.26411	5137	0	1
2024.01.16	11:00:00	1.26411	1.26455	1.26258	1.26290	4031	0	1
2024.01.16	12:00:00	1.26290	1.26466	1.26203	1.26460	3739	0	1
2024.01.16	13:00:00	1.26458	1.26501	1.26389	1.26467	3303	0	1
2024.01.16	14:00:00	1.26467	1.26724	1.26372	1.26420	8238	0	1
2024.01.16	15:00:00	1.26419	1.26632	1.26380	1.26488	8014	0	1
2024.01.16	16:00:00	1.26488	1.26674	1.26421	1.26653	6142	0	1
2024.01.16	17:00:00	1.26654	1.26791	1.26366	1.26554	12150	0	1
2024.01.16	18:00:00	1.26555	1.26561	1.26245	1.26247	6303	0	1
2024.01.16	19:00:00	1.26247	1.26403	1.26228	1.26289	3587	0	1
2024.01.16	20:00:00	1.26289	1.26333	1.26194	1.26315	2638	0	1
2024.01.16	21:00:00	1.26314	1.26352	1.26277	1.26306	2881	0	1
2024.01.16	22:00:00	1.26306	1.26371	1.26306	1.26354	1812	0	1
2024.01.16	23:00:00	1.26354	1.26387	1.26295	1.26382	535	0	13
2024.01.17	00:00:00	1.26382	1.26388	1.26332	1.26373	828	0	1
2024.01.17	01:00:00	1.26376	1.26408	1.26329	1.26399	2754	0	1
2024.01.17	02:00:00	1.26399	1.26431	1.26323	1.26353	3887	0	1
2024.01.17	03:00:00	1.26353	1.26436	1.26315	1.26347	2730	0	1
2024.01.17	04:00:00	1.26347	1.26353	1.26164	1.26190	2162	0	1
2024.01.17	05:00:00	1.26188	1.26259	1.26174	1.26235	1505	0	1
2024.01.17	06:00:00	1.26235	1.26242	1.26060	1.26098	2906	0	1
2024.01.17	07:00:00	1.26098	1.26134	1.25964	1.26056	4011	0	1
2024.01.17	08:00:00	1.26046	1.26570	1.26045	1.26564	7337	0	1
2024.01.17	09:00:00	1.26565	1.26761	1.26514	1.26518	6866	0	1
2024.01.17	10:00:00	1.26518	1.26834	1.26437	1.26801	4910	0	1
2024.01.17	11:00:00	1.26800	1.26963	1.26707	1.26769	4315	0	1
2024.01.17	12:00:00	1.26770	1.26936	1.26761	1.26916	3186	0	1
2024.01.17	13:00:00	1.26916	1.26923	1.26753	1.26759	2812	0	1
2024.01.17	14:00:00	1.26758	1.26758	1.26419	1.26507	7147	0	1
2024.01.17	15:00:00	1.26506	1.26544	1.26388	1.26413	6217	0	1
2024.01.17	16:00:00	1.26413	1.26665	1.26381	1.26571	7330	0	1
2024.01.17	17:00:00	1.26571	1.26722	1.26558	1.26645	5317	0	1
2024.01.17	18:00:00	1.26645	1.26822	1.26628	1.26783	3716	0	1
2024.01.17	19:00:00	1.26784	1.26785	1.26623	1.26745	4134	0	1
2024.01.17	20:00:00	1.26744	1.26854	1.26744	1.26777	2909	0	1
2024.01.17	21:00:00	1.26778	1.26868	1.26753	1.26846	2479	0	1
2024.01.17	22:00:00	1.26846	1.26847	1.26729	1.26758	1560	0	1
2024.01.17	23:00:00	1.26758	1.26798	1.26685	1.26711	1549	0	7
2024.01.18	00:00:00	1.26711	1.26792	1.26711	1.26763	948	0	1
2024.01.18	01:00:00	1.26767	1.26820	1.26710	1.26820	2402	0	1
2024.01.18	02:00:00	1.26820	1.26915	1.26807	1.26890	4008	0	1
2024.01.18	03:00:00	1.26890	1.26955	1.26849	1.26866	2743	0	1
2024.01.18	04:00:00	1.26866	1.26906	1.26814	1.26822	2930	0	1
2024.01.18	05:00:00	1.26821	1.26840	1.26798	1.26826	1633	0	1
2024.01.18	06:00:00	1.26827	1.26882	1.26778	1.26869	2149	0	1
2024.01.18	07:00:00	1.26870	1.27037	1.26867	1.26980	3400	0	1
2024.01.18	08:00:00	1.26980	1.26998	1.26850	1.26979	4020	0	1
2024.01.18	09:00:00	1.26979	1.26982	1.26835	1.26884	5357	0	1
2024.01.18	10:00:00	1.26884	1.26969	1.26735	1.26738	4472	0	1
2024.01.18	11:00:00	1.26737	1.26927	1.26725	1.26916	3818	0	1
2024.01.18	12:00:00	1.26916	1.26956	1.26824	1.26848	2797	0	1
2024.01.18	13:00:00	1.26850	1.26913	1.26734	1.26804	3139	0	1
2024.01.18	14:00:00	1.26804	1.26863	1.26503	1.26524	8228	0	1
2024.01.18	15:00:00	1.26523	1.26743	1.26478	1.26718	8590	0	1
2024.01.18	16:00:00	1.26719	1.26891	1.26658	1.26731	8153	0	1
2024.01.18	17:00:00	1.26731	1.26918	1.26701	1.26859	5050	0	1
2024.01.18	18:00:00	1.26859	1.26870	1.26731	1.26809	4043	0	1
2024.01.18	19:00:00	1.26808	1.26986	1.26766	1.26958	3703	0	1
2024.01.18	20:00:00	1.26958	1.27015	1.26855	1.26859	3331	0	1
2024.01.18	21:00:00	1.26860	1.26994	1.26846	1.26986	2813	0	1
2024.01.18	22:00:00	1.26988	1.27082	1.26976	1.27054	1011	0	1
2024.01.18	23:00:00	1.27053	1.27075	1.27038	1.27043	409	0	8
2024.01.19	00:00:00	1.27043	1.27119	1.27038	1.27110	1234	0	1
2024.01.19	01:00:00	1.27072	1.27119	1.27057	1.27083	2014	0	1
2024.01.19	02:00:00	1.27083	1.27098	1.26998	1.27070	3245	0	1
2024.01.19	03:00:00	1.27070	1.27143	1.27013	1.27109	3012	0	1
2024.01.19	04:00:00	1.27109	1.27142	1.27078	1.27126	1592	0	1
2024.01.19	05:00:00	1.27126	1.27131	1.27065	1.27065	1122	0	1
2024.01.19	06:00:00	1.27068	1.27075	1.26960	1.26987	1947	0	1
2024.01.19	07:00:00	1.26987	1.27003	1.26908	1.26940	1817	0	1
2024.01.19	08:00:00	1.26940	1.26963	1.26711	1.26862	4989	0	1
2024.01.19	09:00:00	1.26861	1.26861	1.26655	1.26800	4370	0	1
2024.01.19	10:00:00	1.26799	1.26880	1.26721	1.26837	4103	0	1
2024.01.19	11:00:00	1.26837	1.26876	1.26700	1.26807	3575	0	1
2024.01.19	12:00:00	1.26807	1.26907	1.26780	1.26809	3158	0	1
2024.01.19	13:00:00	1.26812	1.26839	1.26757	1.26786	3037	0	1
2024.01.19	14:00:00	1.26786	1.26865	1.26711	1.26743	4790	0	1
2024.01.19	15:00:00	1.26741	1.26776	1.26612	1.26721	5462	0	1
2024.01.19	16:00:00	1.26758	1.26847	1.26612	1.26798	8109	0	1
2024.01.19	17:00:00	1.26797	1.26819	1.26652	1.26748	4573	0	1
2024.01.19	18:00:00	1.26750	1.26881	1.26679	1.26879	4100	0	1
2024.01.19	19:00:00	1.26879	1.26956	1.26822	1.26878	2504	0	1
2024.01.19	20:00:00	1.26878	1.26991	1.26872	1.26968	2788	0	1
2024.01.19	21:00:00	1.26967	1.27025	1.26946	1.27019	3154	0	1
2024.01.19	22:00:00	1.27016	1.27051	1.27011	1.27023	880	0	1
2024.01.21	23:00:00	1.26844	1.27000	1.26829	1.26899	391	0	25
2024.01.22	00:00:00	1.26899	1.27083	1.26899	1.26991	1961	0	1
2024.01.22	01:00:00	1.26990	1.27096	1.26959	1.27087	2915	0	1
2024.01.22	02:00:00	1.27087	1.27132	1.27027	1.27088	3267	0	1
2024.01.22	03:00:00	1.27089	1.27182	1.27070	1.27174	2607	0	1
2024.01.22	04:00:00	1.27173	1.27176	1.27107	1.27126	2026	0	1
2024.01.22	05:00:00	1.27126	1.27171	1.27119	1.27170	1303	0	1
2024.01.22	06:00:00	1.27170	1.27190	1.27120	1.27188	2076	0	1
2024.01.22	07:00:00	1.27188	1.27245	1.27131	1.27138	2471	0	1
2024.01.22	08:00:00	1.27138	1.27158	1.26976	1.27032	3536	0	1
2024.01.22	09:00:00	1.27032	1.27063	1.26868	1.26933	4311	0	1
