<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.07.11	1.38914	1.39101	1.37697	1.37703	246545	0	1
2021.07.18	1.37573	1.37871	1.35719	1.37540	222682	0	1
2021.07.25	1.37554	1.39832	1.37368	1.38921	163008	0	1
2021.08.01	1.38974	1.39575	1.38611	1.38743	140218	0	1
2021.08.08	1.38739	1.38945	1.37905	1.38642	116536	0	1
2021.08.15	1.38578	1.38780	1.36021	1.36201	108861	0	1
2021.08.22	1.36208	1.37807	1.36064	1.37680	111758	0	1
2021.08.29	1.37586	1.38915	1.37311	1.38820	124499	0	1
2021.09.05	1.38598	1.38884	1.37264	1.38417	145051	0	1
2021.09.12	1.38416	1.39130	1.37361	1.37387	136227	0	1
2021.09.19	1.37410	1.37505	1.36117	1.36608	165293	0	1
2021.09.26	1.36692	1.37289	1.34115	1.35532	205900	0	1
2021.10.03	1.35562	1.36581	1.35318	1.36208	188695	0	1
2021.10.10	1.36180	1.37731	1.35682	1.37472	152879	0	1
2021.10.17	1.37527	1.38344	1.37091	1.37529	165437	0	1
2021.10.24	1.37450	1.38295	1.36682	1.36920	197200	0	1
2021.10.31	1.36729	1.36984	1.34242	1.34851	191774	0	1
2021.11.07	1.34877	1.36073	1.33531	1.34195	178567	0	1
2021.11.14	1.34084	1.35135	1.33960	1.34465	191834	0	1
2021.11.21	1.34490	1.34620	1.32783	1.33453	212072	0	1
2021.11.28	1.33398	1.33703	1.31946	1.32280	240507	0	1
2021.12.05	1.32306	1.32891	1.31605	1.32670	172152	0	1
2021.12.12	1.32588	1.33745	1.31721	1.32404	171280	0	1
2021.12.19	1.32393	1.34374	1.31734	1.33915	153541	0	1
2021.12.26	1.33938	1.35501	1.33868	1.35293	92597	0	1
2022.01.02	1.35268	1.35984	1.34307	1.35944	139707	0	1
2022.01.09	1.35774	1.37485	1.35326	1.36831	155833	0	1
2022.01.16	1.36742	1.36897	1.35451	1.35526	191361	0	1
2022.01.23	1.35524	1.35653	1.33580	1.33963	241362	0	1
2022.01.30	1.33960	1.36277	1.33845	1.35325	210739	0	1
2022.02.06	1.35359	1.36436	1.34903	1.35526	219088	0	1
2022.02.13	1.35526	1.36428	1.34864	1.35966	243737	0	1
2022.02.20	1.35856	1.36382	1.32728	1.34114	301026	0	1
2022.02.27	1.33246	1.34373	1.32027	1.32357	314850	0	1
2022.03.06	1.32228	1.32365	1.30274	1.30340	381214	0	1
2022.03.13	1.30375	1.32105	1.29994	1.31763	376234	0	50
2022.03.20	1.31687	1.32983	1.31198	1.31830	532786	0	1
2022.03.27	1.31785	1.31850	1.30505	1.31113	445805	0	1
2022.04.03	1.30914	1.31666	1.29819	1.30335	362603	0	1
2022.04.10	1.30293	1.31471	1.29730	1.30584	373578	0	1
2022.04.17	1.30496	1.30899	1.28226	1.28387	350228	0	1
2022.04.24	1.28289	1.28397	1.24115	1.25769	400721	0	1
2022.05.01	1.25810	1.26378	1.22760	1.23359	376572	0	1
2022.05.08	1.23401	1.24059	1.21557	1.22592	520967	0	1
2022.05.15	1.22351	1.25245	1.22169	1.24918	502183	0	1
2022.05.22	1.24751	1.26670	1.24715	1.26293	450688	0	1
2022.05.29	1.26165	1.26596	1.24587	1.24856	429828	0	1
2022.06.05	1.24889	1.25996	1.23011	1.23106	565932	0	1
2022.06.12	1.23149	1.24063	1.19336	1.22174	1039469	0	1
2022.06.19	1.22139	1.23241	1.21609	1.22716	670370	0	1
2022.06.26	1.22592	1.23324	1.19757	1.20935	693696	0	1
2022.07.03	1.20997	1.21652	1.18753	1.20339	742279	0	1
2022.07.10	1.20059	1.20369	1.17596	1.18634	791530	0	1
2022.07.17	1.18657	1.20641	1.18624	1.20051	620452	0	1
2022.07.24	1.20004	1.22457	1.19599	1.21827	692681	0	1
2022.07.31	1.21720	1.22934	1.20031	1.20733	733270	0	1
2022.08.07	1.20682	1.22768	1.20471	1.21359	595655	0	1
2022.08.14	1.21374	1.21481	1.17920	1.18247	593311	0	1
2022.08.21	1.18229	1.19011	1.17173	1.17379	575021	0	1
2022.08.28	1.17325	1.17605	1.14957	1.15118	645314	0	1
2022.09.04	1.14827	1.16479	1.14049	1.15861	673419	0	1
2022.09.11	1.16338	1.17379	1.13503	1.14221	622345	0	1
2022.09.18	1.14112	1.14606	1.08393	1.08449	787837	0	1
2022.09.25	1.07959	1.12341	1.03501	1.11533	1314691	0	1
2022.10.02	1.11625	1.14955	1.10553	1.10852	1021460	0	1
2022.10.09	1.10844	1.13807	1.09230	1.11773	1055350	0	1
2022.10.16	1.12196	1.14396	1.10605	1.12933	1047908	0	1
2022.10.23	1.13779	1.16458	1.12578	1.16144	1135813	0	1
2022.10.30	1.15847	1.16136	1.11448	1.13729	936811	0	1
2022.11.06	1.13115	1.18547	1.12906	1.18329	985438	0	1
2022.11.13	1.17996	1.20288	1.17100	1.18844	962928	0	1
2022.11.20	1.18928	1.21538	1.17785	1.20841	705187	0	1
2022.11.27	1.20549	1.23103	1.19004	1.22901	1011570	0	1
2022.12.04	1.22655	1.23446	1.21066	1.22600	853905	0	1
2022.12.11	1.22576	1.24464	1.21197	1.21524	871638	0	1
2022.12.18	1.21462	1.22420	1.19923	1.20486	755883	0	1
2022.12.25	1.20383	1.21254	1.20022	1.20930	514151	0	1
2023.01.01	1.20767	1.20994	1.18412	1.20955	712565	0	1
2023.01.08	1.20790	1.22482	1.20790	1.22335	794482	0	1
2023.01.15	1.22099	1.24358	1.21692	1.23998	747930	0	1
2023.01.22	1.24004	1.24479	1.22630	1.23986	649301	0	1
2023.01.29	1.23890	1.24175	1.20460	1.20511	754157	0	1
2023.02.05	1.20277	1.21939	1.19610	1.20583	667487	0	1
2023.02.12	1.20576	1.22691	1.19150	1.20406	647445	0	1
2023.02.19	1.20215	1.21475	1.19281	1.19392	567129	0	1
2023.02.26	1.19361	1.21429	1.19225	1.20441	615502	0	1
2023.03.05	1.20400	1.21134	1.18027	1.20313	571796	0	1
2023.03.12	1.20617	1.22036	1.20102	1.21756	799579	0	1
2023.03.19	1.22035	1.23434	1.21668	1.22299	544722	0	1
2023.03.26	1.22251	1.24231	1.22188	1.23303	410484	0	1
2023.04.02	1.23242	1.25251	1.22743	1.24119	383422	0	1
2023.04.09	1.24121	1.25463	1.23442	1.24152	409019	0	1
2023.04.16	1.24018	1.24740	1.23533	1.24442	404987	0	1
2023.04.23	1.24388	1.25838	1.23867	1.25675	389790	0	1
2023.04.30	1.25545	1.26523	1.24355	1.26313	404894	0	1
2023.05.07	1.26290	1.26797	1.24447	1.24482	331915	0	1
2023.05.14	1.24460	1.25463	1.23914	1.24465	321962	0	1
2023.05.21	1.24381	1.24722	1.23079	1.23504	397107	0	1
2023.05.28	1.23317	1.25444	1.23271	1.24504	363116	0	1
2023.06.04	1.24423	1.25900	1.23684	1.25805	349138	0	1
2023.06.11	1.25837	1.28479	1.24869	1.28206	425949	0	1
2023.06.18	1.28170	1.28390	1.26830	1.27165	510443	0	1
2023.06.25	1.27072	1.27594	1.25911	1.26944	437927	0	1
2023.07.02	1.26943	1.28492	1.26583	1.28383	362672	0	1
2023.07.09	1.28220	1.31421	1.27501	1.30909	400337	0	1
2023.07.16	1.30929	1.31253	1.28159	1.28540	367938	0	1
2023.07.23	1.28513	1.29955	1.27628	1.28466	403248	0	1
2023.07.30	1.28416	1.28723	1.26203	1.27496	374059	0	1
2023.08.06	1.27400	1.28183	1.26662	1.26963	335490	0	1
2023.08.13	1.26919	1.27873	1.26161	1.27340	389746	0	1
2023.08.20	1.27286	1.28000	1.25480	1.25771	347840	0	1
2023.08.27	1.25761	1.27464	1.25626	1.25885	340743	0	1
2023.09.03	1.25897	1.26420	1.24452	1.24611	315645	0	1
2023.09.10	1.24682	1.25480	1.23788	1.23853	308782	0	1
2023.09.17	1.23821	1.24246	1.22306	1.22366	283650	0	1
2023.09.24	1.22396	1.22715	1.21102	1.22023	346219	0	1
2023.10.01	1.21799	1.22614	1.20371	1.22336	382595	0	1
2023.10.08	1.21999	1.23373	1.21222	1.21374	374825	0	1
2023.10.15	1.21329	1.22193	1.20900	1.21636	396392	0	1
2023.10.22	1.21520	1.22885	1.20694	1.21213	341055	0	1
2023.10.29	1.21176	1.23890	1.20900	1.23798	348330	0	1
2023.11.05	1.23619	1.24281	1.21869	1.22233	294944	0	1
2023.11.12	1.22030	1.25056	1.21971	1.24641	307879	0	1
2023.11.19	1.24457	1.26151	1.24448	1.26020	287659	0	1
2023.11.26	1.25975	1.27329	1.25894	1.27103	362349	0	1
2023.12.03	1.27042	1.27246	1.25020	1.25490	394050	0	1
2023.12.10	1.25360	1.27939	1.25002	1.26747	405573	0	1
2023.12.17	1.26745	1.27616	1.26122	1.26984	366762	0	1
2023.12.24	1.26810	1.28274	1.26732	1.27338	241541	0	1
2023.12.31	1.27196	1.27707	1.26106	1.27162	344578	0	1
2024.01.07	1.27125	1.27854	1.26733	1.27504	359933	0	1
2024.01.14	1.27409	1.27654	1.25964	1.27023	405642	0	1
2024.01.21	1.26844	1.27747	1.26492	1.27043	366709	0	1
2024.01.28	1.26962	1.27721	1.26139	1.26338	424303	0	1
2024.02.04	1.26220	1.26429	1.25182	1.26300	355537	0	1
2024.02.11	1.26207	1.26862	1.25356	1.26001	343026	0	1
2024.02.18	1.26023	1.27091	1.25791	1.26700	324138	0	1
2024.02.25	1.26712	1.26992	1.25995	1.26550	329049	0	1
2024.03.03	1.26482	1.28932	1.26474	1.28576	351355	0	1
2024.03.10	1.28535	1.28619	1.27250	1.27361	323200	0	1
2024.03.17	1.27370	1.28030	1.25750	1.26001	314801	0	1
2024.03.24	1.25960	1.26678	1.25856	1.26233	207987	0	1
2024.03.31	1.26185	1.26833	1.25392	1.26363	265894	0	1
2024.04.07	1.26238	1.27091	1.24264	1.24504	365606	0	1
2024.04.14	1.24382	1.24984	1.23667	1.23714	469139	0	1
2024.04.21	1.23710	1.25405	1.22992	1.24930	348873	0	1
2024.04.28	1.24637	1.26342	1.24637	1.25469	403055	0	1
2024.05.05	1.25377	1.25941	1.24460	1.25236	284987	0	1
2024.05.12	1.25154	1.27115	1.25091	1.27002	307270	0	1
2024.05.19	1.26902	1.27609	1.26722	1.27361	333024	0	1
2024.05.26	1.27340	1.28004	1.26809	1.27418	318378	0	1
2024.06.02	1.27349	1.28172	1.26941	1.27223	371723	0	1
2024.06.09	1.27284	1.28605	1.26566	1.26867	397385	0	1
2024.06.16	1.26827	1.27397	1.26218	1.26410	311341	0	1
2024.06.23	1.26375	1.27024	1.26124	1.26439	325926	0	1
2024.06.30	1.26567	1.28169	1.26153	1.28145	281068	0	1
2024.07.07	1.27959	1.29905	1.27772	1.29870	302770	0	1
2024.07.14	1.29657	1.30440	1.29010	1.29108	343051	0	1
2024.07.21	1.29093	1.29419	1.28482	1.28668	332072	0	1
2024.07.28	1.28615	1.28880	1.27071	1.28046	416253	0	1
2024.08.04	1.28043	1.28165	1.26647	1.27580	638716	0	1
2024.08.11	1.27541	1.29458	1.27446	1.29446	323127	0	1
2024.08.18	1.29284	1.32299	1.29284	1.32181	361188	0	1
2024.08.25	1.32103	1.32659	1.31095	1.31298	399571	0	1
2024.09.01	1.31294	1.32372	1.30876	1.31302	443831	0	1
2024.09.08	1.31174	1.31576	1.30019	1.31236	513483	0	1
2024.09.15	1.31146	1.33402	1.31146	1.33216	580843	0	1
2024.09.22	1.33068	1.34341	1.32483	1.33722	630003	0	1
2024.09.29	1.33664	1.34228	1.30696	1.31209	701697	0	1
2024.10.06	1.31063	1.31344	1.30215	1.30655	490411	0	1
2024.10.13	1.30606	1.31028	1.29736	1.30488	484582	0	1
2024.10.20	1.30429	1.30577	1.29071	1.29595	453901	0	1
2024.10.27	1.29585	1.30433	1.28434	1.29189	612186	0	1
2024.11.03	1.29641	1.30478	1.28342	1.29190	798450	0	1
2024.11.10	1.28821	1.29258	1.25970	1.26147	647440	0	1
2024.11.17	1.26133	1.27144	1.24871	1.25315	588240	0	1
2024.11.24	1.25860	1.27497	1.25068	1.27339	640222	0	1
2024.12.01	1.27263	1.28112	1.26169	1.27423	601378	0	1
2024.12.08	1.27268	1.27987	1.26079	1.26219	548895	0	1
2024.12.15	1.26045	1.27286	1.24748	1.25679	575946	0	1
2024.12.22	1.25609	1.25926	1.25010	1.25750	322081	0	1
2024.12.29	1.25731	1.26072	1.23527	1.24220	416242	0	1
2025.01.05	1.24214	1.25757	1.21912	1.22070	645231	0	1
2025.01.12	1.21994	1.23060	1.20994	1.21673	658206	0	1
2025.01.19	1.21581	1.25016	1.21581	1.24841	705514	0	1
2025.01.26	1.24669	1.25230	1.23860	1.23914	731957	0	1
2025.02.02	1.23047	1.25498	1.22491	1.23994	873536	0	1
2025.02.09	1.23618	1.26303	1.23322	1.25847	599256	0	1
2025.02.16	1.25748	1.26785	1.25631	1.26304	459749	0	1
2025.02.23	1.26255	1.27158	1.25591	1.25783	567597	0	1
2025.03.02	1.25808	1.29444	1.25779	1.29224	784342	0	1
2025.03.09	1.29129	1.29890	1.28612	1.29375	610191	0	1
2025.03.16	1.29155	1.30146	1.28876	1.29139	425414	0	1
2025.03.23	1.28953	1.29920	1.28709	1.29426	433091	0	1
2025.03.30	1.29313	1.32076	1.28515	1.28848	735839	0	1
2025.04.06	1.28265	1.31451	1.27083	1.30732	1246455	0	1
2025.04.13	1.30828	1.32988	1.30633	1.32919	982272	0	1
2025.04.20	1.32733	1.34234	1.32333	1.33293	478740	0	1
2025.04.27	1.32987	1.34439	1.32603	1.32737	304521	0	1
2025.05.04	1.32610	1.34023	1.32119	1.32968	308215	0	1
2025.05.11	1.32584	1.33601	1.31397	1.32829	332648	0	1
2025.05.18	1.32697	1.35392	1.32663	1.35344	320150	0	1
2025.05.25	1.35223	1.35930	1.34152	1.34565	290416	0	1
2025.06.01	1.34612	1.36162	1.34497	1.35253	299840	0	1
2025.06.08	1.35228	1.36321	1.34561	1.35685	295507	0	1
2025.06.15	1.35479	1.36221	1.33826	1.34475	302104	0	1
2025.06.22	1.33961	1.37706	1.33702	1.37186	312855	0	1
2025.06.29	1.36979	1.37886	1.35625	1.36445	298119	0	1
2025.07.06	1.36383	1.36576	1.34810	1.34928	287436	0	1
2025.07.13	1.34907	1.35042	1.33646	1.34079	286981	0	1
2025.07.20	1.34010	1.35883	1.34010	1.34295	268697	0	7
2025.07.27	1.34251	1.34526	1.31400	1.32824	331674	0	7
2025.08.03	1.32771	1.34582	1.32534	1.34452	294615	0	7
2025.08.10	1.34408	1.35945	1.33990	1.35550	253748	0	7
2025.08.17	1.35499	1.35648	1.33902	1.35254	239475	0	1
2025.08.24	1.35125	1.35304	1.34162	1.35027	274834	0	7
2025.08.31	1.34927	1.35542	1.33329	1.35058	288750	0	7
2025.09.07	1.34930	1.35901	1.34821	1.35593	288220	0	7
2025.09.14	1.35446	1.37260	1.34627	1.34688	302296	0	7
2025.09.21	1.34599	1.35361	1.33230	1.34032	278118	0	7
2025.09.28	1.33887	1.35270	1.33850	1.34787	281223	0	7
2025.10.05	1.34296	1.34893	1.32610	1.33517	304014	0	7
2025.10.12	1.33419	1.34710	1.32480	1.34250	345902	0	7
2025.10.19	1.34229	1.34428	1.32870	1.33090	299464	0	7
2025.10.26	1.33161	1.33692	1.30964	1.31431	305728	0	7
2025.11.02	1.31256	1.31744	1.30094	1.31588	260457	0	7
2025.11.09	1.31451	1.32153	1.30842	1.31734	281645	0	5
2025.11.16	1.31485	1.31930	1.30373	1.31016	329666	0	5
2025.11.23	1.30939	1.32678	1.30804	1.32345	360822	0	5
2025.11.30	1.32238	1.33848	1.31793	1.33271	301872	0	5
2025.12.07	1.33165	1.34381	1.32872	1.33670	322426	0	5
2025.12.14	1.33707	1.34559	1.33114	1.33751	345928	0	5
2025.12.21	1.33765	1.35340	1.33713	1.34958	251789	0	5
2025.12.28	1.34829	1.35303	1.34014	1.34596	247834	0	5
2026.01.04	1.34449	1.35675	1.33921	1.33971	332249	0	5
2026.01.11	1.33905	1.34946	1.33622	1.33744	283694	0	5
2026.01.18	1.33435	1.36450	1.33384	1.36424	309361	0	5
2026.01.25	1.36599	1.38687	1.36427	1.36830	474731	0	5
2026.02.01	1.36878	1.37329	1.35082	1.36083	391243	0	6
2026.02.08	1.35900	1.37117	1.35861	1.36503	337612	0	6
2026.02.15	1.36376	1.36614	1.34338	1.34838	274372	0	6
2026.02.22	1.34768	1.35749	1.34395	1.34776	300527	0	5
2026.03.01	1.34019	1.34556	1.32529	1.33982	545784	0	5
2026.03.08	1.33354	1.34831	1.32179	1.32206	507306	0	5
2026.03.15	1.32313	1.34669	1.32189	1.33425	444888	0	5
2026.03.22	1.33057	1.34790	1.32566	1.32684	505381	0	5
2026.03.29	1.32561	1.33459	1.31586	1.31885	390514	0	7
2026.04.05	1.31868	1.34841	1.31779	1.34678	415631	0	3
