<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.07.22	1.27303	1.27431	1.26438	1.27330	52449	0	1
2020.07.23	1.27321	1.27597	1.26730	1.27399	49232	0	1
2020.07.24	1.27389	1.28029	1.27169	1.27895	41523	0	1
2020.07.27	1.27903	1.29027	1.27773	1.28806	50389	0	1
2020.07.28	1.28796	1.29521	1.28378	1.29305	48102	0	1
2020.07.29	1.29297	1.30130	1.29117	1.29948	48284	0	1
2020.07.30	1.29944	1.31024	1.29443	1.30942	55615	0	1
2020.07.31	1.30933	1.31699	1.30762	1.30922	60541	0	1
2020.08.03	1.30751	1.31121	1.30044	1.30744	49534	0	1
2020.08.04	1.30751	1.31078	1.29808	1.30711	45509	0	1
2020.08.05	1.30701	1.31612	1.30538	1.31132	45731	0	1
2020.08.06	1.31124	1.31853	1.31110	1.31422	57801	0	1
2020.08.07	1.31404	1.31504	1.30090	1.30527	50715	0	1
2020.08.10	1.30590	1.31029	1.30185	1.30709	37274	0	1
2020.08.11	1.30705	1.31317	1.30413	1.30470	48075	0	1
2020.08.12	1.30498	1.30671	1.30047	1.30326	50391	0	1
2020.08.13	1.30315	1.31246	1.30245	1.30659	43025	0	1
2020.08.14	1.30654	1.31423	1.30479	1.30891	39268	0	1
2020.08.17	1.30831	1.31213	1.30737	1.31034	37064	0	1
2020.08.18	1.31019	1.32492	1.30950	1.32376	44985	0	1
2020.08.19	1.32367	1.32667	1.30935	1.30971	52283	0	1
2020.08.20	1.30968	1.32242	1.30643	1.32129	58861	0	1
2020.08.21	1.32130	1.32552	1.30588	1.30923	54237	0	1
2020.08.24	1.30820	1.31484	1.30535	1.30625	40942	0	1
2020.08.25	1.30614	1.31703	1.30550	1.31503	49544	0	1
2020.08.26	1.31493	1.32186	1.31168	1.32084	43677	0	1
2020.08.27	1.32082	1.32839	1.31607	1.31987	62066	0	1
2020.08.28	1.32011	1.33563	1.31859	1.33323	54572	0	1
2020.08.31	1.33448	1.33952	1.33014	1.33677	46789	0	1
2020.09.01	1.33670	1.34820	1.33559	1.33825	58853	0	1
2020.09.02	1.33824	1.34021	1.32830	1.33505	54241	0	1
2020.09.03	1.33502	1.33590	1.32419	1.32801	55896	0	1
2020.09.04	1.32802	1.33189	1.31755	1.32817	54237	0	1
2020.09.07	1.32570	1.32674	1.31402	1.31619	37329	0	1
2020.09.08	1.31618	1.31715	1.29795	1.29801	54797	0	1
2020.09.09	1.29821	1.30226	1.28846	1.30013	51520	0	1
2020.09.10	1.30017	1.30349	1.27725	1.28036	61751	0	1
2020.09.11	1.28035	1.28650	1.27620	1.27919	48370	0	1
2020.09.14	1.27805	1.29189	1.27744	1.28458	40210	0	1
2020.09.15	1.28445	1.29257	1.28146	1.28884	38272	0	1
2020.09.16	1.28882	1.30074	1.28747	1.29662	53304	0	1
2020.09.17	1.29681	1.29990	1.28643	1.29725	72146	0	1
2020.09.18	1.29729	1.29996	1.29160	1.29320	47675	0	1
2020.09.21	1.29275	1.29660	1.27750	1.28156	55388	0	1
2020.09.22	1.28167	1.28666	1.27107	1.27291	55748	0	1
2020.09.23	1.27297	1.27767	1.26748	1.27215	57296	0	1
2020.09.24	1.27221	1.27805	1.26902	1.27407	64597	0	1
2020.09.25	1.27407	1.28051	1.26870	1.27273	46329	0	1
2020.09.28	1.27622	1.29296	1.27508	1.28311	47024	0	1
2020.09.29	1.28316	1.29024	1.28223	1.28587	51005	0	1
2020.09.30	1.28602	1.29419	1.28051	1.29165	65681	0	1
2020.10.01	1.29170	1.29784	1.28185	1.28859	64828	0	1
2020.10.02	1.28924	1.29539	1.28360	1.29318	65669	0	1
2020.10.05	1.29255	1.29905	1.28992	1.29764	43189	0	1
2020.10.06	1.29767	1.30067	1.28664	1.28711	54072	0	1
2020.10.07	1.28712	1.29293	1.28442	1.29144	51294	0	1
2020.10.08	1.29134	1.29699	1.28906	1.29360	42978	0	1
2020.10.09	1.29357	1.30400	1.29203	1.30371	38673	0	1
2020.10.12	1.30245	1.30823	1.30051	1.30620	36161	0	1
2020.10.13	1.30637	1.30681	1.29216	1.29348	46380	0	1
2020.10.14	1.29349	1.30643	1.28625	1.30114	47092	0	1
2020.10.15	1.30114	1.30295	1.28900	1.29025	54018	0	1
2020.10.16	1.29022	1.29621	1.28562	1.29276	44958	0	1
2020.10.19	1.28950	1.30241	1.28929	1.29421	45210	0	1
2020.10.20	1.29421	1.29793	1.29105	1.29469	42365	0	1
2020.10.21	1.29463	1.31764	1.29373	1.31454	51246	0	1
2020.10.22	1.31421	1.31527	1.30700	1.30801	46147	0	1
2020.10.23	1.30894	1.31218	1.30187	1.30346	40086	0	1
2020.10.26	1.30528	1.30748	1.29925	1.30161	46920	0	1
2020.10.27	1.30161	1.30794	1.30003	1.30420	40904	0	1
2020.10.28	1.30420	1.30635	1.29160	1.29841	57852	0	1
2020.10.29	1.29822	1.30256	1.28804	1.29256	58312	0	1
2020.10.30	1.29256	1.29877	1.28987	1.29530	57305	0	1
2020.11.02	1.29216	1.29424	1.28535	1.29154	44970	0	1
2020.11.03	1.29154	1.30784	1.29073	1.30576	36867	0	1
2020.11.04	1.30573	1.31398	1.29137	1.29860	80452	0	1
2020.11.05	1.29858	1.31548	1.29294	1.31452	147876	0	1
2020.11.06	1.31452	1.31771	1.30923	1.31576	149849	0	1
2020.11.09	1.31547	1.32083	1.31182	1.31632	175614	0	1
2020.11.10	1.31627	1.32783	1.31544	1.32692	160629	0	1
2020.11.11	1.32692	1.33138	1.31909	1.32205	114931	0	1
2020.11.12	1.32205	1.32283	1.31060	1.31150	104698	0	1
2020.11.13	1.31144	1.31918	1.31089	1.31795	84920	0	1
2020.11.16	1.31602	1.32426	1.31594	1.31964	98178	0	1
2020.11.17	1.31967	1.32727	1.31789	1.32449	99231	0	1
2020.11.18	1.32449	1.33121	1.32433	1.32657	87068	0	1
2020.11.19	1.32709	1.32790	1.31956	1.32599	97012	0	1
2020.11.20	1.32604	1.32969	1.32448	1.32800	81673	0	1
2020.11.23	1.32873	1.33978	1.32636	1.33244	95921	0	1
2020.11.24	1.33250	1.33803	1.32925	1.33585	104800	0	1
2020.11.25	1.33586	1.33934	1.33038	1.33860	96349	0	1
2020.11.26	1.33723	1.33977	1.33217	1.33567	57715	0	1
2020.11.27	1.33566	1.33817	1.32929	1.33034	69516	0	1
2020.11.30	1.33266	1.33845	1.33052	1.33224	94300	0	1
2020.12.01	1.33201	1.34426	1.33155	1.34186	91787	0	1
2020.12.02	1.34199	1.34409	1.32873	1.33645	95733	0	1
2020.12.03	1.33656	1.35001	1.33473	1.34505	79110	0	1
2020.12.04	1.34401	1.35397	1.34109	1.34340	87733	0	1
2020.12.07	1.34093	1.34377	1.32243	1.33789	94156	0	1
2020.12.08	1.33772	1.33933	1.32894	1.33575	98828	0	1
2020.12.09	1.33539	1.34777	1.33485	1.34017	81621	0	1
2020.12.10	1.34020	1.34105	1.32454	1.32909	102405	0	1
2020.12.11	1.32945	1.33244	1.31338	1.32241	88504	0	1
2020.12.14	1.33427	1.34450	1.32899	1.33288	94306	0	1
2020.12.15	1.33238	1.34699	1.32801	1.34575	98818	0	1
2020.12.16	1.34573	1.35538	1.34342	1.35078	94769	0	1
2020.12.17	1.35081	1.36245	1.34951	1.35832	85801	0	1
2020.12.18	1.35854	1.35896	1.34712	1.35045	74777	0	1
2020.12.21	1.33952	1.34987	1.31877	1.34608	118344	0	1
2020.12.22	1.34617	1.34692	1.33039	1.33586	101867	0	1
2020.12.23	1.33593	1.35703	1.33519	1.34904	105108	0	1
2020.12.24	1.34908	1.36193	1.34876	1.35336	69180	0	1
2020.12.28	1.35441	1.35762	1.34293	1.34511	74871	0	1
2020.12.29	1.34507	1.35225	1.34392	1.35003	87063	0	1
2020.12.30	1.35003	1.36253	1.34902	1.36237	86197	0	1
2020.12.31	1.36234	1.36863	1.36040	1.36745	83170	0	1
2021.01.04	1.36452	1.37037	1.35418	1.35680	104056	0	1
2021.01.05	1.35679	1.36421	1.35540	1.36255	97393	0	1
2021.01.06	1.36252	1.36711	1.35385	1.36078	130167	0	1
2021.01.07	1.36065	1.36332	1.35326	1.35625	97410	0	1
2021.01.08	1.35626	1.36356	1.35380	1.35653	106483	0	1
2021.01.11	1.35402	1.35688	1.34508	1.35116	95423	0	1
2021.01.12	1.35112	1.36700	1.35040	1.36626	93047	0	1
2021.01.13	1.36625	1.37008	1.36117	1.36338	86416	0	1
2021.01.14	1.36352	1.37110	1.36160	1.36862	91933	0	1
2021.01.15	1.36858	1.36975	1.35724	1.35877	87323	0	1
2021.01.18	1.35870	1.35987	1.35196	1.35851	68189	0	1
2021.01.19	1.35853	1.36364	1.35730	1.36325	78451	0	1
2021.01.20	1.36291	1.37186	1.36225	1.36504	85549	0	1
2021.01.21	1.36506	1.37462	1.36476	1.37304	80449	0	1
2021.01.22	1.37311	1.37357	1.36356	1.36842	70650	0	1
2021.01.25	1.36793	1.37237	1.36487	1.36743	77208	0	1
2021.01.26	1.36744	1.37441	1.36099	1.37359	70048	0	1
2021.01.27	1.37362	1.37586	1.36590	1.36853	94235	0	1
2021.01.28	1.36852	1.37455	1.36301	1.37181	101305	0	1
2021.01.29	1.37186	1.37514	1.36573	1.37091	93839	0	1
2021.02.01	1.37029	1.37579	1.36564	1.36601	85137	0	1
2021.02.02	1.36596	1.37105	1.36113	1.36672	79984	0	1
2021.02.03	1.36669	1.36831	1.36193	1.36435	77118	0	1
2021.02.04	1.36428	1.36977	1.35647	1.36715	81986	0	1
2021.02.05	1.36715	1.37399	1.36603	1.37282	82068	0	1
2021.02.08	1.37169	1.37492	1.36802	1.37379	80436	0	1
2021.02.09	1.37376	1.38206	1.37312	1.38154	81855	0	1
2021.02.10	1.38154	1.38659	1.38024	1.38314	68324	0	1
2021.02.11	1.38303	1.38591	1.38005	1.38143	67360	0	1
2021.02.12	1.38127	1.38623	1.37756	1.38504	72187	0	1
2021.02.15	1.38462	1.39191	1.38462	1.38997	62853	0	1
2021.02.16	1.38995	1.39521	1.38694	1.39021	98552	0	1
2021.02.17	1.39014	1.39076	1.38296	1.38596	104013	0	1
2021.02.18	1.38626	1.39857	1.38396	1.39725	93173	0	1
2021.02.19	1.39725	1.40362	1.39511	1.40136	84663	0	1
2021.02.22	1.40092	1.40861	1.39803	1.40608	98081	0	1
2021.02.23	1.40608	1.41172	1.40543	1.41126	90005	0	1
2021.02.24	1.41125	1.42409	1.40821	1.41389	114088	0	1
2021.02.25	1.41378	1.41817	1.40001	1.40070	140714	0	3
2021.02.26	1.40091	1.40262	1.38877	1.39455	166559	0	3
2021.03.01	1.39284	1.39991	1.39038	1.39247	123418	0	3
2021.03.02	1.39241	1.39769	1.38588	1.39517	103137	0	2
2021.03.03	1.39515	1.40062	1.39207	1.39486	93768	0	3
2021.03.04	1.39478	1.40165	1.38799	1.38936	118092	0	3
2021.03.05	1.38927	1.39065	1.37778	1.38433	100592	0	7
2021.03.08	1.37976	1.38645	1.37976	1.38198	139361	0	9
2021.03.09	1.38202	1.39250	1.38014	1.38866	127174	0	7
2021.03.10	1.38855	1.39377	1.38449	1.39332	116565	0	7
2021.03.11	1.39331	1.39950	1.39170	1.39900	104527	0	4
2021.03.12	1.39891	1.40046	1.38628	1.39245	102290	0	2
2021.03.15	1.39165	1.39496	1.38530	1.39001	94265	0	4
2021.03.16	1.38996	1.39056	1.38088	1.38915	90777	0	7
2021.03.17	1.38924	1.39703	1.38505	1.39593	95970	0	4
2021.03.18	1.39592	1.40009	1.38969	1.39276	114472	0	8
2021.03.19	1.39277	1.39588	1.38304	1.38669	97764	0	7
2021.03.22	1.38366	1.38763	1.38171	1.38583	77649	0	4
2021.03.23	1.38583	1.38640	1.37401	1.37494	87848	0	3
2021.03.24	1.37494	1.37568	1.36736	1.36866	79756	0	5
2021.03.25	1.36866	1.37448	1.36698	1.37380	84825	0	2
2021.03.26	1.37376	1.38119	1.37324	1.37868	64037	0	4
2021.03.29	1.37762	1.38464	1.37548	1.37598	67536	0	4
2021.03.30	1.37601	1.37832	1.37057	1.37390	66153	0	4
2021.03.31	1.37385	1.38115	1.37156	1.37797	68626	0	3
2021.04.01	1.37816	1.38360	1.37458	1.38316	65157	0	2
2021.04.02	1.38320	1.38514	1.38096	1.38226	47991	0	4
2021.04.05	1.38104	1.39130	1.38104	1.38986	42332	0	3
2021.04.06	1.38986	1.39182	1.38016	1.38221	59929	0	4
2021.04.07	1.38217	1.38393	1.37238	1.37371	66480	0	5
2021.04.08	1.37370	1.37822	1.37184	1.37325	54799	0	5
2021.04.09	1.37319	1.37504	1.36696	1.37186	51277	0	2
2021.04.12	1.37012	1.37760	1.36684	1.37387	52659	0	2
2021.04.13	1.37401	1.37682	1.36934	1.37507	57974	0	3
2021.04.14	1.37500	1.38081	1.37459	1.37773	46068	0	4
2021.04.15	1.37773	1.38085	1.37611	1.37829	49938	0	3
2021.04.16	1.37824	1.38357	1.37157	1.38332	45251	0	3
2021.04.19	1.38244	1.39922	1.38092	1.39846	60799	0	1
2021.04.20	1.39853	1.40087	1.39257	1.39371	53523	0	3
2021.04.21	1.39371	1.39492	1.38856	1.39271	49579	0	1
2021.04.22	1.39272	1.39496	1.38238	1.38383	57259	0	1
2021.04.23	1.38381	1.38955	1.38304	1.38756	45083	0	1
2021.04.26	1.38690	1.39291	1.38642	1.38981	48121	0	1
2021.04.27	1.38980	1.39240	1.38588	1.39107	44130	0	1
2021.04.28	1.39110	1.39507	1.38611	1.39334	57540	0	1
2021.04.29	1.39331	1.39767	1.39267	1.39379	50108	0	1
2021.04.30	1.39379	1.39582	1.38028	1.38156	31477	0	1
2021.05.03	1.38146	1.39316	1.38012	1.39076	26518	0	1
2021.05.04	1.39076	1.39101	1.38383	1.38865	36039	0	1
2021.05.05	1.38865	1.39261	1.38762	1.39011	27726	0	1
2021.05.06	1.39011	1.39404	1.38567	1.38867	34876	0	1
2021.05.07	1.38867	1.40004	1.38855	1.39931	34828	0	1
2021.05.10	1.40021	1.41583	1.39931	1.41174	38872	0	1
2021.05.11	1.41174	1.41665	1.41039	1.41421	38260	0	1
2021.05.12	1.41407	1.41526	1.40498	1.40503	43550	0	1
2021.05.13	1.40541	1.40779	1.40055	1.40500	40903	0	1
2021.05.14	1.40500	1.41108	1.40360	1.41015	30463	0	1
2021.05.17	1.40987	1.41466	1.40772	1.41358	31825	0	1
2021.05.18	1.41358	1.42198	1.41315	1.41870	31858	0	1
2021.05.19	1.41870	1.42005	1.40993	1.41137	42875	0	1
2021.05.20	1.41137	1.41923	1.41011	1.41894	33759	0	1
2021.05.21	1.41894	1.42338	1.41404	1.41542	31851	0	1
2021.05.24	1.41565	1.41715	1.41112	1.41551	29339	0	1
2021.05.25	1.41551	1.42107	1.41154	1.41484	32995	0	1
2021.05.26	1.41484	1.41758	1.41121	1.41181	31460	0	1
2021.05.27	1.41181	1.42190	1.40915	1.42037	35735	0	1
2021.05.28	1.42037	1.42078	1.41360	1.41934	38102	0	1
2021.05.31	1.41836	1.42177	1.41637	1.42130	28090	0	1
2021.06.01	1.42130	1.42488	1.41466	1.41490	38617	0	1
2021.06.02	1.41490	1.41831	1.41115	1.41679	33967	0	1
2021.06.03	1.41704	1.42027	1.40860	1.41040	41114	0	1
2021.06.04	1.41040	1.42003	1.40832	1.41602	35126	0	1
2021.06.07	1.41540	1.41903	1.41112	1.41791	31260	0	1
2021.06.08	1.41791	1.41843	1.41209	1.41514	31233	0	1
2021.06.09	1.41514	1.41890	1.41098	1.41158	25004	0	1
2021.06.10	1.41158	1.41780	1.40732	1.41756	36560	0	1
2021.06.11	1.41756	1.41853	1.40956	1.41052	28510	0	1
2021.06.14	1.41049	1.41239	1.40700	1.41081	25056	0	1
2021.06.15	1.41081	1.41287	1.40342	1.40797	28039	0	1
2021.06.16	1.40797	1.41324	1.39822	1.39855	37772	0	1
2021.06.17	1.39855	1.40088	1.38958	1.39268	44070	0	1
2021.06.18	1.39268	1.39441	1.37951	1.38248	41910	0	1
2021.06.21	1.38098	1.39369	1.37861	1.39329	41347	0	1
2021.06.22	1.39347	1.39634	1.38601	1.39490	33591	0	1
2021.06.23	1.39490	1.40011	1.39240	1.39613	33221	0	1
2021.06.24	1.39605	1.39864	1.38895	1.39230	35287	0	1
2021.06.25	1.39230	1.39353	1.38712	1.38784	26915	0	1
2021.06.28	1.38842	1.39394	1.38709	1.38797	28807	0	1
2021.06.29	1.38797	1.38823	1.38140	1.38325	30322	0	1
2021.06.30	1.38365	1.38729	1.37984	1.38281	35917	0	1
2021.07.01	1.38293	1.38346	1.37528	1.37598	36718	0	1
2021.07.02	1.37570	1.38446	1.37312	1.38379	39791	0	1
2021.07.05	1.38276	1.38619	1.38170	1.38425	24344	0	1
2021.07.06	1.38423	1.38980	1.37728	1.37956	44043	0	1
2021.07.07	1.38034	1.38416	1.37538	1.37977	47066	0	1
2021.07.08	1.37992	1.38050	1.37416	1.37807	57114	0	1
2021.07.09	1.37847	1.38899	1.37554	1.38864	58002	0	1
2021.07.12	1.38914	1.39101	1.38391	1.38804	48702	0	1
2021.07.13	1.38813	1.39053	1.37999	1.38104	52554	0	1
2021.07.14	1.38095	1.38918	1.38012	1.38586	53028	0	1
2021.07.15	1.38555	1.38987	1.38047	1.38254	51945	0	1
2021.07.16	1.38236	1.38620	1.37697	1.37703	40316	0	1
2021.07.19	1.37573	1.37611	1.36548	1.36746	56424	0	1
2021.07.20	1.36737	1.36895	1.35719	1.36236	48875	0	1
2021.07.21	1.36234	1.37230	1.35910	1.37148	40932	0	1
2021.07.22	1.37088	1.37871	1.36906	1.37670	40469	0	1
2021.07.23	1.37565	1.37798	1.37199	1.37540	35982	0	1
2021.07.26	1.37554	1.38335	1.37368	1.38173	36475	0	1
2021.07.27	1.38180	1.38939	1.37668	1.38758	35739	0	1
2021.07.28	1.38801	1.39108	1.38430	1.38981	35926	0	1
2021.07.29	1.39030	1.39819	1.38980	1.39595	26874	0	1
2021.07.30	1.39551	1.39832	1.38879	1.38921	27994	0	1
2021.08.02	1.38974	1.39323	1.38757	1.38830	26728	0	1
2021.08.03	1.38804	1.39386	1.38755	1.39133	28508	0	1
2021.08.04	1.39132	1.39575	1.38855	1.38874	28435	0	1
2021.08.05	1.38877	1.39489	1.38723	1.39268	30824	0	1
2021.08.06	1.39267	1.39328	1.38611	1.38743	25723	0	1
2021.08.09	1.38739	1.38945	1.38409	1.38461	26870	0	1
2021.08.10	1.38449	1.38725	1.38276	1.38370	23106	0	1
2021.08.11	1.38355	1.38878	1.38026	1.38616	24669	0	1
2021.08.12	1.38658	1.38783	1.37947	1.38042	23557	0	1
2021.08.13	1.38059	1.38752	1.37905	1.38642	18334	0	1
2021.08.16	1.38578	1.38780	1.38277	1.38401	20796	0	1
2021.08.17	1.38388	1.38436	1.37262	1.37439	24806	0	1
2021.08.18	1.37281	1.37861	1.37190	1.37504	19799	0	1
2021.08.19	1.37508	1.37592	1.36320	1.36347	24809	0	1
2021.08.20	1.36327	1.36411	1.36021	1.36201	18651	0	1
2021.08.23	1.36208	1.37319	1.36064	1.37172	21663	0	1
2021.08.24	1.37170	1.37476	1.36937	1.37278	18456	0	1
2021.08.25	1.37278	1.37668	1.36966	1.37630	20394	0	1
2021.08.26	1.37605	1.37678	1.36893	1.36978	23344	0	1
2021.08.27	1.36962	1.37807	1.36799	1.37680	27901	0	1
2021.08.30	1.37586	1.37749	1.37339	1.37570	17579	0	1
2021.08.31	1.37587	1.38079	1.37428	1.37535	33582	0	1
2021.09.01	1.37490	1.37981	1.37311	1.37675	25634	0	1
2021.09.02	1.37671	1.38397	1.37661	1.38313	22664	0	1
2021.09.03	1.38324	1.38915	1.38178	1.38820	25040	0	1
2021.09.06	1.38598	1.38681	1.38185	1.38340	18738	0	1
2021.09.07	1.38328	1.38564	1.37677	1.37843	31592	0	1
2021.09.08	1.37839	1.37904	1.37264	1.37706	32445	0	1
2021.09.09	1.37702	1.38627	1.37533	1.38337	35654	0	1
2021.09.10	1.38345	1.38884	1.38305	1.38417	26622	0	1
2021.09.13	1.38416	1.38511	1.37971	1.38368	27061	0	1
2021.09.14	1.38375	1.39130	1.38035	1.38054	29009	0	1
2021.09.15	1.38086	1.38538	1.37924	1.38405	26390	0	1
2021.09.16	1.38402	1.38525	1.37645	1.37932	26169	0	1
2021.09.17	1.37918	1.38126	1.37361	1.37387	27598	0	1
2021.09.20	1.37410	1.37479	1.36407	1.36527	31153	0	1
2021.09.21	1.36553	1.36929	1.36412	1.36577	34097	0	1
2021.09.22	1.36562	1.36897	1.36119	1.36144	37619	0	1
2021.09.23	1.36121	1.37505	1.36117	1.37187	35412	0	1
2021.09.24	1.37202	1.37364	1.36579	1.36608	27012	0	1
2021.09.27	1.36692	1.37289	1.36579	1.36960	31587	0	1
2021.09.28	1.36998	1.37173	1.35205	1.35328	43106	0	1
2021.09.29	1.35396	1.35544	1.34115	1.34257	41510	0	1
2021.09.30	1.34244	1.35171	1.34155	1.34731	41846	0	1
2021.10.01	1.34706	1.35755	1.34335	1.35532	47851	0	1
2021.10.04	1.35562	1.36403	1.35318	1.36051	39307	0	1
2021.10.05	1.36050	1.36480	1.35844	1.36256	36470	0	1
2021.10.06	1.36252	1.36311	1.35438	1.35805	46052	0	1
2021.10.07	1.35805	1.36383	1.35705	1.36138	33127	0	1
2021.10.08	1.36164	1.36581	1.35863	1.36208	33739	0	1
2021.10.11	1.36180	1.36737	1.35842	1.35942	31411	0	1
2021.10.12	1.35937	1.36372	1.35682	1.35865	31556	0	1
2021.10.13	1.35883	1.36648	1.35746	1.36561	35158	0	1
2021.10.14	1.36557	1.37344	1.36535	1.36714	26456	0	1
2021.10.15	1.36712	1.37731	1.36674	1.37472	28298	0	1
2021.10.18	1.37527	1.37652	1.37091	1.37245	29168	0	1
2021.10.19	1.37255	1.38338	1.37182	1.37928	27363	0	1
2021.10.20	1.37925	1.38344	1.37421	1.38229	26181	0	1
2021.10.21	1.38199	1.38331	1.37763	1.37917	33279	0	1
2021.10.22	1.37873	1.38148	1.37360	1.37529	49446	0	1
2021.10.25	1.37450	1.37919	1.37417	1.37650	41982	0	1
2021.10.26	1.37598	1.38295	1.37567	1.37639	32658	0	1
2021.10.27	1.37584	1.37810	1.37094	1.37389	36295	0	1
2021.10.28	1.37337	1.38151	1.37221	1.37902	44688	0	1
2021.10.29	1.37915	1.38040	1.36682	1.36920	41577	0	1
2021.10.31	1.36729	1.36865	1.36729	1.36804	496	0	33
2021.11.01	1.36822	1.36931	1.36420	1.36617	37112	0	1
2021.11.02	1.36617	1.36677	1.36056	1.36151	35258	0	1
2021.11.03	1.36152	1.36920	1.36073	1.36824	40258	0	1
2021.11.04	1.36828	1.36984	1.34710	1.34991	41049	0	1
2021.11.05	1.34991	1.35088	1.34242	1.34851	37601	0	1
2021.11.07	1.34877	1.34936	1.34829	1.34879	1125	0	11
2021.11.08	1.34879	1.35798	1.34501	1.35622	31398	0	1
2021.11.09	1.35622	1.36073	1.35241	1.35580	34991	0	1
2021.11.10	1.35582	1.35650	1.33980	1.34077	48191	0	1
2021.11.11	1.34066	1.34330	1.33585	1.33636	33495	0	1
2021.11.12	1.33625	1.34261	1.33531	1.34195	29367	0	1
2021.11.14	1.34084	1.34204	1.34037	1.34137	1514	0	1
2021.11.15	1.34123	1.34493	1.34029	1.34077	30825	0	1
2021.11.16	1.34081	1.34727	1.34049	1.34240	40138	0	1
2021.11.17	1.34235	1.34961	1.33960	1.34903	41825	0	1
2021.11.18	1.34899	1.35135	1.34638	1.34966	35369	0	1
2021.11.19	1.34966	1.35094	1.34071	1.34465	42163	0	1
2021.11.21	1.34490	1.34620	1.34405	1.34429	2622	0	4
2021.11.22	1.34429	1.34495	1.33843	1.33935	39024	0	1
2021.11.23	1.33935	1.34092	1.33423	1.33757	40710	0	1
2021.11.24	1.33762	1.33898	1.33155	1.33275	40426	0	1
2021.11.25	1.33275	1.33535	1.33054	1.33179	34920	0	1
2021.11.26	1.33179	1.33552	1.32783	1.33453	54370	0	1
2021.11.28	1.33398	1.33417	1.33290	1.33326	234	0	33
2021.11.29	1.33288	1.33628	1.32874	1.33081	41071	0	1
2021.11.30	1.33086	1.33703	1.31946	1.32953	61228	0	1
2021.12.01	1.32960	1.33517	1.32615	1.32731	49641	0	1
2021.12.02	1.32742	1.33336	1.32709	1.33016	44205	0	1
2021.12.03	1.33039	1.33099	1.32087	1.32280	44128	0	1
2021.12.05	1.32306	1.32530	1.32257	1.32432	151	0	11
2021.12.06	1.32445	1.32862	1.32224	1.32538	33850	0	1
2021.12.07	1.32538	1.32891	1.32090	1.32388	32160	0	1
2021.12.08	1.32388	1.32611	1.31605	1.32041	42020	0	1
2021.12.09	1.32041	1.32218	1.31709	1.32200	31101	0	1
2021.12.10	1.32187	1.32753	1.31873	1.32670	32870	0	1
2021.12.12	1.32588	1.32628	1.32520	1.32526	322	0	11
2021.12.13	1.32527	1.32686	1.32068	1.32131	30376	0	1
2021.12.14	1.32093	1.32563	1.31909	1.32267	27328	0	1
2021.12.15	1.32267	1.32825	1.31721	1.32667	38378	0	1
2021.12.16	1.32635	1.33745	1.32414	1.33220	41111	0	1
2021.12.17	1.33213	1.33392	1.32400	1.32404	33765	0	1
2021.12.19	1.32393	1.32463	1.32323	1.32366	288	0	11
2021.12.20	1.32306	1.32444	1.31734	1.32075	32693	0	1
2021.12.21	1.32075	1.32707	1.31976	1.32624	28366	0	1
2021.12.22	1.32631	1.33637	1.32399	1.33477	26581	0	1
2021.12.23	1.33489	1.34374	1.33426	1.34121	23192	0	1
2021.12.24	1.34121	1.34190	1.33869	1.33915	42421	0	1
2021.12.26	1.33938	1.33967	1.33877	1.33954	32	0	33
2021.12.27	1.33959	1.34450	1.33868	1.34389	15441	0	1
2021.12.28	1.34389	1.34615	1.34148	1.34273	15497	0	1
2021.12.29	1.34273	1.34994	1.34087	1.34822	18904	0	1
2021.12.30	1.34822	1.35218	1.34542	1.34978	20656	0	1
2021.12.31	1.34978	1.35501	1.34653	1.35293	22067	0	1
2022.01.02	1.35268	1.35320	1.35214	1.35280	105	0	33
2022.01.03	1.35280	1.35341	1.34307	1.34725	23883	0	1
2022.01.04	1.34725	1.35574	1.34594	1.35205	27379	0	1
2022.01.05	1.35205	1.35984	1.35205	1.35503	29645	0	1
2022.01.06	1.35503	1.35589	1.34902	1.35339	31976	0	1
2022.01.07	1.35339	1.35968	1.35273	1.35944	26719	0	1
2022.01.09	1.35774	1.35949	1.35769	1.35876	232	0	1
2022.01.10	1.35856	1.36036	1.35326	1.35765	29292	0	1
2022.01.11	1.35762	1.36363	1.35616	1.36324	31019	0	1
2022.01.12	1.36324	1.37137	1.36206	1.37015	28825	0	1
2022.01.13	1.37017	1.37485	1.37005	1.37064	31339	0	1
2022.01.14	1.37087	1.37426	1.36532	1.36831	35126	0	1
2022.01.16	1.36742	1.36815	1.36635	1.36690	549	0	12
2022.01.17	1.36701	1.36897	1.36373	1.36407	25242	0	1
2022.01.18	1.36429	1.36613	1.35728	1.35971	43199	0	1
2022.01.19	1.35963	1.36489	1.35877	1.36092	39777	0	1
2022.01.20	1.36081	1.36617	1.35869	1.35954	39261	0	1
2022.01.21	1.35953	1.36019	1.35451	1.35526	43333	0	1
2022.01.23	1.35524	1.35538	1.35500	1.35524	56	0	34
2022.01.24	1.35526	1.35653	1.34403	1.34853	48500	0	1
2022.01.25	1.34854	1.35187	1.34362	1.35037	45005	0	1
2022.01.26	1.35031	1.35246	1.34444	1.34598	46355	0	1
2022.01.27	1.34591	1.34680	1.33580	1.33777	53342	0	1
2022.01.28	1.33783	1.34329	1.33651	1.33963	48104	0	1
2022.01.30	1.33960	1.34049	1.33926	1.33930	146	0	34
