<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.05.24	1.24183	1.24694	1.23577	1.23679	84527	0	1
2023.05.25	1.23676	1.23867	1.23079	1.23248	76156	0	1
2023.05.26	1.23249	1.23955	1.23108	1.23504	78847	0	1
2023.05.28	1.23317	1.23514	1.23317	1.23461	1041	0	1
2023.05.29	1.23461	1.23716	1.23350	1.23556	38096	0	1
2023.05.30	1.23554	1.24461	1.23271	1.24078	88334	0	1
2023.05.31	1.24078	1.24442	1.23479	1.24427	85246	0	1
2023.06.01	1.24427	1.25396	1.24006	1.25306	79444	0	1
2023.06.02	1.25307	1.25444	1.24416	1.24504	70955	0	1
2023.06.04	1.24423	1.24489	1.24360	1.24360	1532	0	1
2023.06.05	1.24360	1.24435	1.23684	1.24342	75233	0	1
2023.06.06	1.24343	1.24586	1.23916	1.24245	69408	0	1
2023.06.07	1.24245	1.25001	1.23944	1.24376	70141	0	1
2023.06.08	1.24376	1.25610	1.24366	1.25602	65808	0	1
2023.06.09	1.25602	1.25900	1.25339	1.25805	67016	0	1
2023.06.11	1.25837	1.25837	1.25539	1.25754	1372	0	1
2023.06.12	1.25754	1.25992	1.24869	1.25118	72102	0	1
2023.06.13	1.25112	1.26245	1.25103	1.26097	98067	0	1
2023.06.14	1.26097	1.26990	1.26005	1.26607	91584	0	1
2023.06.15	1.26605	1.27874	1.26296	1.27872	80416	0	1
2023.06.16	1.27872	1.28479	1.27683	1.28206	82408	0	1
2023.06.18	1.28170	1.28320	1.28170	1.28305	1334	0	1
2023.06.19	1.28305	1.28368	1.27699	1.27981	63410	0	1
2023.06.20	1.27981	1.28062	1.27136	1.27637	104974	0	1
2023.06.21	1.27636	1.28021	1.26911	1.27699	118740	0	1
2023.06.22	1.27699	1.28390	1.27256	1.27465	108291	0	1
2023.06.23	1.27472	1.27490	1.26830	1.27165	113694	0	1
2023.06.25	1.27072	1.27245	1.27049	1.27228	1742	0	1
2023.06.26	1.27226	1.27486	1.26879	1.27141	82006	0	1
2023.06.27	1.27143	1.27594	1.27035	1.27476	93475	0	1
2023.06.28	1.27476	1.27517	1.26064	1.26385	90871	0	1
2023.06.29	1.26385	1.26667	1.25911	1.26112	84730	0	1
2023.06.30	1.26112	1.27271	1.25993	1.26944	85103	0	1
2023.07.02	1.26943	1.27056	1.26889	1.26973	963	0	1
2023.07.03	1.26973	1.27230	1.26583	1.26889	68187	0	1
2023.07.04	1.26889	1.27391	1.26833	1.27128	49420	0	1
2023.07.05	1.27129	1.27351	1.26882	1.27014	63313	0	1
2023.07.06	1.27015	1.27808	1.26731	1.27409	98249	0	1
2023.07.07	1.27409	1.28492	1.27257	1.28383	82540	0	1
2023.07.09	1.28220	1.28415	1.28220	1.28371	1206	0	1
2023.07.10	1.28371	1.28683	1.27501	1.28628	74451	0	1
2023.07.11	1.28629	1.29379	1.28580	1.29359	66343	0	1
2023.07.12	1.29362	1.30002	1.29039	1.29911	92935	0	1
2023.07.13	1.29911	1.31406	1.29821	1.31306	83970	0	1
2023.07.14	1.31306	1.31421	1.30889	1.30909	81432	0	1
2023.07.16	1.30929	1.30979	1.30856	1.30924	1677	0	1
2023.07.17	1.30924	1.31087	1.30511	1.30760	72452	0	1
2023.07.18	1.30761	1.31253	1.30277	1.30404	83400	0	1
2023.07.19	1.30404	1.30405	1.28672	1.29363	71163	0	1
2023.07.20	1.29363	1.29643	1.28398	1.28714	61882	0	1
2023.07.21	1.28715	1.29040	1.28159	1.28540	77364	0	1
2023.07.23	1.28513	1.28576	1.28505	1.28531	1386	0	1
2023.07.24	1.28532	1.28836	1.27978	1.28188	85714	0	1
2023.07.25	1.28188	1.29048	1.28092	1.28950	67600	0	1
2023.07.26	1.28950	1.29602	1.28754	1.29347	75247	0	1
2023.07.27	1.29347	1.29955	1.27820	1.27984	83207	0	1
2023.07.28	1.27984	1.28872	1.27628	1.28466	90094	0	1
2023.07.30	1.28416	1.28561	1.28400	1.28534	1640	0	1
2023.07.31	1.28534	1.28723	1.28283	1.28376	54081	0	1
2023.08.01	1.28375	1.28387	1.27411	1.27963	68058	0	1
2023.08.02	1.27964	1.27995	1.26799	1.27156	83296	0	1
2023.08.03	1.27156	1.27281	1.26203	1.27132	88897	0	1
2023.08.04	1.27133	1.27923	1.26778	1.27496	78087	0	1
2023.08.06	1.27400	1.27556	1.27400	1.27529	1869	0	1
2023.08.07	1.27529	1.27890	1.27130	1.27817	59700	0	1
2023.08.08	1.27817	1.27854	1.26841	1.27389	67191	0	1
2023.08.09	1.27389	1.27818	1.27118	1.27173	60004	0	1
2023.08.10	1.27173	1.28183	1.26695	1.26727	79328	0	1
2023.08.11	1.26726	1.27386	1.26662	1.26963	67398	0	1
2023.08.13	1.26919	1.27019	1.26863	1.26883	1951	0	1
2023.08.14	1.26883	1.27146	1.26161	1.26849	73114	0	1
2023.08.15	1.26849	1.27524	1.26753	1.26998	86000	0	1
2023.08.16	1.26999	1.27663	1.26877	1.27300	78328	0	1
2023.08.17	1.27299	1.27873	1.27022	1.27456	79854	0	1
2023.08.18	1.27456	1.27653	1.26889	1.27340	70499	0	1
2023.08.20	1.27286	1.27393	1.27286	1.27363	1464	0	1
2023.08.21	1.27363	1.27668	1.27103	1.27563	62329	0	1
2023.08.22	1.27567	1.28000	1.27185	1.27299	63564	0	1
2023.08.23	1.27299	1.27644	1.26143	1.27200	73045	0	1
2023.08.24	1.27200	1.27285	1.25907	1.25982	67889	0	1
2023.08.25	1.25982	1.26540	1.25480	1.25771	79549	0	1
2023.08.27	1.25761	1.25849	1.25706	1.25790	929	0	1
2023.08.28	1.25790	1.26106	1.25655	1.26086	46653	0	1
2023.08.29	1.26085	1.26546	1.25626	1.26481	69242	0	1
2023.08.30	1.26482	1.27464	1.26185	1.27207	71958	0	1
2023.08.31	1.27208	1.27342	1.26524	1.26712	73278	0	1
2023.09.01	1.26711	1.27120	1.25772	1.25885	78683	0	1
2023.09.03	1.25897	1.25934	1.25876	1.25878	953	0	1
2023.09.04	1.25878	1.26420	1.25861	1.26278	41611	0	1
2023.09.05	1.26278	1.26315	1.25280	1.25688	79069	0	1
2023.09.06	1.25689	1.25876	1.24814	1.25000	75438	0	1
2023.09.07	1.25000	1.25083	1.24452	1.24700	63600	0	1
2023.09.08	1.24700	1.25142	1.24510	1.24611	54974	0	1
2023.09.10	1.24682	1.24831	1.24604	1.24782	1303	0	1
2023.09.11	1.24782	1.25480	1.24742	1.25117	57864	0	1
2023.09.12	1.25117	1.25297	1.24593	1.24939	50779	0	1
2023.09.13	1.24939	1.25117	1.24339	1.24917	70851	0	1
2023.09.14	1.24919	1.25059	1.23964	1.24086	71546	0	1
2023.09.15	1.24086	1.24454	1.23788	1.23853	56439	0	1
2023.09.17	1.23821	1.23913	1.23786	1.23897	676	0	1
2023.09.18	1.23897	1.24102	1.23701	1.23838	41075	0	1
2023.09.19	1.23838	1.24246	1.23694	1.23933	40526	0	1
2023.09.20	1.23933	1.24211	1.23315	1.23363	65947	0	1
2023.09.21	1.23362	1.23362	1.22342	1.22900	69670	0	1
2023.09.22	1.22901	1.22937	1.22306	1.22366	65756	0	1
2023.09.24	1.22396	1.22479	1.22360	1.22440	4107	0	1
2023.09.25	1.22440	1.22500	1.21939	1.22114	57926	0	1
2023.09.26	1.22114	1.22153	1.21525	1.21541	60395	0	1
2023.09.27	1.21540	1.21641	1.21102	1.21320	76733	0	1
2023.09.28	1.21318	1.22246	1.21199	1.22075	68087	0	1
2023.09.29	1.22075	1.22715	1.21803	1.22023	78971	0	1
2023.10.01	1.21799	1.22057	1.21755	1.21835	2693	0	1
2023.10.02	1.21835	1.22199	1.20858	1.20865	66226	0	1
2023.10.03	1.20865	1.21017	1.20522	1.20734	77575	0	1
2023.10.04	1.20734	1.21769	1.20371	1.21376	75466	0	1
2023.10.05	1.21376	1.21958	1.21076	1.21895	73520	0	1
2023.10.06	1.21895	1.22614	1.21057	1.22336	87115	0	1
2023.10.08	1.21999	1.22149	1.21989	1.22128	3290	0	1
2023.10.09	1.22134	1.22441	1.21630	1.22397	57952	0	1
2023.10.10	1.22396	1.22912	1.22116	1.22871	84175	0	1
2023.10.11	1.22893	1.23373	1.22675	1.23126	80302	0	1
2023.10.12	1.23126	1.23310	1.21717	1.21791	75696	0	1
2023.10.13	1.21791	1.22252	1.21222	1.21374	73410	0	1
2023.10.15	1.21329	1.21567	1.21311	1.21498	1955	0	1
2023.10.16	1.21498	1.22193	1.21428	1.22120	73229	0	1
2023.10.17	1.22120	1.22156	1.21328	1.21803	73507	0	1
2023.10.18	1.21802	1.22112	1.21369	1.21416	80756	0	1
2023.10.19	1.21416	1.21914	1.20900	1.21401	89806	0	1
2023.10.20	1.21398	1.21702	1.20928	1.21636	77139	0	1
2023.10.22	1.21520	1.21626	1.21500	1.21608	1506	0	1
2023.10.23	1.21608	1.22586	1.21430	1.22484	70701	0	1
2023.10.24	1.22484	1.22885	1.21533	1.21608	65249	0	1
2023.10.25	1.21608	1.21760	1.21014	1.21037	68111	0	1
2023.10.26	1.21037	1.21395	1.20694	1.21338	69893	0	1
2023.10.27	1.21338	1.21624	1.21052	1.21213	65595	0	1
2023.10.29	1.21176	1.21240	1.21140	1.21166	1409	0	1
2023.10.30	1.21168	1.21744	1.20900	1.21646	58329	0	1
2023.10.31	1.21646	1.22004	1.21196	1.21506	61452	0	1
2023.11.01	1.21506	1.21694	1.20956	1.21658	85938	0	1
2023.11.02	1.21657	1.22251	1.21551	1.21967	70485	0	1
2023.11.03	1.21967	1.23890	1.21843	1.23798	70717	0	1
2023.11.05	1.23619	1.23752	1.23619	1.23682	235	0	8
2023.11.06	1.23738	1.24281	1.23379	1.23453	52340	0	1
2023.11.07	1.23453	1.23471	1.22622	1.22996	54862	0	1
2023.11.08	1.22999	1.23010	1.22415	1.22832	61739	0	1
2023.11.09	1.22832	1.23084	1.22124	1.22232	67755	0	1
2023.11.10	1.22225	1.22375	1.21869	1.22233	58013	0	1
2023.11.12	1.22030	1.22279	1.21971	1.22272	609	0	8
2023.11.13	1.22275	1.22803	1.22228	1.22755	49253	0	1
2023.11.14	1.22755	1.25056	1.22651	1.24867	68977	0	1
2023.11.15	1.24867	1.24992	1.24033	1.24155	65469	0	1
2023.11.16	1.24155	1.24556	1.23761	1.24155	58078	0	1
2023.11.17	1.24132	1.24647	1.23736	1.24641	65493	0	1
2023.11.19	1.24457	1.24572	1.24448	1.24570	153	0	51
2023.11.20	1.24570	1.25172	1.24457	1.25028	64621	0	1
2023.11.21	1.25029	1.25589	1.25012	1.25294	66814	0	1
2023.11.22	1.25292	1.25491	1.24487	1.24947	65745	0	1
2023.11.23	1.24931	1.25679	1.24885	1.25283	41294	0	1
2023.11.24	1.25321	1.26151	1.25242	1.26020	49032	0	1
2023.11.26	1.25975	1.26054	1.25894	1.26037	174	0	10
2023.11.27	1.26037	1.26441	1.25909	1.26269	63315	0	1
2023.11.28	1.26269	1.27146	1.26069	1.26965	65340	0	1
2023.11.29	1.26961	1.27329	1.26645	1.26928	73262	0	1
2023.11.30	1.26929	1.27106	1.26032	1.26261	81688	0	1
2023.12.01	1.26249	1.27159	1.26137	1.27103	78570	0	1
2023.12.03	1.27042	1.27092	1.26924	1.27045	411	0	2
2023.12.04	1.27058	1.27246	1.26037	1.26311	82391	0	1
2023.12.05	1.26311	1.26518	1.25772	1.25865	82543	0	1
2023.12.06	1.25865	1.26134	1.25514	1.25595	63554	0	1
2023.12.07	1.25607	1.26121	1.25442	1.25902	78130	0	1
2023.12.08	1.25895	1.26014	1.25020	1.25490	87021	0	1
2023.12.10	1.25360	1.25422	1.25360	1.25401	198	0	59
2023.12.11	1.25402	1.25908	1.25348	1.25549	56689	0	1
2023.12.12	1.25548	1.26159	1.25142	1.25650	69018	0	1
2023.12.13	1.25654	1.26345	1.25002	1.26214	79670	0	1
2023.12.14	1.26214	1.27939	1.26118	1.27571	114735	0	1
2023.12.15	1.27559	1.27902	1.26681	1.26747	85263	0	1
2023.12.17	1.26745	1.26749	1.26587	1.26742	264	0	4
2023.12.18	1.26742	1.27035	1.26279	1.26472	61979	0	1
2023.12.19	1.26471	1.27616	1.26443	1.27275	67861	0	1
2023.12.20	1.27275	1.27327	1.26250	1.26378	75838	0	1
2023.12.21	1.26378	1.26956	1.26122	1.26756	77281	0	1
2023.12.22	1.26756	1.27441	1.26754	1.26984	83539	0	1
2023.12.25	1.26810	1.26901	1.26732	1.26901	104	0	21
2023.12.26	1.26901	1.27303	1.26843	1.27206	45143	0	1
2023.12.27	1.27206	1.28026	1.26985	1.28000	61696	0	1
2023.12.28	1.28000	1.28274	1.27124	1.27307	62087	0	1
2023.12.29	1.27307	1.27725	1.27004	1.27338	72511	0	1
2024.01.01	1.27196	1.27308	1.27147	1.27262	327	0	1
2024.01.02	1.27262	1.27597	1.26106	1.26184	85749	0	1
2024.01.03	1.26184	1.26765	1.26156	1.26650	86865	0	1
2024.01.04	1.26650	1.27296	1.26568	1.26844	76725	0	1
2024.01.05	1.26844	1.27707	1.26109	1.27162	94912	0	1
2024.01.07	1.27125	1.27151	1.27117	1.27147	263	0	18
2024.01.08	1.27147	1.27670	1.26733	1.27466	58638	0	1
2024.01.09	1.27467	1.27649	1.26894	1.27070	64471	0	1
2024.01.10	1.27073	1.27439	1.26861	1.27398	60083	0	1
2024.01.11	1.27398	1.27807	1.26900	1.27578	97627	0	1
2024.01.12	1.27578	1.27854	1.27194	1.27504	78851	0	1
2024.01.14	1.27409	1.27514	1.27390	1.27485	380	0	1
2024.01.15	1.27485	1.27654	1.27129	1.27265	50265	0	1
2024.01.16	1.27266	1.27274	1.26194	1.26382	97708	0	1
2024.01.17	1.26382	1.26963	1.25964	1.26711	92567	0	1
2024.01.18	1.26711	1.27082	1.26478	1.27043	89147	0	1
2024.01.19	1.27043	1.27143	1.26612	1.27023	75575	0	1
2024.01.21	1.26844	1.27000	1.26829	1.26899	391	0	25
2024.01.22	1.26899	1.27328	1.26868	1.27082	66428	0	1
2024.01.23	1.27065	1.27471	1.26492	1.26813	69538	0	1
2024.01.24	1.26812	1.27747	1.26800	1.27248	79567	0	1
2024.01.25	1.27249	1.27425	1.26816	1.27076	82997	0	1
2024.01.26	1.27076	1.27582	1.26755	1.27043	67788	0	1
2024.01.28	1.26962	1.27041	1.26962	1.27019	180	0	1
2024.01.29	1.27019	1.27189	1.26619	1.27091	61993	0	1
2024.01.30	1.27089	1.27208	1.26401	1.26982	70762	0	1
2024.01.31	1.26982	1.27505	1.26582	1.26858	111337	0	1
2024.02.01	1.26862	1.27553	1.26253	1.27426	99246	0	1
2024.02.02	1.27439	1.27721	1.26139	1.26338	80785	0	1
2024.02.04	1.26220	1.26348	1.26151	1.26286	556	0	1
2024.02.05	1.26283	1.26316	1.25182	1.25374	80998	0	1
2024.02.06	1.25373	1.26031	1.25299	1.25997	79712	0	1
2024.02.07	1.25969	1.26417	1.25964	1.26270	68609	0	1
2024.02.08	1.26270	1.26385	1.25716	1.26161	65573	0	1
2024.02.09	1.26161	1.26429	1.25989	1.26300	60089	0	1
2024.02.11	1.26207	1.26245	1.26188	1.26205	332	0	85
2024.02.12	1.26205	1.26543	1.26059	1.26264	58482	0	1
2024.02.13	1.26264	1.26862	1.25729	1.25927	76944	0	1
2024.02.14	1.25931	1.26106	1.25356	1.25634	71234	0	1
2024.02.15	1.25637	1.26019	1.25413	1.26012	65394	0	1
2024.02.16	1.26010	1.26241	1.25504	1.26001	70640	0	1
2024.02.18	1.26023	1.26023	1.25954	1.25982	392	0	8
2024.02.19	1.25982	1.26297	1.25833	1.25949	41562	0	1
2024.02.20	1.25949	1.26683	1.25791	1.26217	68237	0	1
2024.02.21	1.26218	1.26414	1.26027	1.26371	67990	0	1
2024.02.22	1.26374	1.27091	1.26113	1.26580	79356	0	1
2024.02.23	1.26580	1.27010	1.26481	1.26700	66601	0	1
2024.02.25	1.26712	1.26778	1.26654	1.26713	445	0	10
2024.02.26	1.26722	1.26992	1.26564	1.26843	59546	0	1
2024.02.27	1.26843	1.26968	1.26600	1.26844	62418	0	1
2024.02.28	1.26845	1.26859	1.26213	1.26600	60572	0	1
2024.02.29	1.26604	1.26816	1.26124	1.26233	75564	0	1
2024.03.01	1.26233	1.26636	1.25995	1.26550	70504	0	1
2024.03.03	1.26482	1.26559	1.26474	1.26516	439	0	1
2024.03.04	1.26515	1.27063	1.26482	1.26912	49700	0	1
2024.03.05	1.26897	1.27347	1.26710	1.27021	60977	0	1
2024.03.06	1.27020	1.27613	1.26898	1.27300	76432	0	1
2024.03.07	1.27300	1.28105	1.27231	1.28081	78152	0	1
2024.03.08	1.28081	1.28932	1.28009	1.28576	85655	0	1
2024.03.10	1.28535	1.28607	1.28475	1.28482	1192	0	1
2024.03.11	1.28482	1.28619	1.27950	1.28119	67409	0	1
2024.03.12	1.28119	1.28234	1.27462	1.27924	73687	0	1
2024.03.13	1.27924	1.28110	1.27746	1.27991	58433	0	1
2024.03.14	1.27991	1.28226	1.27305	1.27498	68781	0	1
2024.03.15	1.27498	1.27583	1.27250	1.27361	53698	0	1
2024.03.17	1.27370	1.27373	1.27276	1.27338	1166	0	5
2024.03.18	1.27338	1.27466	1.27177	1.27258	43532	0	1
2024.03.19	1.27258	1.27327	1.26675	1.27208	63939	0	1
2024.03.20	1.27209	1.27930	1.26843	1.27930	72205	0	1
2024.03.21	1.27929	1.28030	1.26505	1.26574	75955	0	1
2024.03.22	1.26574	1.26749	1.25750	1.26001	58004	0	1
2024.03.24	1.25960	1.26018	1.25884	1.25970	1296	0	1
2024.03.25	1.25969	1.26521	1.25915	1.26363	41945	0	1
2024.03.26	1.26364	1.26678	1.26217	1.26278	46326	0	1
2024.03.27	1.26278	1.26407	1.26053	1.26164	48718	0	1
2024.03.28	1.26164	1.26542	1.25856	1.26231	53433	0	1
2024.03.29	1.26231	1.26445	1.26094	1.26233	16269	0	1
2024.03.31	1.26185	1.26419	1.26185	1.26256	2035	0	1
2024.04.01	1.26256	1.26417	1.25395	1.25478	43586	0	1
2024.04.02	1.25478	1.25808	1.25392	1.25746	51504	0	1
2024.04.03	1.25745	1.26553	1.25623	1.26531	53796	0	2
2024.04.04	1.26530	1.26833	1.26351	1.26407	48874	0	2
2024.04.05	1.26407	1.26485	1.25740	1.26363	66099	0	1
2024.04.07	1.26238	1.26352	1.26208	1.26219	1503	0	2
2024.04.08	1.26215	1.26636	1.26132	1.26562	57298	0	1
2024.04.09	1.26561	1.27091	1.26486	1.26757	55715	0	1
2024.04.10	1.26757	1.27079	1.25205	1.25387	79746	0	1
2024.04.11	1.25387	1.25784	1.25105	1.25551	88049	0	1
2024.04.12	1.25551	1.25587	1.24264	1.24504	83295	0	1
2024.04.14	1.24382	1.24626	1.24334	1.24593	2919	0	2
2024.04.15	1.24595	1.24984	1.24356	1.24481	94578	0	1
2024.04.16	1.24480	1.24718	1.24054	1.24296	96772	0	1
2024.04.17	1.24297	1.24818	1.24167	1.24556	88496	0	1
2024.04.18	1.24557	1.24840	1.24329	1.24329	76853	0	1
2024.04.19	1.24329	1.24680	1.23667	1.23714	109521	0	1
2024.04.21	1.23710	1.23767	1.23653	1.23721	1529	0	1
2024.04.22	1.23716	1.23923	1.22992	1.23506	61414	0	1
2024.04.23	1.23505	1.24583	1.23317	1.24496	89948	0	1
2024.04.24	1.24498	1.24693	1.24224	1.24586	53034	0	1
2024.04.25	1.24585	1.25268	1.24538	1.25116	74430	0	1
2024.04.26	1.25113	1.25405	1.24465	1.24930	68518	0	1
2024.04.28	1.24637	1.25007	1.24637	1.25001	1030	0	1
2024.04.29	1.25004	1.25694	1.24988	1.25610	75668	0	1
2024.04.30	1.25609	1.25637	1.24859	1.24917	73946	0	1
2024.05.01	1.24917	1.25500	1.24661	1.25329	76336	0	1
2024.05.02	1.25329	1.25442	1.24715	1.25383	86723	0	1
2024.05.03	1.25382	1.26342	1.25291	1.25469	89352	0	1
2024.05.05	1.25377	1.25514	1.25370	1.25484	604	0	1
2024.05.06	1.25484	1.25941	1.25362	1.25608	49609	0	1
2024.05.07	1.25608	1.25704	1.25005	1.25019	58742	0	1
2024.05.08	1.25022	1.25042	1.24677	1.24975	54697	0	1
2024.05.09	1.24977	1.25294	1.24460	1.25278	66003	0	1
2024.05.10	1.25280	1.25408	1.25024	1.25236	55332	0	1
2024.05.12	1.25154	1.25256	1.25122	1.25245	1237	0	1
2024.05.13	1.25248	1.25685	1.25174	1.25576	51715	0	1
2024.05.14	1.25576	1.25926	1.25091	1.25887	68786	0	1
2024.05.15	1.25886	1.26905	1.25797	1.26884	74506	0	1
2024.05.16	1.26886	1.27004	1.26433	1.26703	62166	0	1
2024.05.17	1.26705	1.27115	1.26447	1.27002	48860	0	1
2024.05.19	1.26902	1.27023	1.26869	1.27004	997	0	1
2024.05.20	1.27004	1.27252	1.26888	1.27085	53855	0	1
2024.05.21	1.27087	1.27267	1.26861	1.27105	56374	0	1
2024.05.22	1.27105	1.27609	1.26999	1.27203	71117	0	1
2024.05.23	1.27202	1.27464	1.26849	1.26957	85681	0	1
2024.05.24	1.26957	1.27507	1.26722	1.27361	65000	0	1
2024.05.26	1.27340	1.27433	1.27339	1.27413	836	0	1
2024.05.27	1.27411	1.27774	1.27298	1.27703	28584	0	1
2024.05.28	1.27704	1.28004	1.27540	1.27596	63618	0	1
2024.05.29	1.27596	1.27714	1.26966	1.26976	72902	0	1
2024.05.30	1.26975	1.27470	1.26809	1.27320	71475	0	1
2024.05.31	1.27319	1.27659	1.26999	1.27418	80963	0	1
2024.06.02	1.27349	1.27452	1.27300	1.27430	1940	0	2
2024.06.03	1.27430	1.28122	1.26941	1.28097	75448	0	1
2024.06.04	1.28097	1.28172	1.27428	1.27719	79663	0	1
2024.06.05	1.27716	1.27948	1.27552	1.27903	69899	0	1
2024.06.06	1.27903	1.28089	1.27622	1.27924	63459	0	1
2024.06.07	1.27930	1.28113	1.27157	1.27223	81314	0	1
2024.06.09	1.27284	1.27302	1.27101	1.27253	2384	0	1
2024.06.10	1.27255	1.27368	1.26878	1.27305	61047	0	1
2024.06.11	1.27302	1.27511	1.27057	1.27387	68896	0	1
2024.06.12	1.27392	1.28605	1.27325	1.27946	99485	0	1
2024.06.13	1.27946	1.28074	1.27379	1.27587	77883	0	1
2024.06.14	1.27587	1.27632	1.26566	1.26867	87690	0	1
2024.06.16	1.26827	1.26874	1.26724	1.26867	1440	0	1
2024.06.17	1.26872	1.27096	1.26585	1.27084	66900	0	1
2024.06.18	1.27086	1.27210	1.26684	1.27098	71441	0	1
2024.06.19	1.27099	1.27397	1.27000	1.27197	44639	0	1
2024.06.20	1.27196	1.27214	1.26520	1.26584	63442	0	1
2024.06.21	1.26584	1.26736	1.26218	1.26410	63479	0	1
2024.06.23	1.26375	1.26442	1.26314	1.26439	964	0	3
2024.06.24	1.26439	1.26977	1.26326	1.26820	57651	0	1
2024.06.25	1.26820	1.27024	1.26700	1.26848	55244	0	1
2024.06.26	1.26849	1.26937	1.26154	1.26205	66182	0	1
2024.06.27	1.26207	1.26703	1.26124	1.26391	66444	0	1
2024.06.28	1.26392	1.26628	1.26194	1.26439	79441	0	1
2024.06.30	1.26567	1.26567	1.26255	1.26498	1668	0	3
2024.07.01	1.26499	1.27093	1.26331	1.26461	72570	0	1
2024.07.02	1.26461	1.26912	1.26153	1.26910	55769	0	1
2024.07.03	1.26911	1.27769	1.26780	1.27464	53566	0	1
2024.07.04	1.27464	1.27673	1.27408	1.27566	32370	0	1
2024.07.05	1.27567	1.28169	1.27537	1.28145	65125	0	1
2024.07.07	1.27959	1.28153	1.27826	1.28066	2047	0	1
2024.07.08	1.28067	1.28455	1.27995	1.28093	51095	0	1
2024.07.09	1.28094	1.28252	1.27772	1.27874	54702	0	1
2024.07.10	1.27875	1.28494	1.27841	1.28492	47112	0	1
2024.07.11	1.28493	1.29488	1.28490	1.29127	76846	0	1
2024.07.12	1.29127	1.29905	1.29020	1.29870	70968	0	1
2024.07.14	1.29657	1.29814	1.29626	1.29683	2737	0	5
2024.07.15	1.29683	1.29946	1.29611	1.29666	63181	0	1
2024.07.16	1.29666	1.29797	1.29382	1.29759	61276	0	1
2024.07.17	1.29758	1.30440	1.29658	1.30088	76792	0	1
2024.07.18	1.30087	1.30125	1.29377	1.29444	76965	0	1
2024.07.19	1.29494	1.29494	1.29010	1.29108	62100	0	1
2024.07.21	1.29093	1.29340	1.29087	1.29334	2796	0	5
2024.07.22	1.29334	1.29419	1.29048	1.29328	61480	0	1
2024.07.23	1.29327	1.29345	1.28879	1.29044	56441	0	1
2024.07.24	1.29045	1.29372	1.28775	1.29021	64626	0	1
2024.07.25	1.29022	1.29136	1.28482	1.28531	90420	0	1
2024.07.26	1.28530	1.28778	1.28500	1.28668	56309	0	1
2024.07.28	1.28615	1.28714	1.28594	1.28677	1901	0	5
2024.07.29	1.28678	1.28880	1.28065	1.28657	57244	0	1
2024.07.30	1.28656	1.28659	1.28199	1.28351	57586	0	1
2024.07.31	1.28351	1.28640	1.28206	1.28566	98555	0	1
2024.08.01	1.28566	1.28602	1.27266	1.27347	94090	0	1
2024.08.02	1.27348	1.28401	1.27071	1.28046	106877	0	1
2024.08.04	1.28043	1.28093	1.27908	1.27933	3354	0	4
2024.08.05	1.27940	1.28165	1.27103	1.27802	202004	0	1
2024.08.06	1.27800	1.28030	1.26726	1.26921	145880	0	1
2024.08.07	1.26921	1.27354	1.26804	1.26851	114800	0	1
2024.08.08	1.26854	1.27522	1.26647	1.27430	98194	0	1
2024.08.09	1.27430	1.27735	1.27261	1.27580	74484	0	1
2024.08.11	1.27541	1.27601	1.27487	1.27514	1475	0	5
2024.08.12	1.27514	1.27938	1.27446	1.27670	58581	0	1
2024.08.13	1.27673	1.28729	1.27634	1.28649	72200	0	1
2024.08.14	1.28650	1.28683	1.28151	1.28275	73274	0	1
2024.08.15	1.28276	1.28715	1.27986	1.28533	65784	0	1
2024.08.16	1.28536	1.29458	1.28536	1.29446	51813	0	1
2024.08.18	1.29284	1.29503	1.29284	1.29417	1727	0	5
2024.08.19	1.29419	1.29972	1.29398	1.29891	59633	0	1
2024.08.20	1.29890	1.30523	1.29741	1.30316	66437	0	1
2024.08.21	1.30316	1.31192	1.30106	1.30929	78699	0	1
2024.08.22	1.30933	1.31303	1.30764	1.30925	69564	0	1
2024.08.23	1.30925	1.32299	1.30917	1.32181	85128	0	1
2024.08.25	1.32103	1.32190	1.32013	1.32110	1218	0	4
2024.08.26	1.32113	1.32220	1.31797	1.31879	67053	0	1
2024.08.27	1.31878	1.32659	1.31800	1.32589	69641	0	1
2024.08.28	1.32589	1.32603	1.31673	1.31922	84197	0	1
2024.08.29	1.31922	1.32268	1.31451	1.31656	94301	0	1
2024.08.30	1.31656	1.31997	1.31095	1.31298	83161	0	1
2024.09.01	1.31294	1.31330	1.31221	1.31308	760	0	1
2024.09.02	1.31309	1.31550	1.31198	1.31398	39993	0	1
2024.09.03	1.31399	1.31472	1.30876	1.31113	90060	0	1
2024.09.04	1.31111	1.31750	1.31008	1.31460	87625	0	1
2024.09.05	1.31461	1.31852	1.31369	1.31762	94027	0	1
2024.09.06	1.31765	1.32372	1.31098	1.31302	131366	0	1
2024.09.08	1.31174	1.31382	1.31174	1.31342	1974	0	2
2024.09.09	1.31344	1.31430	1.30676	1.30720	92319	0	1
2024.09.10	1.30721	1.31075	1.30493	1.30807	80134	0	1
2024.09.11	1.30806	1.31115	1.30019	1.30431	110012	0	1
2024.09.12	1.30434	1.31270	1.30319	1.31246	121139	0	1
2024.09.13	1.31246	1.31576	1.31146	1.31236	107905	0	1
2024.09.15	1.31146	1.31346	1.31146	1.31331	1837	0	1
